Dielectric Const (Typical),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,CuO,ZnO,SrO,PbO,Fe2O3,La2O3,Bi2O3,TiO2,GeO2,ZrO2,CeO2,TeO2,P2O5,V2O5,Nb2O5,WO3
13,0,44.8,0,0,21,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0
19,0,37.8,0,0,17,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0
24,0,34.8,0,0,20,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0
11,0,32.78,0,0,21.65,0,0,0,0,0,41.24,0,0,0,0,0,0,0,0,0,0,4.33,0,0,0
7.7,50.03,0,9.99,0,0,0,0,0,0,0,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.5,63.17,0,15.5,15.69,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,53.95,0,11.56,29.24,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.33,59.18,0,19.02,16.04,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,15.88,0,0,0,0,0,0,0,0,0,0,5.74,0,0,0,0,0,0,78.38,0,0
43,0,0,0,0,15.44,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,80.93,0,0
17.7,0,28.57,14.29,0,0,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.1,43.43,0,22.18,0,21.3,0,0,0,0,0,0,0,0,0,0,0,13.09,0,0,0,0,0,0,0,0
14.5,2.79,29.67,0.82,0,0,0,0,0,0,0,2.89,0,63.83,0,0,0,0,0,0,0,0,0,0,0,0
4.7,59.52,23.35,3.19,8.06,0,2.12,0,2.09,1.38,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0
4.63,65.4,22.38,3.32,3.36,0,2.21,0,1.09,0.72,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0
4.32,66.76,20.78,3.22,4.89,0,1.71,0,1.06,0.7,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0
4.25,70.34,15.18,8.42,3.28,0,0.43,0,1.06,0.7,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0
4.18,76.59,12.27,6.44,1.63,0,0.43,0,1.06,0.7,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0
6,55.57,0,16.87,26.57,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.42,64.07,0,0.09,0,0,0,0,8.31,8.32,0,0,0,19.11,0.1,0,0,0,0,0,0,0,0,0,0,0
6.93,68.96,0,0.07,0,0,13.49,0,0.82,16.6,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0
7.22,72.94,0,0.09,0,0,0,0,0,10.27,0,0,0,16.6,0.1,0,0,0,0,0,0,0,0,0,0,0
8.01,72.11,0,0.12,0,0,0,0,12.16,0,0,0,0,15.49,0.12,0,0,0,0,0,0,0,0,0,0,0
7.38,72.59,0,0.08,0,0,0,0,12.48,0,0,0,0,14.78,0.07,0,0,0,0,0,0,0,0,0,0,0
3.55,53.67,46.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.41,51.35,44.32,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.85,49.4,34.71,6.77,0,0,4.5,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.81,44.41,33.54,6.54,0,0,4.35,11.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.37,47.13,35.6,6.94,0,0,4.62,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.04,48.07,36.31,7.08,0,0,4.71,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.19,46.56,35.17,6.86,0,0,4.56,2.34,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.06,47.7,36.02,7.02,0,0,4.67,0,2.31,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,44.9,38.75,3.78,0,0,12.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09,45.62,39.37,3.84,0,0,7.66,0,0,0,0,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0
5.6,42.35,36.55,3.56,0,0,0,0,0,0,0,0,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0
5.71,42.75,36.9,3.6,0,0,9.57,2.45,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.77,41.78,36.06,7.03,0,0,9.35,0,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.39,52.7,22.74,11.65,0,0,12.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.77,39.26,33.89,11.57,0,0,7.69,0,0,0,0,0,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0
5.82,38.52,33.25,11.35,0,4.12,7.55,0,0,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0
8.24,44.46,15.08,7.48,0,0,32.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.71,60.31,0,7.68,0,0,17.89,0,3.15,0,0,0,0,10.97,0,0,0,0,0,0,0,0,0,0,0,0
8.86,58.03,0,7.39,0,0,32.58,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.93,61.78,27.2,0,0,0,0,2.53,0,0,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,0
5.94,47.2,33.55,5.72,0,0,0,0,2.69,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0,0
5.94,57.67,23.7,5.66,0,0,0,0,0,2.62,0,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0
8.25,58.24,0,0,0,0,7.61,15.62,0,11.56,0,0,0,6.97,0,0,0,0,0,0,0,0,0,0,0,0
7.04,81.51,0,0,0,0,0,0,7.29,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.65,77.58,0,0,0,0,0,0,6.94,10.66,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0
6.17,80.06,0,0,0,0,0,0,6.65,10.21,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0
8.27,57.22,0,0,0,0,7.47,15.34,5.17,7.95,0,0,0,6.85,0,0,0,0,0,0,0,0,0,0,0,0
8.33,56.78,0,0,0,0,7.42,15.23,7.34,6.44,0,0,0,6.79,0,0,0,0,0,0,0,0,0,0,0,0
8.74,67.45,0,0,0,0,0,0,0,5.32,0,0,0,27.23,0,0,0,0,0,0,0,0,0,0,0,0
7.94,63.18,0,6.2,0,0,0,0,30.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,72.2,0,1.18,2.99,3.22,0,0,20.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.22,73.12,0,0,0,0,0,0,0,10.21,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0
24.52,29.1,0,0,0,0,0,0,0,0,0,0,0,70.9,0,0,0,0,0,0,0,0,0,0,0,0
5.6,51.94,2.58,11.77,32.16,0,0.94,0,0,0,0,0,0,0,0,0,0,0.37,0,0.24,0,0,0,0,0,0
5.7,51.87,2.58,11.75,32.12,0,0.93,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
5.1,59.14,4.48,13.45,21.65,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0.5,0,0,0,0,0,0
6,52.1,2.54,11.58,31.65,1.26,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,60.33,4.49,14.09,19.53,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,57.27,4.12,7.31,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,51.75,7.88,13.15,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,64.84,3.67,15.65,15.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,59.96,4.46,14.01,21.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5,61.56,0,5.03,2.55,3.66,3.35,0,0,0,0,0,0,23.02,0,0,0,0,0,0.83,0,0,0,0,0,0
8.8,67.79,0.48,3.33,0,6.05,0,0,5.47,1.44,0,6.67,0,1.97,0,0,0,6.8,0,0,0,0,0,0,0,0
9.2,71.28,0.61,4.2,0,3.05,0,0,4.15,0.91,0,0,1.65,13.81,0,0,0,0,0,0.34,0,0,0,0,0,0
3.98,58.83,34.31,4.9,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.99,63.73,29.41,4.9,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.25,58.83,29.41,9.8,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.05,63.11,29.13,4.85,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.95,58.85,34.33,4.9,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.94,63.76,29.42,4.9,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.99,63.1,29.13,4.85,1.46,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.04,57.7,33.65,4.81,0.96,1.92,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.07,68.63,24.51,4.9,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.44,66.04,23.58,4.72,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.01,63.76,29.42,4.9,0,0.96,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0
4.38,60.18,27.78,4.63,5.56,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,55.51,11.5,6.54,3.31,11.9,0.87,0,3.23,1.41,0,3.28,0,0.29,0,0,0,0,0,2.16,0,0,0,0,0,0
7.5,64.97,9.34,5.1,3.23,9.28,2.12,0,3.15,0.69,0,1.59,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0
9.8,41.23,2.66,4.25,23.05,16.56,2.02,0,3,0,0,0.75,5.98,0,0,0,0,0,0,0.5,0,0,0,0,0,0
9.1,47.08,8.12,3.08,3.12,28.02,2.05,2.1,3.04,0,0,1.54,0,0.28,0,0,0,1.57,0,0,0,0,0,0,0,0
8.6,54.06,11.19,6.37,11.28,3.47,0,0,5.24,0,0,1.59,6.27,0,0,0,0,0,0,0.53,0,0,0,0,0,0
9,27.48,4.12,11.27,24.94,6.4,1.87,0,0,0,0,20.29,1.39,0,0,0,1.08,0,0,1.16,0,0,0,0,0,0
10,56.03,2.15,12.47,7.42,13.34,2.44,0,0,0.79,0,0,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0
11,45.95,2.2,24.07,0,19.14,0,0,3.71,0.81,0,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,0
5.83,56.01,8.2,8.72,7.87,18.12,0,0,0.41,0.4,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0
7.2,39.26,13.38,9.74,23.11,13.28,0,0,0.5,0.33,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0
6.6,47.39,13.73,11.23,12.67,11.32,0,0,1.58,1.66,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0
7.3,26.8,14.8,3.79,39.95,3.44,7.56,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0
7.4,15.66,17.12,4.92,48.24,3.35,6.13,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0,0,0,0,0,0
7.4,15.1,16.76,9.53,45.02,3.46,5.92,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0,0
7.5,9.81,21.16,0,58.49,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,4.78,0,0,0,0,0,0
7.2,18.54,22.4,0,53.9,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0
3.92,63.59,18.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.22,0,0,0
3.81,66.64,16.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.68,0,0,0
3.7,66.64,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.86,0,0,0
3.83,68.98,17.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0
3.53,68.76,18.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0
3.71,70.59,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77,0,0,0
4.05,75.27,22.55,0.61,0,0,0,1.06,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,64.52,5.06,6.91,3.5,10.05,2.29,0,0,0,0,0,0,4.74,0,0,0,0,0,0,0.81,0,0,0,2.12,0
8.5,55.29,11.45,6.51,3.3,11.84,0.87,0,3.22,1.41,0,3.26,0,0.29,0,0,0,0,0,2.16,0.38,0,0,0,0.02,0
7.8,59.94,11.28,9.63,3.24,5.83,0.85,0,3.17,1.39,0,2.41,0,0.29,0,0,0,0,0,0,0,0,0,0,1.97,0
8.6,53.67,11.11,6.32,11.19,3.45,0,0,5.2,0,0,1.58,6.22,0,0,0,0,0,0,0.52,0.74,0,0,0,0,0
9,65.34,5.12,7,3.54,6.36,0,0,3.45,1.51,0,0,2.06,4.8,0,0,0,0,0,0,0.82,0,0,0,0,0
8.7,60.54,3.73,8.49,0,6.18,0,2.9,0,0.92,0,0,3.34,13.58,0,0,0,0,0,0,0,0,0,0,0.32,0
8.7,60.74,3.74,8.52,0,6.2,0,2.9,0,0.92,0,0,3.35,13.63,0,0,0,0,0,0,0,0,0,0,0,0
9.3,62.94,5.3,5.42,2.29,0,0.59,0,1.49,0,0,2.26,0.88,17.77,0,0,0,0,0,0,1.06,0,0,0,0,0
5.3,63.92,13.28,9.07,0,0,0,0,0,0,0,0,13.73,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,63.94,10.03,11.65,0,2.49,0,0,0,0,0,5.15,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,7.7,30.78,30.76,0,30.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.64,0,33.34,33.38,0,0,0,0,0,0,0,0,33.28,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,63.72,5.5,11.27,0,4.09,0,2.56,3.71,0.81,0,0,1.48,6.86,0,0,0,0,0,0,0,0,0,0,0,0
8.3,39.26,29.05,3.3,8.36,2.4,2.2,0,5.43,1.43,0,6.62,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0
6.72,52.22,7.53,7.68,32.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.13,52.59,3.97,9.39,34.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.4,1.47,25.38,0,0,0,0,0,0,0,0,4.33,0,66.51,0,0,0.74,0,0,0,0,1.09,0,0.48,0,0
10.3,2.77,28.51,0,0,0,0,0,0,0,0,5.74,0,62.98,0,0,0,0,0,0,0,0,0,0,0,0
7.8,8.14,26.7,4.8,0,0,0,0,0,0,0,0,0,60.36,0,0,0,0,0,0,0,0,0,0,0,0
4.42,64.43,23.25,6.73,0,5.08,0,0.39,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.67,0,33.29,33.36,0,0,33.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,0,33.33,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9,0,22.22,11.11,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,55.65,5.58,3.81,0,6.93,13.69,0,0,0,0,14.33,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
8,53.17,6.04,4.12,0,6,13.71,0,0,0,0,10.33,0,5.65,0,0,0,0,0,0,0.98,0,0,0,0,0
7.2,54.95,4.41,3.76,0,8.21,11.52,0,0,0,0,16.04,0,0,0,0,0,0.48,0,0,0,0,0,0.63,0,0
6,54.38,1.28,15.57,20.82,0,2.76,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9,0,22.2,11.1,0,0,0,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,0,33.3,0,0,0,0,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,68.7,1.57,7.16,0,1.17,1.1,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,57.9,0,6.3,0,0,12.6,0,0,0,0,21.1,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0
6.9,56.2,0,6.1,0,0,12.3,0,0,0,0,20.4,0,0,0,0,0,0,0,3,0,0,2,0,0,0
8.4,57.36,0,6.21,0,0,12.51,0,0,0,0,20.82,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0
7,54.46,0,11.88,0,0,11.88,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0
8.3,54.5,0,5.9,0,0,11.9,0,0,0,0,19.8,0,0,0,0,0,0,0,5.9,0,0,2,0,0,0
8.4,52.1,0,5.6,0,4.6,15.9,0,0,0,0,19,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0
8.9,47.5,0,6.9,0,0,11.8,0,0,0,0,21.3,10.1,0,0,0,0,0,0,2.4,0,0,0,0,0,0
7.7,50.2,0,6.9,0,0,18.1,0,0,0,0,22.5,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0
6.9,47.5,0,6.9,0,10.1,11.8,0,0,0,0,21.3,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0
8.8,46.85,0,6.81,0,10.01,11.61,0,0,0,0,21.02,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0
4.1,75.23,22.54,0,0,0,0,1.06,0.51,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,38.38,0,15.39,7.71,38.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,41.03,0,17.62,5.95,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,55,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
20,0,60,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
16,0,65,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
42,0,50,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
35,0,55,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
26,0,60,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,0,65,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
14,0,70,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
13,0,75,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12,0,80,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
0.7,60,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.78,50,30,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,40,40,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,80,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,70,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.93,60,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.79,60,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.74,60,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.65,57.92,0,20.04,15.03,0,0,0,0,0,0,0,0,0,0,0,0,7.01,0,0,0,0,0,0,0,0
5.9,54.88,0,25.39,11.72,0,0,0,0,0,0,0,0,0,0,0,0,8.01,0,0,0,0,0,0,0,0
6.29,50.5,0,27.86,13,0,0,0,0,0,0,0,0,0,0,0,0,8.64,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,22.5,10,22.5,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0,23.75,5,23.75,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,24.5,2,24.5,0,0,0,0,0,0
5.97,55.56,0,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.58,57.86,0,18.62,23.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.77,53.8,0,22.2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.65,59.54,0,21.08,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.06,53.8,0,12.7,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.04,72.4,0,12.2,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,94.1,0,0,0,0,0,0,0,0,0
4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,0,89.1,0,0,0,0,0,0,0,0,0
4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,84.4,0,0,0,0,0,0,0,0,0
4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,0,78.7,0,0,0,0,0,0,0,0,0
4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,74.5,0,0,0,0,0,0,0,0,0
4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,0,68.6,0,0,0,0,0,0,0,0,0
24,42.9,13.58,0,0,6.13,0,0,0,0,0,0,0,12.12,0,0,0,25.27,0,0,0,0,0,0,0,0
26,46.95,14.86,0,0,6.7,0,0,0,0,0,0,0,18.54,0,0,0,12.95,0,0,0,0,0,0,0,0
11.7,2.81,30.87,1.66,0,0,0,0,0,0,0,0,0,64.66,0,0,0,0,0,0,0,0,0,0,0,0
7.6,50.2,0,5.7,0,0,19.3,0,0,0,0,23.7,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0
8.7,53.8,0,7.6,0,0,20.8,0,0,0,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,46.2,0,6.7,0,9.9,11.5,0,0,0,0,20.7,0,0,0,0,0,0,0,5,0,0,0,0,0,0
10.2,46,0,5.5,0,6.7,12.6,0,0,0,0,16,10.8,0,0,0,0,0,0,2.4,0,0,0,0,0,0
10.3,47.5,0,6.9,0,0,16.8,0,0,0,0,16.3,10.1,0,0,0,0,0,0,2.4,0,0,0,0,0,0
9.6,48.2,0,6,0,5,11.8,0,0,0,0,16.4,10.2,0,0,0,0,0,0,2.4,0,0,0,0,0,0
4.3,77.03,17.5,0,0.75,0.54,0,1.01,1.47,0.64,0,0,0,0,0.3,0,0,0.76,0,0,0,0,0,0,0,0
5.2,58,4.54,21.75,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,59.16,4.25,14.53,22.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,51.39,4.43,21.19,22.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.35,54.17,4.17,14.25,27.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,48.68,12.28,19.52,19.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.4,25,0,0,0,0,10,0,0,0,0,0,0,55,0,0,0,10,0,0,0,0,0,0,0,0
14,40,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,30,0,0,0,0,0,0,0,0
15.7,30,0,0,0,0,5,0,0,0,0,0,5,20,0,0,0,33,0,7,0,0,0,0,0,0
15.4,30,0,0,0,10,20,0,0,0,0,0,10,20,0,0,0,8,0,2,0,0,0,0,0,0
14,35,0,0,0,0,10,0,0,0,0,0,0,20,0,10,0,20,0,5,0,0,0,0,0,0
14.1,25,10,0,0,0,15,0,0,0,0,0,5,20,0,0,0,20,0,5,0,0,0,0,0,0
14.2,25,0,0,0,0,15,0,0,0,0,0,5,20,0,0,0,20,0,5,0,0,10,0,0,0
15.1,20,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
16.1,20,0,0,0,0,5,0,0,0,0,0,0,60,0,0,0,15,0,0,0,0,0,0,0,0
10.1,60,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0
13.3,45,0,0,0,0,10,0,0,0,0,0,10,15,0,0,0,15,0,5,0,0,0,0,0,0
14.5,40,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,50,0,5,0,0,0,0,0,0
15.3,30,0,0,0,0,25,0,0,0,0,0,10,30,0,0,0,5,0,0,0,0,0,0,0,0
15.2,30,0,0,0,0,5,0,0,0,0,0,0,35,0,0,0,25,0,5,0,0,0,0,0,0
16.1,15,0,0,0,0,15,0,0,0,0,0,0,50,0,0,0,20,0,0,0,0,0,0,0,0
12.2,50,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
13.4,40,0,0,0,7.5,15,0,0,0,0,0,7.5,0,0,0,0,23,0,7,0,0,0,0,0,0
13,40,0,0,2,6,20,0,0,0,0,0,12,0,0,0,0,15,0,5,0,0,0,0,0,0
13.7,40,0,0,0,0,25,0,0,0,0,0,0,0,0,0,15,15,0,5,0,0,0,0,0,0
12.5,45,0,0,0,5,10,0,0,0,0,0,5,0,0,10,0,18,0,7,0,0,0,0,0,0
12.1,35,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
12.3,35,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,15,0,0,0
11.2,55,0,0,0,5,10,0,0,0,0,0,5,0,0,0,0,20,0,5,0,0,0,0,0,0
10.1,60,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0
10.7,55,0,0,0,10,10,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
