Dielectric Const (Typical),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,CuO,ZnO,SrO,PbO,Fe2O3,La2O3,Bi2O3,TiO2,GeO2,ZrO2,CeO2,TeO2,P2O5,V2O5,Nb2O5,WO3
7,10,56,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,10,58,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,10,60,0,0,0,0,0,0,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,9,66,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,7,70,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,6,72,0,0,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,2,66,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,15,66,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,10,66,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,8,66,0,0,0,0,0,0,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,0,86.87,0,0,1.01,0,4.04,0,7.07,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,10,76,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,9,76,0,0,3,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,8.83,75.4,0,0,2.98,0,0,0,10.91,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,6,80,0,0,3,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,6,79,0,0,3,0,0,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,0,72.84,0,0,3.65,0,0,0,10.02,0,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,0,72.74,0,0,3.65,0,0,0,9.94,0,13.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,0,71.96,0,0,3.66,0,0,0,9.8,0,14.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,69.11,0,0,3.54,0,0,0,9.45,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,0,65.83,0,0,3.43,0,0,0,9.03,0,21.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,65.9,0,0,1.32,0,0,0,5.5,0,27.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,0,80.39,0,0,1.29,0,0,0,4.83,0,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,0,73.53,0,0,1.84,0,0,0,9.99,0,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,0,69.09,0,0,7.13,0,0,0,9.49,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,0,63.7,0,0,13.77,0,0,0,8.73,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,42.25,28.13,10.67,5.4,5.17,6.15,0,0,0,0,1.78,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0.16
6.5,42.3,40.56,6.23,1.75,2.52,3.68,0,0,0,0,1.73,0,0,0,0,0,0.88,0,0.11,0,0,0,0,0,0.24
7,42.11,27.01,10.64,3.59,5.16,4.72,0,0,0,0.27,6.22,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.16
7,41.29,29.52,9.04,5.28,5.06,3.7,0,0,0,0.45,4.79,0,0,0,0,0,0.18,0,0.29,0,0,0,0,0,0.4
6.8,43.43,28.11,10.66,3.6,5.17,3.78,0,0,0,0.46,3.56,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0.94
7.1,44.34,25.85,12,3.57,3.85,5.16,2.41,0,0,0.45,1.77,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0.31
6.8,45.33,27.5,12.28,1.83,1.31,4.32,0,0,0,0.74,5.43,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0.06
7.1,44.28,28.93,7.05,3.57,3.85,5.63,0,0,0,1.81,3.53,0,0,0,0,0,0.9,0,0.29,0,0,0,0,0,0.16
7.2,45.73,22.86,11.35,3.59,5.16,4.72,0,0,0,0,6.22,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.25
6.6,44.21,30.13,6.86,6.94,3.74,3.65,0,0,0,0,3.44,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.75
5,52.54,32.45,0,0,0,0,7.52,0,0,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,51.79,36.34,0,0,0,0,7.41,0,0,0,0,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,52.49,32.43,0,7.52,0,0,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,54.03,30.77,0,0,0,0,3.36,0.54,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,47.02,29.88,0,10.79,0,0,5.2,0,2.31,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,52.59,32.52,0,0,0,0,9.44,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,56.58,28.5,0,0,0,0,7.47,0,0,0,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,52.61,32.52,0,0,0,2.72,9.43,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,52.61,32.49,0,0,0,0,7.42,2.04,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,52.59,32.48,0,0,0,0,8.48,0,1.01,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,52.7,32.5,0,0,7.5,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,54,33,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,52.5,32,0,0,4,4,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.25,51.4,34.6,0,0,7,0,4.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,52.35,32.33,0,0,7.41,0,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
4.9,52.1,32.2,0,0,7.4,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0
5.1,56.3,28.4,0.4,0,7.4,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,56.55,28.47,0,0,5.49,0,9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,56.55,28.47,0,0,9.49,0,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,69.54,2.22,1.82,4.61,5.52,2.02,4.14,6.99,2.96,0,0,0,0,0.01,0,0,0,0,0,0.17,0,0,0,0,0
7,70.01,1.83,1.88,3.95,4.55,2.16,2.99,6.16,5.96,0,0.16,0,0,0.02,0,0,0,0,0.03,0.3,0,0,0,0,0
6.7,70.61,2.83,2.25,4.07,4.09,4.06,1.98,4.87,4.94,0,0,0,0,0.01,0,0,0.04,0,0.06,0.19,0,0,0,0,0
6.9,71.56,2.59,1.96,3.31,3.57,3.91,1.79,1.72,7.79,0,1.64,0,0,0.02,0,0,0,0,0,0.14,0,0,0,0,0
7,72.14,0.48,1.96,4.14,2.14,3.91,2.9,3.01,4.95,0,0,3.86,0,0.01,0,0,0,0,0.31,0.19,0,0,0,0,0
5.5,51.9,18.78,8.78,11.03,6.18,1.75,0,0.21,0.07,0,0,1.26,0,0,0,0,0,0,0,0.04,0,0,0,0,0
5.49,56.3,15.77,7.41,11.69,5.53,2.02,0,0.26,0.1,0,0,0.81,0,0,0,0,0,0,0,0.11,0,0,0,0,0
5.39,57.54,14.99,8.77,11.01,4.42,2.04,0,0.16,0.17,0,0,0.82,0,0,0,0,0,0,0,0.08,0,0,0,0,0
5.46,58.98,13.08,8.74,11.46,4.41,2.12,0,0.21,0.07,0,0,0.82,0,0,0,0,0,0,0,0.11,0,0,0,0,0
5.47,53.65,17.81,8.77,11.82,4.77,2.04,0,0.21,0.07,0,0,0.82,0,0,0,0,0,0,0,0.04,0,0,0,0,0
5.48,54.5,15.94,8.76,11.81,5.58,2.04,0,0.26,0.1,0,0,0.82,0,0,0,0,0,0,0,0.19,0,0,0,0,0
5.45,57.46,12.86,8.59,13.8,3.99,0.83,0,0.26,0.1,0,0,1.85,0,0,0,0,0,0,0,0.26,0,0,0,0,0
5.36,57.16,16.89,8.78,8.91,5.59,1.62,0,0.21,0.07,0,0,0.69,0,0,0,0,0,0,0,0.08,0,0,0,0,0
5.82,53.09,13.39,10.26,9.92,6.89,0.35,0,0.05,0.04,0,0,5.66,0,0,0,0,0,0,0,0.35,0,0,0,0,0
5.59,51.59,14.09,11.99,9.73,10.26,0.34,0,0.05,0.03,0,0,1.77,0,0,0,0,0,0,0,0.15,0,0,0,0,0
7.84,69.57,0,0,0,5.72,0,2.01,9.84,3.92,0,0,0,0,0,0,0,0,0,8.94,0,0,0,0,0,0
7.61,70.97,0,0,0,4.32,0,3.92,7.93,3.92,0,0,0,0,0,0,0,0,0,8.94,0,0,0,0,0,0
4.1,70,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7,65,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6,60,25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,55,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.49,72.3,0,0,0,0,0,4.62,0,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0
3.9,84.35,0,0,0,0,0,2.61,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,0,0
4.5,69.7,20,2,1,7,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,66.7,17,2,3,8,0,0.3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,70,22,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,68.9,21,2,0,4,0,0.1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6,67.8,20,2,0,7,0,0.2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,66.7,20,1.3,0.5,10,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,65.5,25.5,1,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,63.7,24,2.3,0,7,0,0.3,0,0,0,1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
5,63,21.5,3.5,0,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,61,28.7,5,0,3,0,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42.3,43.63,5.38,4.03,0,46.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.5,62.14,7.66,5.74,0,0,24.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.9,55.6,6.86,5.14,0,0,0,0,0,0,0,0,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0
42,36.86,4.54,3.4,55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.1,48.32,5.95,4.48,0,41.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5,39.97,4.92,3.71,0,51.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.8,44.15,4.24,4.08,0,47.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.9,30.62,8.46,6.25,0,54.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,48.22,4.94,3.67,0,43.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,43,30,0.5,0,0,0,0,3,6.5,1,12.5,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0
7.2,44,31,0,0,0,0,0,2,8,0.3,11,0,0,0,0,3.5,0.2,0,0,0,0,0,0,0,0
6.7,43,31,1,0,0,0,0,6,6,0.5,12,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
6.7,44.5,32,0,0,0,2,0,2,7,0.5,10.1,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0
6.8,43,31,0.5,0,0,0,0,4,7,0.5,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0
7.3,46,30,0,0,0,2,0,2,7.5,0.5,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7,43,30.5,0.5,0,0,0,0,3,6.5,0,13,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0
8.3,55,0,5,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,48.6,0,12.3,6.2,12.5,8.1,0,0,0,0,10.3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6,44,37.5,1,0,0,0,0,4,8,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,47,34.5,0.5,0,0,0,0,4,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,44,33.5,5,0,0,0,0,2,10,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,44,36,1,0,0,0,0,2,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,46.5,37,0.5,0,0,0,0,5,7.5,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,44,37,1,0,0,0,0,4,8,0.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,47,35,0.5,0,0,0,0,4,8,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,44,33,5,0,0,0,0,2,10,0.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,44,36.5,1,0,0,0,0,2,10,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,42.5,30.5,0.5,0,0,0,0,3,6.5,1,12.5,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0
7.2,43.5,31.5,0,0,0,0,0,2,8,0.3,11,0,0,0,0,3.5,0.2,0,0,0,0,0,0,0,0
6.7,42.8,31.2,1,0,0,0,0,6,6,0.5,12,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
6.7,44,32.5,0,0,0,2,0,2,7,0.5,10.1,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0
4.3,70,21,3,0,4,0,1.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,65.8,24.2,1.9,0,6,0,1.2,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,62.3,22.9,2.9,0,10.5,0,0.5,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,55.3,24.9,4.3,0,12,0,2,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,62,24.6,3,9,0,0,0.3,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,60,23.7,4.1,5.8,5.2,0,0.7,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,57.8,21,1.9,1,7.3,0,9.2,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,57.9,20.5,5,0,9,0,2,0,0,0,0.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,54.9,23.1,2,7,0,0,6,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,46.8,26.4,1.5,0,0,0,7.1,0,0,0,2,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,87.98,0,0,0,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,0,84.53,0,0,0,0,0,0,11.53,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,0,75.02,0,0,0,0,0,0,10.19,0,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,0,61.18,0,0,0,0,0,0,8.31,0,30.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,0,86.28,0,1.96,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,0,74.98,0,14.8,0,0,0,0,10.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,0,86.26,0,0,1.93,0,0,0,11.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,74.94,0,0,14.87,0,0,0,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,0,86.21,0,0,0,0,0,0,11.81,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,0,75.02,0,0,0,0,0,0,10.16,0,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0,0
7.46,67.84,0,1.95,2.68,6.35,5.62,6.65,0.63,8.13,0,0,0,0,0.01,0,0,0.02,0,0,0.12,0,0,0,0,0
13.76,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,30
13.03,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,30
8,61.79,0,0,0,30.23,0,0,5.1,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0.54
5.1,53.07,32.8,0,0,5.55,0,8.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,52.54,32.47,0,0,3,0,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.25,77.95,17.17,0.12,0,0.33,0,1.86,1.49,0.72,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0
4.92,59.42,16.2,8.6,12.43,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.89,62.28,13.44,8.56,12.38,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,61.76,15.99,6.67,12.27,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.82,62.3,14.58,7.47,12.59,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0
4.77,62.92,14.73,7.54,12.72,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.68,61.77,14.46,7.41,12.49,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,48.54,36.48,0,0,0,0,7.57,0,0,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,56.54,28.49,0,0,0,0,5.5,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,52.54,32.51,0,0,0,0,12.01,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,52.71,32.51,0,0,7.47,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,56.52,28.46,0,0,5.43,0,9.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.42,35.27,21.11,0,0,0,0,25.85,0,0,0,17.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.48,35.2,33.63,0,0,0,0,23.27,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.44,32.24,30.8,1.41,0,0,0,35.16,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,38.93,50.26,0,0,0,0,6.01,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,40.34,52.08,0,0,0,0,0,1.82,0.78,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.74,40.77,36.84,0,0,0,0,8.56,0,0,0,13.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.53,44.49,40.44,0,0,0,0,5.59,0,0,0,9.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.73,44.56,40.55,0,0,0,0,7.42,0,0,0,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.88,44.51,40.48,0,0,0,0,9.58,0,0,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.52,48.5,36.44,0,0,0,0,5.56,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,66.89,4.34,12.36,15.32,0.22,0,0,0.1,0.07,0,0,0,0,0.12,0,0,0.47,0,0,0.11,0,0,0,0,0
5.27,67.33,4.12,12.5,13.43,0.23,0,0,0.1,0.07,0,0,0,0,0.12,0,0,1.99,0,0,0.11,0,0,0,0,0
5.54,64.47,3.78,12.73,16.48,1.56,0,0,0.2,0.07,0,0,0,0,0.08,0,0,0.63,0,0,0,0,0,0,0,0
5.62,67.56,2.87,10.72,14.57,1.23,0,0.21,0.3,0.07,0,0,0,0,0.12,0,0,2.35,0,0,0,0,0,0,0,0
5.34,63.48,4.58,13.14,15.82,0.57,0,0,0.1,0.07,0,0,1.05,0,0.16,0,0,0.96,0,0,0.07,0,0,0,0,0
5.52,68.57,2.3,12.24,14.29,0.23,1.25,0.21,0.21,0.07,0,0,0,0,0.04,0,0,0.48,0,0,0.11,0,0,0,0,0
5.46,63.93,4.15,13.53,13.53,1.72,0,0,0.1,0.14,0,1.58,0,0,0.12,0,0,1.2,0,0,0,0,0,0,0,0
5.75,62.39,2.35,12.44,17.45,1.9,0,0,0.1,0.07,0,0,0,0,0.12,0,0,3.14,0,0,0.04,0,0,0,0,0
5.69,70.16,2.63,11.99,8.11,3.26,0.51,0.22,0.11,0.07,0,0,1.89,0,0.12,0,0,0.74,0,0,0.19,0,0,0,0,0
5.3,70.01,2.92,12.73,10.89,2.72,0,0,0.1,0.07,0,0,0,0,0.08,0,0,0.48,0,0,0,0,0,0,0,0
5.31,66.78,3.89,14.24,11.52,2.07,0,0.22,0.21,0,0,0,0,0,0.12,0,0,0.57,0,0.31,0.07,0,0,0,0,0
5.43,64.97,3.33,12.29,16.94,0.89,0,0,0.1,0.07,0,0,0,0,0.12,0,0,1.18,0,0,0.11,0,0,0,0,0
5.28,66.65,2.71,12.13,16.2,0.34,0,0,0.2,0.07,0,0,0,0,0.12,0,0,1.34,0,0.2,0.04,0,0,0,0,0
5.22,67.39,3.84,13.18,13.9,0.11,0,0,0.1,0.07,0,0,0,0,0,0,0,1.2,0,0.1,0.11,0,0,0,0,0
5.43,66.87,2.49,11.24,17.66,0.55,0,0,0.1,0.07,0,0,0,0,0.08,0,0,0.78,0,0.05,0.11,0,0,0,0,0
7.75,65,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
9.5,60,0,0,0,0,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
10,55,0,0,0,0,0,0,30,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
10.2,50,0,0,0,0,0,0,30,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
7.5,55,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
12.5,55,0,10,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
10.5,55,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2
9,55,0,10,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
7,55,0,10,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
7,55,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
6.8,55.59,0,0.22,22.08,22.04,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,53.03,0,0.05,23.41,23.44,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,53.29,0,0.11,21.76,24.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,49.59,0,0.16,24.04,24,0,0,0,0,0.07,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
6,53.54,0,0.11,23.17,23.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,53.47,0,0.22,21.2,20.92,0,0,0,0,0.07,0,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0
7,49.78,0,0.23,21.4,21.21,0,0,0,0,0.07,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,25,40,8,0,0,1,12,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6.9,25,35,15,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,20.8,44.6,9.8,0,0,1,11.9,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,21,45,10,0,0,1,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,27.37,41.07,10.49,0,5.29,0,10.49,0,0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,28.9,44.4,11.1,0,0,0,10,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,33.3,37.6,10.8,0,0,0,12.9,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,27.37,41.07,10.49,0,0,5.29,10.49,0,0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,18.3,47.6,14.7,0,0,0,17.8,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,53.3,35,2.2,0,0,0,0,0,9,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,53.1,33.5,2.8,0,0,0,0,1,9,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,50.4,35.3,5,0,0,0,0,0,9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,49.5,35.6,4.4,0,0,0,0,0,10,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,45,42,1.5,0,0,0,0,1.5,9,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,49.5,39.5,2.2,0,0,0,0,0,7.5,0.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,53,36,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,55.73,0,1.45,20.35,12.32,2.17,0,0,0,0,0,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0
8,49.1,0,5.54,20.84,15.78,5.44,0,0,0,0.08,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0
9,59.15,0,0.68,19.45,12.97,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,50.09,0,2.41,23.5,14.75,0.2,0,0,0,0.08,0,8.97,0,0,0,0,0,0,0,0,0,0,0,0,0
8,50.28,0,2.64,23.37,12.43,0.4,0,0,0,0.08,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0
