Crystallization Temp,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,Tl2O,MnO,NiO,CuO,ZnO,SrO,PbO,Cr2O3,Fe2O3,Ga2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,TeO2,P2O5,V2O5,Nb2O5,Ta2O5,MoO3,WO3,Er2O3,Yb2O3
824,0,0,0,0,0,3.58,0,22.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.44,0,0,0,21.34,0,0,0,0,0,0,26.02,0,25.68,0,0,0,0,0
845,0,0,0,0,0,0,0,5.75,14.85,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0.01,0,0,0,0,15.73,0,0,0,0,0,0,29.15,0,26.61,0,0,0,0,0
856,0,0,0,0,13.68,0,0,5.39,13.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,14.74,0,0,0,0,0,0,27.32,0,24.94,0,0,0,0,0
822,0,0,0,0,0,6.44,0,23.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,18.01,0,0,0,0,0,0,26.34,0,25.99,0,0,0,0,0
810,0,0,0,0,7.33,3.46,0,22.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,17.17,0,0,0,0,0,0,25.12,0,24.78,0,0,0,0,0
1137,82,12,1.6,0,0,0,0,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,80,11,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,84.2,10,0.8,0,0,0,0,4.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,79,12,2.5,0,0,0,1,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,72,12,5,0,0,0,5,5.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,75,20,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,75,18.5,0.5,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,72.34,0,10.69,0,11.49,4.02,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0
1220,71.64,0,10.59,3.37,8.96,3.99,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0
1215,71.24,0,10.53,0,13.72,3.08,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0
1215,70.04,0,10.35,3.29,12.31,2.6,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0
1230,69.6,0.98,11.94,6.24,4.61,2.62,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0
1185,71.3,0,10.79,0,11.8,5.63,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0
1210,70.84,0.49,10.82,3.38,9.47,4.53,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0
480,0,30.14,0,0,0,0,0,0,0,0,0,0,0,0,9.86,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0,25.04,0,0,0,0,0,0,0,0,0,0,0,0,44.99,0,0,0,0,0,0,0,0,0,0,0,29.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,62.39,0,9.53,6.47,0,0,0,14.52,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0
1160,61,0,10.97,6.53,0,0,0,14.44,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0
1055,64.74,15.48,9.99,0,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
1050,64.64,15.98,9.59,0,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
1045,64.54,16.38,9.29,0,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
1110,63.54,15.58,10.99,0,9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
1175,71.05,1.4,10.84,0,10.41,4.53,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.29,0,0,0,0,0,0,0
1175,70.95,1.4,10.83,0,10.4,4.53,0,0,0,0,0,0,0,0,0.26,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0,0,0,0
1175,70.76,1.4,10.87,0,10.44,4.55,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.49,0,0,0,0,0,0,0
1180,70.34,1.41,11.24,0,10.47,4.56,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.49,0,0,0,0,0,0,0
1190,69.94,1.41,11.61,0,10.49,4.57,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.49,0,0,0,0,0,0,0
1180,70,1.4,11.18,1.73,9.18,4.54,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.49,0,0,0,0,0,0,0
1180,69.6,1.39,11.12,1.72,10.36,4.51,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.49,0,0,0,0,0,0,0
1190,69.46,1.39,11.1,1.71,10.33,4.05,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.49,0,0,0,0,0,0,0
1190,68.79,1.36,11.17,5.38,8.1,3.54,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.48,0,0,0,0,0,0,0
1185,69.98,1.4,11.18,0.86,10.41,4.53,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.49,0,0,0,0,0,0,0
1185,70.59,1.39,11.09,2.57,8.61,4.45,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.49,0,0,0,0,0,0,0
1061,54.52,0,1.39,0,4.9,16.67,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0,2.56,0,0,0,11.5,0,0,2.46,0,0,0,0,0,3.35,0,0,0,0,0
1077,54.32,0,1.28,0,9.13,15.28,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,1.01,0,0,0,10.54,0,0,2.25,0,0,0,0,0,2.09,0,0,0,0,0
1053,54.94,0,1.29,0,9.24,15.46,0,0,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,1.02,0,0,0,10.66,0,0,0.14,0,0,0,0,0,3.1,0,0,0,0,0
1066,56.34,0,1.32,0,9.47,15.85,0,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,1.88,0,0,0,7.55,0,0,0.15,0,0,0,0,0,3.18,0,0,0,0,0
1077,55.68,0,1.31,0,9.36,15.67,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,1.86,0,0,0,7.46,0,0,2.31,0,0,0,0,0,2.14,0,0,0,0,0
1026,58.79,0,1.28,0,9.15,15.32,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,1.82,0,0,0,7.3,0,0,0.14,0,0,0,0,0,2.09,0,0,0,0,0
1082,61.06,0,1.24,0,8.86,14.82,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,1.76,0,0,0,7.06,0,0,0.14,0,0,0,0,0,1.08,0,0,0,0,0
1006,55.57,0,1.31,0,9.34,15.64,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,1.04,0,0,0,7.45,0,0,2.31,0,0,0,0,0,3.14,0,0,0,0,0
1018,56.88,0,1.29,0,9.59,16.03,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,1.05,0,0,0,7.61,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0
1048,58.03,0,1.26,0,9.03,15.12,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,1,0,0,0,7.2,0,0,2.23,0,0,0,0,0,2.07,0,0,0,0,0
1030,54.74,0,1.29,0,9.2,13.69,0,0,0,0,0,0,0,0,3.22,4.14,0,0,0,0,0,0,0,1.02,0,0,0,7.34,0,0,2.27,0,0,0,0,0,3.09,0,0,0,0,0
1050,54.03,0,1.27,0,9.08,11.82,0,0,0,0,0,0,0,0,6.36,4.08,0,0,0,0,0,0,0,1.8,0,0,0,7.24,0,0,2.24,0,0,0,0,0,2.08,0,0,0,0,0
1070,52.63,0,1.24,6.26,8.85,14.81,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0.98,0,0,0,7.05,0,0,2.18,0,0,0,0,0,2.02,0,0,0,0,0
1046,54.34,0,1.28,0,9.14,15.29,0,0,0,0,0,0,0,0,3.2,4.11,0,0,0,0,0,0,0,1.01,0,0,0,7.28,0,0,2.26,0,0,0,0,0,2.09,0,0,0,0,0
1053,54.7,0,3.86,0,9.2,15.39,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0,1.02,0,0,0,7.33,0,0,2.27,0,0,0,0,0,2.1,0,0,0,0,0
1006,61.68,0,4.04,0,8.67,14.07,0,0,0,0,0,0,0,0,0,3.89,0,0,0,0,0,0,0,1.52,0,0,0,4.12,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0
1051,61.17,0,4,0,8.59,15.55,0,0,0,0,0,0,0,0,0,3.86,0,0,0,0,0,0,0,0.75,0,0,0,4.09,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0
1020,58.97,0,1.28,0,10.74,15.94,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,0,0,0,1.82,0,0,0,4.04,0,0,0.14,0,0,0,0,0,2.1,0,0,0,0,0
1025,56.7,0,1.29,0,9.55,14.14,0,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,1.89,0,0,0,7.58,0,0,2.35,0,0,0,0,0,2.18,0,0,0,0,0
1058,55.43,0,3.63,7.71,7.79,7.72,0,0,0,0,0,0,0,0,0,7.78,0,0,0,0,0,0,0,0.68,0,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,55.97,0,3.66,7.79,7.86,7.8,0,0,0,0,0,0,0,0,0,7.86,0,0,0,0,0,0,0,0.69,0,0,0,6.55,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0
1100,58.92,0,3.86,0,8.28,13.45,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,9.85,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0
1123,59.42,0,3.89,0,8.35,12,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0.73,0,0,0,9.93,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0
1054,60.2,0,3.95,0,8.47,13.76,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0.74,0,0,0,7.06,0,0,1.96,0,0.05,0,0,0,0,0,0,0,0,0
1082,59.55,0,3.91,0,8.39,13.62,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0.73,0,0,0,9.98,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
1078,58.07,0,4.08,0,8.76,14.23,0,0,0,0,0,0,0,0,0,3.94,0,0,0,0,0,0,0,1.53,0,0,0,7.3,0,0,2.03,0,0.06,0,0,0,0,0,0,0,0,0
1000,61.59,0,4.04,0,8.67,14.09,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,1.52,0,0,0,4.13,0,0,2.01,0,0.05,0,0,0,0,0,0,0,0,0
1051,61.07,0,4.01,0,8.6,15.57,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0.75,0,0,0,4.09,0,0,1.99,0,0.05,0,0,0,0,0,0,0,0,0
1046,60.36,0,3.96,0,9.94,14.33,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0.74,0,0,0,4.05,0,0,1.97,0,0.05,0,0,0,0,0,0,0,0,0
1006,62.1,0,3.4,0,8.7,14.2,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,1.5,0,0,0,4.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1035,62.1,0,3.4,0,8.7,14.2,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0.8,0,0.7,0,4.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1051,61.5,0,3.4,0,8.6,15.7,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0.8,0,0,0,4.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1046,60.9,0,3.3,0,10,14.4,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0.7,0,0,0,4.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1086,63,0,1.4,0,8.8,14.4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.5,0,0.7,0,4.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1081,57.4,0,1.1,0,9.6,16.1,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,1.9,0,0.8,0,4.2,0,0,2.4,0,0,0,0,0,2.2,0,0,0,0,0
1043,59.7,0,1.1,0,9.3,15.5,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,1,0,0.7,0,4.1,0,0,2.3,0,0,0,0,0,2.1,0,0,0,0,0
1063,56.5,0,3.3,0,9.5,15.9,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,1.1,0,0.7,0,4.2,0,0,2.3,0,0,0,0,0,2.2,0,0,0,0,0
1051,59,0,3.2,0,9.2,15.4,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,1,0,0.7,0,4,0,0,2.3,0,0,0,0,0,1.1,0,0,0,0,0
1083,60,0,3.5,0,9,14.7,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,1.6,0,0.7,0,4.3,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0
1023,59.8,0,3.5,0,9,14.6,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,1.6,0,0,0,4.3,0,0,2.1,0,0,0,0,0,1,0,0,0,0,0
1050,58.9,0,3.4,0,10.3,14.9,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,1.5,0,0,0,4.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1065,57.5,0,3.4,0,11.6,15.1,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0.8,0,0,0,4.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1058,59.4,0,3.5,0,8.9,16.2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.6,0,0,0,4.3,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0
1079,57.9,0,3.4,0,13.1,14.1,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,1.5,0,0,0,4.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1044,58.9,0,3.5,0,8.9,14.4,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,1.6,0,0,0,4.2,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0
1076,59.5,0,3.5,0,9,14.6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,4.3,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0
1133,67.87,1.12,5.46,4.83,8.93,0,1.15,10.11,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,64.76,0,4.88,6.06,10.87,0,0,12.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,67.75,0,5.88,0,12.94,0,1,11.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,67.76,0,4.88,8.98,4.95,0,0,12.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,67.76,0,5.88,4.62,8.3,0,0,12.99,0.44,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,64.87,0,6.58,4.58,14.18,0,0.95,8.4,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,65.87,0,6.58,3.53,12.21,0,3.15,8.13,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,64.88,0,6.58,4.73,13.03,0,3.03,7.26,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,64.89,0,6.58,5.87,10.87,0,0,11.26,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,64.87,0.5,6.08,4.23,13.52,0,1.05,9.26,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,64.9,0,6.58,4.22,13.32,0.2,1.03,9.26,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,64.89,0,6.58,3.98,12.77,0,1.03,9.26,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,64.89,0,6.58,4.17,13.38,0,1.03,9.26,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
1189,64.89,0,6.58,4.2,13.45,0,1.03,9.26,0.49,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,64.89,0,6.58,4.18,13.36,0,1.03,9.26,0.49,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,66.76,1,3.88,5.34,9.59,0,0,12.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,66.75,0,4.88,5.35,9.09,0.5,0,12.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,66.76,0,4.88,5.34,8.59,0,0,12.99,0.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,66.76,0,4.88,5.27,9.46,0,0,12.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
1110,67.75,0,5.88,4.58,8.25,0,0,12.99,0.44,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,64.9,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0
720,72.14,0,3.96,1.15,0,0,19.13,0,1.23,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0.07,0.08,0,0.81,0,0,0,0,0,0,0
700,71.79,0,4,0,0.83,0,19.31,0,1.24,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0.17,0.39,0,0.82,0,0,0,0,0,0,0
700,71.12,0,3.88,1.21,0,2.18,17.29,0,0.97,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.07,0.08,0,0.86,0,0,0,0,0,0,0
695,70.49,0,3.9,1.21,0,2.2,17.41,0,0.97,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.18,0.41,0,0.86,0,0,0,0,0,0,0
690,69.93,0,4.04,1.26,0,4.13,15.91,0,1.01,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.07,0.08,0,1.12,0,0,0,0,0,0,0
690,69.27,0,4.07,1.27,0,4.16,16.02,0,1.02,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0.19,0.42,0,1.12,0,0,0,0,0,0,0
720,72.25,0,3.95,1.15,0,0,19.05,0,1.22,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.07,0.08,0,0.81,0,0,0,0,0,0,0
700,71.07,0,3.85,1.2,0,2.17,17.18,0,0.97,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0.18,0.2,0,0.85,0,0,0,0,0,0,0
690,69.99,0,4.03,1.26,0,4.12,15.88,0,1.01,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0.07,0.08,0,1.12,0,0,0,0,0,0,0
720,71.91,0,3.98,1.15,0,0,19.22,0,1.23,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,1.08,0,0.19,0,0.82,0,0,0,0,0,0,0
730,72.26,0,3.96,1.14,0,0,19.11,0,1.22,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0.03,0.04,0,0.81,0,0,0,0,0,0,0
690,70.04,0,4.04,1.26,0,4.13,15.89,0,1.01,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0.04,0.04,0,1.11,0,0,0,0,0,0,0
690,70.3,0,4.05,0,0.91,4.14,15.94,0,1.01,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.04,0.04,0,1.12,0,0,0,0,0,0,0
690,68.81,0,3.95,1.23,0,0,15.56,0,0.99,0,0,0,0,0,0.38,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,1.09,0,0,0,0,0,0,0
690,69.36,0,4.01,0.78,0.34,2.05,15.78,0,1,0,0,0,0,0,0.39,3.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,2.04,0,0.08,0,1.11,0,0,0,0,0,0,0
720,72.16,0,3.96,1.15,0,0,19.13,0,1.23,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0.08,0,0.81,0,0,0,0,0.05,0,0
680,69.84,0,4.02,1.25,0,4.12,15.84,1.02,0.33,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,1.11,0,0,0.03,0,0,0,0
680,69.83,0,4.02,1.25,0,4.11,15.84,1.02,0.33,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,1.11,0,0.05,0,0,0,0,0
730,72.1,0,3.97,1.15,0,0,19.14,0,1.23,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0.17,0,0,0.81,0,0,0,0,0,0,0
675,69.88,0,4.04,1.26,0,4.14,15.92,0,1.01,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.18,0,0,1.12,0,0,0,0,0,0,0
700,71.07,0,3.88,1.21,0,2.18,17.31,0,0.97,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.18,0,0,0.86,0,0,0,0,0,0,0
1025,15.72,34.79,0,0,4.9,3.58,12.87,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,2.43,0.02,7.86,0,4.55,0,0.14,0,0,3.92,0,0,0,0,0,0,1.12,0,0,0,0
1020,15.72,34.94,0,0,4.9,3.58,12.87,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,2.43,0.02,7.85,0,4.55,0,0,0,0,3.92,0,0,0,0,0,0,1.12,0,0,0,0
700,70.79,0,3.89,1.21,0,2.19,17.36,0,0.97,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0.18,0.2,0,0.86,0,0,0,0,0,0,0
685,69.58,0,4.06,1.26,0,4.15,15.97,0,1.01,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0.18,0.21,0,1.12,0,0,0,0,0,0,0
690,70.06,0,4.05,1.26,0,4.35,15.94,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.07,0.08,0,1.12,0,0,0,0,0,0,0
720,71.96,0,3.93,1.14,0,0,18.97,0,1.22,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.17,0.38,0,0.81,0,0,0,0,0,0,0
690,71.28,0,3.86,1.21,0,2.17,17.23,0,0.97,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.04,0.04,0,0.86,0,0,0,0,0,0,0
462,0,20.2,1.1,0,0,0,0,0,0,0,0,0,0,0,33.1,0,0,0,0.5,0,0,0,0,0,0,0,44.8,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
