Crystallization Temp,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,Tl2O,MnO,NiO,CuO,ZnO,SrO,PbO,Cr2O3,Fe2O3,Ga2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,TeO2,P2O5,V2O5,Nb2O5,Ta2O5,MoO3,WO3,Er2O3,Yb2O3
631,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,31.58,0,0,0,0,0,0,36.84,0,0,0,0,0,0,0
781,0,11.3,12.6,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5,0,0,0,0,0,0,0
796,0,11.3,11.6,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,0,0,0,0,0,0,0
772,0,11.3,10.6,25.6,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0,0,0,0,0
447,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
458,0,0,0,0,0,0,47.62,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.62,0,0,0,0,0,0,0
454,0,0,0,0,0,0,45.45,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.46,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,0,0,17.86,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,32.5,0,16,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0
875,31,0,15.5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0
827,29.5,0,15,0,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0
1120,70.75,0,5.29,0.84,7.22,3.08,0,6.53,2.87,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0
1090,67.48,8.25,10.6,6.71,1.21,2.64,0,0,0,0,0,0,0,0,0.83,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,62.97,7.15,9.44,11.53,0,1.3,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,68.18,8,12.21,8.13,0,0.43,0,0,0,0,0,0,0,0,2.42,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,62.69,4.83,12.53,13.35,0,3.07,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0
980,73.23,1.88,10.63,1.62,0,0,5.03,0,2.43,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0.95,0,0,0,0.18,0,0,0,0,0,0,0
1050,70.8,0,11.68,1.64,0.47,0.22,5.54,0,3.51,0,0,0,0,0,2.52,0,0,0,0,0,0.07,0,0,0,0,0,0,2.48,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0
1000,72.47,0,11.79,2.46,0.71,0.6,4.42,0,2.39,0,0,0,0,0,2.92,0,0,0,0,0,0.03,0,0,0,0,0,0,1.24,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0
1250,65,11,12,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,65,11,13,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,63,11,12,3,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,63,11,15,2,2,3.5,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,67,10.5,13,3,0.5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,63.5,10.5,12,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,64.5,11.5,12,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,67.5,11,11,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,69,10,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,71,11,12,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,65.08,6.66,11.05,8.22,5.91,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0
1089,65.34,6.06,11.78,7.24,7.52,0.85,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,65.37,6.94,9.79,9.9,5.51,1.47,0,0,0,0,0,0,0,0,0.4,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,62.56,6.69,10.44,6.6,8.9,2.17,0,0,0,0,0,0,0,0,0.82,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0
1078,62.29,6.13,9.02,8.96,7.03,1.28,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0
1090,65,0,0,0,2,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1065,66,0,0,0,3.5,0,0,12.6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1130,65,0,0,0,2.5,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1150,65.7,0,0,0,3,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0
1155,69,0,0,0,2,0,0,10.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0
1065,66,0,0,0,2,0,0,12.3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1100,65,0,0,0,4.5,0,0,12.6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1120,66,0,0,0,2,0,0.3,12,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1065,66,0,0,0,2,0,2,11.3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1320,69,8,11,2,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,69,8,11,2,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,67,8,13,2,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,70,8,10,2,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,68,9,12,2,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,70.2,9.8,12,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,68.4,7.1,11.2,3.1,1,4.6,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,66,7,12,4,2,4.5,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,65,6,13,4,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,71,8,8,1,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,65,8,12,3,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,67,8,13,1,5.5,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,69,9,11,4,3.5,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,66,9,11,1,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,70,7,9,2.5,4.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,69,5,12,2,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,70,9,12,1,3.6,0.4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,69,7,13,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,69,7,13,2,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,74.45,0,11.79,0,0,0,5.94,0,2.37,0,0,0,0,0,2.5,0,0,0,0,0,0.1,0,0,0,0,0,0,1.89,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0
1110,61.87,0,6.08,5.12,9.45,4.31,0,4.67,6.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0
1112,61.87,0,6.51,4.11,9.61,4.51,0,5.13,6.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0
1300,69,2,11,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,71,3,11,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,69,3,13,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,69,3,10,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,69,3,11,7.3,2.4,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,63.3,5,0,0,20.7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,5,65,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,0,55,5,0,0,20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,0,54,4,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,2,44,10,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,59.12,2.17,6.62,0,0,15.87,0,0,0,0,0,0,0,0,0,15.88,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,58.74,4.05,4.15,0,1.08,15.77,0,0,0,0,0,0,0,0,0,15.75,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,58.9,4.33,4.16,0,1.07,21.96,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,70,0,13,0,8.5,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,68.93,0,12.49,9.29,0,0,0,0,0,0,0,0,0,0,0,9.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,68.93,0,12.49,7.79,7.79,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,69,0,12.5,5.9,5.9,0.8,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,70.69,0,5.14,9.16,6.04,0.91,0,0,0,0,0,0,0,0,0,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,65.95,8,10.02,5.04,7.01,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,66.97,9,12.03,4.01,3.49,0.79,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,68.96,5.04,11.98,2.01,6.02,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,66.1,6.98,13.05,6.93,2.96,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,65.93,6.96,12.01,10.07,1.05,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,68.95,7,12.97,2.07,0,0,0,0,0,0,0,0,0,0,0,9.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,52.9,0,1.6,0,8.9,14.8,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,1.1,0,0,0,10.4,0,0,2.2,0,0,0,0,0,2.2,0,0,0,0,0
1026,53.5,0,1.6,0,8.3,13.9,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,2.1,0,0,0,9.7,0,0,2.1,0,0,0,0,0,3.2,0,0,0,0,0
1007,53.2,0,1.6,0,8.6,14.4,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,1.6,0,0,0,9.7,0,0,2,0,0,0,0,0,3.2,0,0,0,0,0
1034,52.69,0,0.8,0,8.58,14.27,0,0,0,0,0,0,0,0,0,5.69,0,0,0,0,0,0,0,1.6,0,0,0,10.88,0,0,2.3,0,0,0,0,0,3.19,0,0,0,0,0
1007,52.53,0,1.31,0,8.69,16.06,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,1.62,0,0,0,10.4,0,0,2.22,0,0,0,0,0,3.94,0,0,0,0,0
1140,69.24,0,2.51,6.97,7.96,0,0,1.96,9.56,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0
1163,67.16,0,6.03,5.84,5.72,0.51,0,5.8,6.39,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0
1120,69.94,0,2.51,6.96,8.01,0,0,4.93,6.75,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0
1138,67.91,0,4.26,5.3,7.97,0.25,0,3.55,8.39,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0
1159,68.94,0,4.24,5.76,8.28,0,0,1.46,9.25,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0
1095,60.2,0,7,3.6,20.5,0,0,0.9,0.1,0,0,0,0,0,6,0,0,0,0.1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,59.2,0,7,3.6,20.5,0,0.1,0.8,0.1,0,0,0,0,0,6,0,0,0,0.1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,58.2,0,8.6,2,16.5,0,0,0.9,0.1,0,0,0,0,0,10,0,0,0,0.1,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,59.2,0,6,3.6,21.5,0,0,0.9,0.1,0,0,0,0,0,6,0,0,0,0.1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,58.2,0,6.6,4,19.5,0,0,0.9,0.1,0,0,0,0,0,6,2,0,0,0.1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,58.2,0,7,3.6,18.5,2,0,0.9,0.1,0,0,0,0,0,6,0,0,0,0.1,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,58.2,0,7,3.6,21.6,0,0,0.9,0.1,0,0,0,0,0,8,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,58.2,0,7,0,23.1,0,0,0.9,0.1,0,0,0,0,0,8,0,0,0,0.1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,59.2,0,7,2.6,19.5,0,0,0.9,0.1,0,0,0,0,0,6,2,0,0,0.1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,60.2,0,7,3.6,19.5,0,0,0.9,0.1,0,0,0,0,0,6,0,0,0,0.1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,50.36,0,0,24.49,25.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,49.68,0,0,24.15,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0
860,46.58,0,0,22.25,31.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0
880,40.76,0,0,20.25,38.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0
840,48.61,0,0,32.16,19.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,48.66,0,0,23.66,24.29,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,58.42,2,7.01,3.51,23.35,0,0,0.9,0.1,0,0,0,0,0,2,0,0,0,0.1,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,60.3,2,7.1,3.6,20.3,0,0,0.9,0.1,0,0,0,0,0,4,0,0,0,0.1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,59.3,1.8,7.1,3.6,20.5,0,0,0.9,0.1,0,0,0,0,0,2,2,0,0,0.1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,58.1,2,8.1,3.6,20.5,2,0,0.9,0.1,0,0,0,0,0,2,0,0,0,0.1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,60.2,2,7,3.6,24.5,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,60.2,1,7,3.6,22.5,0,0,0.9,0.1,0,0,0,0,0,3,0,0,0,0.1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,60.2,2.5,7,3.6,22,0,0,0.9,0.1,0,0,0,0,0,2,0,0,0,0.1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,58.3,2,7,2.6,20.4,0,0,0.9,0.1,0,0,0,0,0,5,0,0,0,0.1,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,60.3,0,7,3.5,22.5,0,0,0.9,0.1,0,0,0,0,0,4,0,0,0,0.1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,60.3,0,7,1.5,24.5,0,0,0.9,0.1,0,0,0,0,0,4,0,0,0,0.1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,60.3,0,7,2.5,23.5,2,0.1,0.8,0.1,0,0,0,0,0,2,0,0,0,0.1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,59.3,0,7.1,2.5,23.4,0,0,0.9,0.1,0,0,0,0,0,3,2,0,0,0.1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,58.8,0,7.1,1.6,24.6,0,0,0.9,0.1,0,0,0,0,0,4.1,0,0,0,0.1,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,59.8,0,8.1,1.6,24.6,0,0,0.9,0.1,0,0,0,0,0,2.1,0,0,0,0.1,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,58.8,0,7.5,2.6,23.2,0,0,0.9,0.1,0,0,0,0,0,4.1,0,0,0,0.1,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,60,0,7,2.6,23.8,0,0,0.9,0.1,0,0,0,0,0,4.5,0,0,0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,60.2,0,7,0,24.1,0,0,0.9,0.1,0,0,0,0,0,5,0,0,0,0.1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,58.3,0,7,3.6,23.4,0,0,0.9,0.1,0,0,0,0,0,4,0,0,0,0.1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,0,40,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,69.46,0,5.4,1.71,3.07,0.45,0,5,6.58,0,0,0,0,0,0,5.65,0,0,0,0,0,0,0.07,0,0,0,0,0.09,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0
1010,69.12,0,2.3,6.3,0.83,0.52,0,6.26,5.54,0,0,0,0,0,0,5.68,0,0,0,0,0,0,0.05,0,0,0,0,0.25,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0
1170,63.53,0,1.95,4.94,10.65,0,0,3.75,5.64,0,0,0,0,0,0,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0
1088,62.16,0,5.86,0,8.6,14.01,0,0,0,0,0,0,0,0,0,9.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,63.83,0,3.32,0,8.84,14.38,0,0,0,0,0,0,0,0,0,9.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,57.39,0,4.79,0,12.5,12.53,0,0.25,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,73.5,0,0,0,0,0,0,0,0
