Abbe Value,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Ga2O3,As2O3,Y2O3,Sb2O3,La2O3,Gd2O3,Bi2O3,TiO2,GeO2,ZrO2,SnO2,TeO2,P2O5,Nb2O5,Ta2O5,WO3,Yb2O3
53.2,21,34,1,0,5,0,13.5,0,0,13,0,0,0,0,1.5,0,5.5,3.5,0,0,0,2,0,0,0,0,0,0,0
53.24,24.74,31.96,1.03,0,5.15,0,14.95,0,0,9.79,0,0,0,0,0,0,6.19,4.64,0,0,0,1.55,0,0,0,0,0,0,0
53.66,25.4,32.8,1.06,0,5.29,0,15.87,0,0,7.94,0,0,0,0,0,0,5.82,4.23,0,0,0,1.59,0,0,0,0,0,0,0
25.4,1.83,0.45,0,0,0,11.85,5.09,20.25,0,0,0,0,0,0,0,0,0,0.58,0.74,0,0,0,0,0,32.06,27.15,0,0,0
24.4,1.8,3.74,0,0,0,4.28,13.54,19.77,0,0,0,0,0,0,0,0,0,0.21,3.23,0,0,0,0,0,25.59,20.95,0,6.89,0
24.4,1.87,2.37,0,0,0,3.61,19.89,11.89,2.57,2.36,0,0,0,0,0,0,0,0.11,0,5.34,0,0,0,0,24.23,18.18,0,7.58,0
20.61,0,0,0,0,0,2.34,18.03,0,1.91,0,0,0,0,0,0,0.25,0,0,5.39,0,10.3,0,0,0,25.3,25.64,0,10.84,0
39.3,10.73,29.5,0,0,0,0,0,0,0,26.05,0,0,0,0,0,0,16.86,3.07,0,0,0,4.6,0,0,0,0,3.83,5.36,0
37.6,7.69,29.23,0,0,0,0,0,0,0,27.69,0,0,0,0,0,0,14.62,5.38,0,0,0,3.08,0,0,0,0,4.62,7.69,0
24.85,11.76,26.97,0,0,0,24.55,4.98,6.99,3,0,0,0,0,0,0,0.05,0,0,17.7,2,0,0,0,0,0,2,0,0,0
34,10,40,0,0,9.99,10,10.02,0,0,9.99,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
25.6,11.76,30.95,0,0,10.52,5.54,4.99,8,0,10.53,0,0,0,0,0,0,0,0,17.71,0,0,0,0,0,0,0,0,0,0
19.7,20.01,10.01,0,0,10.01,10.01,9.97,0,0,9.99,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
18.3,10.02,9.97,0,0,9.99,10.01,9.99,0,0,10.01,0,0,0,0,0,0,0,0,40.01,0,0,0,0,0,0,0,0,0,0
19.2,15,26.02,0,0,0,0,9.92,0,0,10.01,3,0,0,0,0,0,0,2,34.05,0,0,0,0,0,0,0,0,0,0
19.6,10,29.99,0,0,0,7,10.02,0,0,5,2.99,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
52.6,0,1.81,2.48,0,0,12.35,7.61,8.97,8.98,4.66,0,0,0,0,0,0.04,0.08,0,0,0,0,0,0,0,45.19,2.38,0,5.45,0
57.6,0,1.86,2.54,0,0,25.29,7.79,2.92,9.19,3.18,0,0,0,0,1.14,0.04,0.08,0,0,0,0,0,0,0,43.54,2.43,0,0,0
57,0,1.82,2.48,0,0,24.77,7.62,8.98,4.97,3.11,0,0,0,0,1.12,0.04,0.08,0,0,0,0,0,0,0,42.63,2.38,0,0,0
58.7,0,1.75,2.39,0,2.17,23.87,7.35,8.66,4.79,5.99,0,0,0,0,0,0.04,0.07,0,0,0,0,0,0,0,41.08,1.84,0,0,0
58.9,0,1.77,2.42,0,2.2,24.13,7.43,6.77,4.84,6.06,0,0,0,0,0,0.04,0.08,0,0,0,0,0,0,0,42.4,1.86,0,0,0
59.1,0,1.74,2.38,0,3.02,23.7,7.3,8.6,4.76,5.95,0,0,0,0,0,0.04,0.07,0,0,0,0,0,0,0,40.8,1.64,0,0,0
59.5,0,4.01,2.38,0,7.58,22.56,7.32,7.35,5.29,0.52,0,0,0,0,0,0,0.07,0,1.31,0,0,0.64,0,0,40.97,0,0,0,0
59.6,0,3.81,2.37,0,8.6,21.87,7.26,7.39,5.5,0.59,0,0,0,0,0,0.04,0.07,0,1.29,0,0,0.59,0,0,40.62,0,0,0,0
59.4,0,0.89,2.44,0,2,26.76,7.49,8.83,4.88,3.05,0,0,0,0,0,0.04,0.08,0,0,0,0,0,0,0,41.86,1.68,0,0,0
59.4,0,0.89,2.43,0,0.88,25.07,7.47,8.8,4.87,3.05,2.99,0,0,0,0,0.04,0.08,0,0,0,0,0,0,0,41.75,1.68,0,0,0
24.4,11.77,26.45,0,0,0,20.55,5.01,7.5,4.5,0,0,0,0,0,0,0,0,0,17.71,5.11,0,0,0,0,0,1,0,0.4,0
23.8,12.78,22.97,0,3.01,0,16.02,6.99,8.01,6,0,0,0,0,0,0,0,0,0,17.72,4.5,0,0,0,0,0,2,0,0,0
24.4,11.76,26.95,0,6,0,15.54,4.98,8,3,0,0,0,0,0,0,0.05,0,0,17.71,5.01,0,0,0,0,0,0,0,1,0
25.2,11.76,26.95,0,0,0,24.55,4.98,6.99,3,0,0,0,0,0,0,0.05,0,0,17.7,2.02,0,0,0,0,0,2,0,0,0
28.15,9.99,34.97,0,0,0,30,10,0,0,0,0,0,0,0,0,0.04,0,0,15,0,0,0,0,0,0,0,0,0,0
28.4,10.01,34.95,0,0,0,25,15,0,0,0,0,0,0,0,0,0.04,0,0,15,0,0,0,0,0,0,0,0,0,0
26.3,10.01,34.96,0,0,0,27,9.99,0,0,0,0,0,0,0,0,0.04,0,0,18,0,0,0,0,0,0,0,0,0,0
26,10.01,34.95,0,0,0,22,9.99,0,0,0,5.01,0,0,0,0,0.04,0,0,18,0,0,0,0,0,0,0,0,0,0
25.7,11.77,26.94,0,0,0,26.54,5,8.01,3,0,0,0,0,0,0,0.05,0,0,17.69,0,0,0,0,0,0,0,0,1,0
26,10.01,35,0,0,0,20,9.99,0,5,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0
25.2,10,30.01,0,0,10.01,10,9.98,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
24.4,20,19.99,0,0,10,10,10.02,0,0,9.99,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
19.4,15.02,25.97,0,0,0,4.01,10,0,0,8.01,0,0,0,0,0,0,2,0,33.99,0,0,1,0,0,0,0,0,0,0
19.2,14.99,26,0,0,0,0,9.98,0,0,10,3,0,0,0,0,0,0,2,34.03,0,0,0,0,0,0,0,0,0,0
18.3,14.09,20.13,0,0,0,0,10.07,0,0,19.49,0,0,0,0,0,0,0,0,30.19,6.03,0,0,0,0,0,0,0,0,0
49.3,19.85,35.86,0,0,0,3.6,11.09,0,0,7.4,0,0,0,0,5.87,0.02,10.37,0,0,0,0,4.48,0,0,0,0.21,1.25,0,0
49.1,19.7,31,0,0,4.89,3.57,12.84,0,0,8.08,0,0,0,0,2.43,0.02,7.94,4.54,0,0,0,3.87,0,0,0,0,1.12,0,0
49.2,15.72,34.86,0,0,4.89,3.58,12.86,0,0,8.09,0,0,0,0,2.43,0,7.85,4.54,0,0.14,0,3.92,0,0,0,0,1.12,0,0
49.6,15.89,36.21,0,0,4.85,3.62,11.15,0,0,8.18,0,0,0,0,2.46,0.02,7.94,4.59,0,0,0,3.96,0,0,0,0,1.13,0,0
49.2,12.25,36.36,0,0,4.97,3.64,11.2,0,0,12.33,0,0,0,0,2.47,0.02,7.98,4.61,0,0,0,3.03,0,0,0,0,1.14,0,0
49.3,13.58,35,0,0,8.62,3.5,10.78,0,0,10.55,0,0,0,0,2.38,0.02,7.68,3.84,0,0,0,2.96,0,0,0,0,1.09,0,0
49.8,12.24,39.56,0,0,4.97,3.64,11.2,0,0,8.22,0,0,0,0,2.47,0.02,7.98,4.62,0,0,0,3.94,0,0,0,0,1.14,0,0
49.2,11.67,34.64,0,0,10.42,3.46,10.67,0,0,11.75,0,0,0,0,2.35,0.02,6.62,4.4,0,0,0,2.93,0,0,0,0,1.07,0,0
49.2,12.11,35.94,0,0,4.91,5.75,11.07,0,0,12.19,0,0,0,0,2.44,0,6.87,4.56,0,0,0,3.04,0,0,0,0,1.12,0,0
48.9,8.28,46.83,0,0,0,0,10.41,0,0,9.48,0,0,0,0,0,0.02,12.2,3.81,0,0,0,4.95,0,0,0,0,0.99,0,3.03
24.7,11.4,26.12,0,0,0,23.77,4.87,11.59,3.12,0,0,0,0,0,0,0.05,0,0,17.14,0,0,0,0,0,0,1.94,0,0,0
30.5,13.18,30.22,0,0,0,27.52,5.59,7.84,3.36,0,0,0,0,0,0,0.05,0,0,10,0,0,0,0,0,0,2.24,0,0,0
25.6,11.77,27,0,16.01,0,26.48,0,0,0,0,0,0,0,0,0,0.05,0,0,17.69,0,0,0,0,0,0,0,0,1,0
24.8,11.77,27,0,15.98,0,10.54,5.01,8,3,0,0,0,0,0,0,0,0,0,17.7,0,0,0,0,0,0,0,0,1,0
26.4,0,38.72,0,0,0,26.54,4.98,7.99,3.01,0,0,0,0,0,0,0.05,0,0,17.71,0,0,0,0,0,0,0,0,1,0
18.3,15.02,25,0,0,0,0,9.97,0,0,9.99,0,0,0,0,0,0,0,0,40.02,0,0,0,0,0,0,0,0,0,0
64,0,6.5,3.5,12.5,12.5,24,12.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.5,0,0,0,0
65.8,0,6.5,3.5,14.5,14.5,16,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
67.4,0,12.5,2.5,14,12.5,10,12.5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
60.5,0,7.5,2.5,10,10,25,7.5,0,0,10,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,25,0,0,0,0
62.5,0,7.5,2.5,12.5,12.5,25,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
64.9,0,6.5,3.5,10.5,10.5,24,12.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
67.9,0,20,2.5,17.5,12.5,2.5,10,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0
65.5,0,7.5,2.5,12.5,12.5,20,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
65.8,0,6.5,3.5,15,15,15,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
67.5,0,12.5,2.5,12.5,12.5,7.5,15,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
20.75,7.98,16,0,0,0,5,5,0,0,9.99,0,0,0,0,0,0.13,0.03,0,24.97,0,30.9,0,0,0,0,0,0,0,0
20.74,7.08,15.98,0,0,0,4.99,5.01,0,0,9.99,0,0,0,0,0,0.06,1,0,24.99,0,30.9,0,0,0,0,0,0,0,0
22.97,19.95,13.58,0,0,0,4.29,4.29,0,0,8.71,0,0,0,0,0,0.05,1.09,0,21.74,0,26.3,0,0,0,0,0,0,0,0
22.77,18.76,13.49,0,0,0,4.57,4.34,0,0,9.02,0,0,0,0,0,0.06,1,0,22.15,0,26.61,0,0,0,0,0,0,0,0
23.43,22.84,13.06,0,0,0,4.21,4.1,0,0,8.53,0,0,0,0,0,0.07,1.02,0,21.06,0,25.11,0,0,0,0,0,0,0,0
20.75,7.06,15.99,0,0,0,4.99,5.01,0,0,9.98,0,0,0,0,0,0.06,3,0,25,0,28.91,0,0,0,0,0,0,0,0
21.57,7.06,16.01,0,0,0,4.99,5,0,0,9.98,0,0,0,0,0,0.06,3,0,23,0,30.9,0,0,0,0,0,0,0,0
20.2,7.43,15.93,0,1.98,0,2.98,0,4.99,0,9.94,0,0,0,0,0,0.06,0,0,25.89,0,30.8,0,0,0,0,0,0,0,0
20.67,7.07,15.98,0,2.02,3,0,3.03,0,2,9.98,0,0,0,0,0,0.06,1,0,24.98,0,30.88,0,0,0,0,0,0,0,0
21.26,7.06,15.98,0,0,0,5,5.02,0,0,9.99,0,0,0,0,0,0.06,1.5,0,22.98,0,30.91,0,0,0,0,0,0,1.5,0
53.3,19.35,39.96,0,0,0,0,12.44,0,0,16.04,0,0,0,0,0,0,9.01,1.5,0,0,0,1.01,0,0,0,0,0.69,0,0
53.3,18.26,40.01,0,0,0,0,12.45,0,0,16.06,0,0,0,0,3,0,6,2.5,0,0,0,1.01,0,0,0,0,0.71,0,0
53.2,17.22,33.93,0,0,0,2.99,12.57,0,0,14.97,6.98,0,0,0,4.79,0,4.39,0.61,0,0,0,1.34,0,0,0,0,0.21,0,0
53.2,15.69,36.86,0,0,0,2.98,12.49,0,0,14.44,7.02,0,0,0,2.27,0,4.81,1.9,0,0,0,1.14,0,0,0,0,0.4,0,0
53.4,10.81,46.1,0,0,0,4.97,9.13,0,0,14.92,7.17,0,0,0,0,0,1.76,3.63,0,0,0,0,0,0,0,0,1.51,0,0
51.8,23.71,27.06,0,0,0,4.43,23.97,0,0,10.19,5.17,0,0,0,0,0,1.27,0.21,0,0,0,2.45,0,0,0,0,1.54,0,0
53,13.24,28.86,0,0,0,1.62,13.45,0,0,28.14,11.24,0,0,0,0.68,0,1.75,0.64,0,0,0,0,0,0,0,0,0.38,0,0
53.4,10.3,38.14,2.6,4.38,0,5.08,8.86,3.28,1.13,12.06,5.12,0,0,0,1.37,0,1.93,4.39,0,0,0,0.36,0,0,0,0,1,0,0
48.3,11.79,40.09,0,0,0,0,14.59,0,0,16.21,0,0,0,0,4.25,0,6.46,4.27,0,0,0,0,0,0,0,0,2.34,0,0
56.6,19.21,41.1,0,0,0,0,16.83,0,0,13.68,0,0,0,0,4.75,0,1.77,2.66,0,0,0,0,0,0,0,0,0,0,0
52.9,0,0.39,0.4,0,0,19.73,6.88,6.9,4.64,16.77,2.66,0,0,0,0,4.04,0,0,0,0,0,0,0,0,37.59,0,0,0,0
52.9,0,0.39,0.39,0,0,21.7,6.92,6.89,4.63,14.78,2.66,0,0,0,0,4.04,0,0,0,0,0,0,0,0,37.6,0,0,0,0
52.4,0,0,0,0,2.67,22.47,6.92,6.91,4.64,14.79,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,37.56,0,0,0,0
57,0,0,0,0,2.67,22.48,6.92,6.9,4.63,14.79,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,39.54,0,0,0,0
59.9,0,0,0,0,2.66,22.48,6.91,6.9,4.64,14.79,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,40.53,0,0,0,0
59.8,0,0,0,0,2.67,22.48,6.92,6.9,4.63,15.78,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,39.54,0,0,0,0
59.7,0,0,0,0,2.66,23.47,6.92,6.9,4.63,14.79,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,39.54,0,0,0,0
59.6,0,0,0,0,2.66,22.48,7.88,6.91,4.63,14.8,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,39.56,0,0,0,0
59.4,0,0,0,0,2.67,22.49,6.89,6.91,4.64,14.79,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,40.38,0,0,0,0
59.6,0,0,0,0,2.67,22.49,6.89,6.91,4.63,14.8,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,40.4,0,0,0,0
58.8,18.5,36.61,8.34,0,0,0,17.5,4.22,2.78,12.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.2,29.44,16.21,7.78,0,0,0,26.54,3.94,0,13.49,0,0,0,0,0,0.31,0,0,0,2.29,0,0,0,0,0,0,0,0,0
55.9,38.52,13.85,10.72,0,0,0,19.37,2.07,2.05,11.85,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0
55.8,28.7,22.86,9.76,0,0,0,19.98,2.14,2.11,13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0
56.4,29.09,25.11,6.99,0,0,0,17.33,0,0,21.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.7,27.96,27.99,3.95,0,0,0,17.99,0,0,20.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.46,0,0
54.4,21.03,24.49,3.1,12.54,7.89,0,14.8,0,0,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0
55,24.35,33.62,4.3,0,0,3.34,9.79,0,0,17.98,5.65,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.5,14,33.24,5.5,0,0,0,14.08,0,0,32.73,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0
54.6,29.34,23.38,0,0,0,0,20.42,0,2.16,22.49,0,0,0,0,0,0.23,1.04,0.94,0,0,0,0,0,0,0,0,0,0,0
33.33,9.78,27.21,0,0,0,16.19,0,0,0,6.42,0,0,0,0,0,0,15.64,0,0,17.99,0,5.3,0,0,0,1.47,0,0,0
30.44,15.9,23.78,0,0,0,12.46,0,0,0,4.7,0,0,0,0,0,0,14.66,0,0,21.53,0,3.62,0,0,0,3.35,0,0,0
35.49,12.82,26.38,0,0,0,15.08,0,0,0,1.1,2.48,0,0,0,0,0,14.19,0,0,17.68,0,8.34,0,0,0,1.93,0,0,0
31.9,14.85,23.62,0,0,0,14.14,0,0,0,1.57,1.35,0,0,0,0,0,14.09,0,0,19.15,0,9.31,0,0,0,1.92,0,0,0
70.06,53.71,22.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,22.86,0,0,0,0
67.2,53.71,22.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.86,0.57,0,0,0
71.28,54.02,21.84,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.98,0,0,0,0
69.93,53.65,21.69,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,22.83,0,0,0,0
71.06,54.01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.99,0,0,0,0
51.92,0,0,0,0,0,20.17,11.87,13.58,4.38,10.48,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,36.03,2.79,0,0,0
59.42,0,1.39,0,0,0,22.68,10.49,10.51,4.34,13.86,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,36.04,0,0,0,0
55.5,0,1.4,0,0,0,20.17,10.48,11.49,4.38,13.97,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,36.01,1.4,0,0,0
59.28,0,1.5,0,0,0,23,10.4,10.4,4,14,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,36,0,0,0,0
59.34,0,1.5,0,0,0,23,14.4,10.4,0,14,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,36,0,0,0,0
59.67,0,1.5,0,0,2,23,10.4,10.4,4,12,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,36,0,0,0,0
59.76,0,1.5,0,2,0,23,10.4,10.4,4,12,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,36,0,0,0,0
64.15,74.15,10.23,0,0,0.23,0.56,0,9.75,4.93,0,0,0,0,0,0,0.07,0,0,0,0.08,0,0,0,0,0,0,0,0,0
63.9,74.09,10.23,0,0,0.23,0.56,0,9.74,4.92,0,0,0,0,0,0,0.07,0,0,0,0.16,0,0,0,0,0,0,0,0,0
63.69,74.03,10.22,0,0,0.23,0.56,0,9.73,4.92,0,0,0,0,0,0,0.07,0,0,0,0.24,0,0,0,0,0,0,0,0,0
63.48,73.97,10.2,0,0,0.23,0.56,0,9.73,4.92,0,0,0,0,0,0,0.07,0,0,0,0.32,0,0,0,0,0,0,0,0,0
63.01,73.85,10.19,0,0,0.23,0.56,0,9.71,4.91,0,0,0,0,0,0,0.07,0,0,0,0.48,0,0,0,0,0,0,0,0,0
62.6,73.74,10.17,0,0,0.23,0.56,0,9.69,4.9,0,0,0,0,0,0,0.07,0,0,0,0.64,0,0,0,0,0,0,0,0,0
62.03,73.61,10.16,0,0,0.23,0.56,0,9.68,4.89,0,0,0,0,0,0,0.07,0,0,0,0.8,0,0,0,0,0,0,0,0,0
61.58,73.42,10.14,0,0,0.23,0.56,0,9.66,4.88,0,0,0,0,0,0,0.07,0,0,0,1.04,0,0,0,0,0,0,0,0,0
52.3,55.18,0,4.07,0,0,14.6,0,13.37,0,8.15,0,0,0,0,0,0,1.27,0,0,0,0,3.36,0,0,0,0,0,0,0
52.5,55.85,0,5.91,0,0,16.55,0,11.11,0,5.81,0,0,0,0.13,0,0,1.85,0,0,0,0,2.79,0,0,0,0,0,0,0
52.2,57.7,0,2.27,0,0,12.06,0,14.91,0,9.46,0,0,0,0,0,0,0.47,0,0,0,0,3.13,0,0,0,0,0,0,0
51.3,51.44,0,4.92,0,0,11.99,0,14.83,0,10.27,0,0,0,0,0,0,1.8,0,0,0,0,4.75,0,0,0,0,0,0,0
52.5,57.1,0,4.01,0,0,13.85,0,13.18,0,9.03,0,0,0,0,0,0,1.5,0,0,0,0,1.33,0,0,0,0,0,0,0
53,59.98,0,1.64,0,0,15.3,0,8.11,0,8.24,0,0,0,0,0,0,1.29,0,0,0,0,5.44,0,0,0,0,0,0,0
51.2,60.37,0,5.54,0,0,10.52,0,9.11,0,6.93,0,0,0,0,0,0,0.99,0,0,0,0,6.54,0,0,0,0,0,0,0
52.7,64.12,0,3.15,0,0,14.14,0,6.48,0,5.92,0,0,0,0,0,0.08,0.25,0,0,0,0,5.86,0,0,0,0,0,0,0
50.5,47.72,0,8.03,0,0,10.68,0,19.83,0,11.07,0,0,0,0,0,0,2.01,0,0,0,0,0.66,0,0,0,0,0,0,0
51,51.56,0,5.93,0,0,11.34,0,15.86,0,11.15,0,0,0,0,0,0,2.32,0,0,0,0,1.84,0,0,0,0,0,0,0
40.8,73.46,0,0,0,0,0,0,8.97,4.58,0,0,12.86,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.8,74.73,0,0,0,0,0,0,7.78,6.48,0,0,10.87,0,0.12,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
36.9,62.04,6.69,0,0,0,0,0,7.52,4.95,0,0,18.71,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.79,53.9,0,0,0,0,0,0,0.86,0.85,0,0,44.19,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.73,53.91,0,0,0,0,0,0,0.86,0.85,0,0,44.21,0,0.1,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
42.8,74.75,0,0,0,0,0,0,7.78,6.49,0,0,10.88,0,0,0,0.08,0,0,0,0.02,0,0,0,0,0,0,0,0,0
22.1,7.58,8.22,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,12.63,0,0,48.76,0,6.31,0,0,0,5.3,0,0,0
39.3,10.73,29.5,0,0,0,0,0,0,0,26.06,0,0,0,0,0,0,16.86,3.06,0,0,0,4.6,0,0,0,0,3.83,5.36,0
37.8,7.69,30.76,0,0,0,0,0,0,0,27.69,0,0,0,0,0,0,13.85,4.62,0,0,0,3.08,0,0,0,0,4.62,7.69,0
37.6,7.69,29.24,0,0,0,0,0,0,0,27.68,0,0,0,0,0,0,14.61,5.39,0,0,0,3.08,0,0,0,0,4.62,7.69,0
37,7.68,30.78,0,0,0,0,0,0,0,27.69,0,0,0,0,0,0,13.84,4.62,0,0,0,3.08,0,0,0,2.31,2.31,7.69,0
36.4,7.52,30.07,0,0,0,0,0,0,0,27.06,0,0,0,0,0,0,13.53,4.51,0,4.52,0,3.01,0,0,0,0,2.26,7.52,0
37.1,7.51,30.08,0,0,0,0,0,0,0,27.06,0,0,0,0,0,0,13.54,4.51,0,0,0,3.01,0,0,0,0,2.26,12.03,0
35.5,7.52,30.08,0,0,0,0,0,0,0,27.08,0,0,0,0,0,0,13.53,4.51,0,4.51,0,3,0,0,0,2.25,0,7.52,0
36.2,7.51,29.33,0,0,0,0,0,0,0,27.08,0,0,0,0,0,0,14.29,4.51,0,4.51,0,3,0,0,0,0,2.25,7.52,0
36.8,7.51,29.33,0,0,0,0,0,0,0,27.07,0,0,0,0,0,0,14.29,4.51,0,0,0,3.01,0,0,0,0,2.25,12.03,0
36.1,7.51,28.58,0,0,0,0,0,0,0,27.08,0,0,0,0,0,0,15.03,4.51,0,4.51,0,3.01,0,0,0,0,2.25,7.52,0
24.4,11.83,26.53,0,0,0,20.62,5.05,7.53,4.52,0,0,0,0,0,0,0,0,0,17.77,5.14,0,0,0,0,0,1.01,0,0,0
23.8,12.73,22.88,0,3.02,0,15.96,6.95,7.97,5.98,0,0,0,0,0,0,0,0,0,17.64,4.49,0,0,0,0,0,1.99,0,0.39,0
58.13,47,16.22,4.15,0,0,10.82,12.99,4.56,0,3.9,0.07,0,0,0,0,0.02,0,0,0,0.27,0,0,0,0,0,0,0,0,0
59.91,51.25,14.08,2.06,0,0,12.33,15.46,2.26,0,1.72,0.68,0,0,0,0,0.07,0,0,0,0.09,0,0,0,0,0,0,0,0,0
59.24,48.6,16.37,3.49,0,0,12.08,13.11,3.45,0,2.19,0.21,0,0,0,0,0.05,0,0,0,0.45,0,0,0,0,0,0,0,0,0
58.74,48.78,15.04,2.74,0,0,10.93,14.02,4.51,0,3,0.47,0,0,0,0,0.07,0,0,0,0.44,0,0,0,0,0,0,0,0,0
59.42,49.68,14.96,2.38,0,0,11.32,15.1,3.36,0,2.56,0.33,0,0,0,0,0.05,0,0,0,0.26,0,0,0,0,0,0,0,0,0
57.05,43.15,16.11,4.12,3.48,0,9.6,11.72,5.09,2.23,3.87,0.07,0,0,0,0,0.02,0,0,0,0.26,0,0.28,0,0,0,0,0,0,0
59.44,54.82,12.34,2.11,0,0,13.54,13.42,1.16,0,1.76,0.69,0,0,0,0,0.07,0,0,0,0.09,0,0,0,0,0,0,0,0,0
59.35,45.75,18.22,4.84,0,3.77,10.57,12.97,1.14,0,2.17,0.2,0,0,0,0,0.05,0,0,0,0.09,0,0.23,0,0,0,0,0,0,0
58.07,46.64,14.38,0.65,4.97,1.19,9.58,13.4,5.38,0,2.87,0.45,0,0,0,0,0.07,0,0,0,0.42,0,0,0,0,0,0,0,0,0
59.33,49.76,14.98,2.39,0,0,11.34,15.13,3.37,0,1.71,1.01,0,0,0,0,0.05,0,0,0,0.26,0,0,0,0,0,0,0,0,0
59.6,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,15,0,0,0,0
62.6,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,15,0,0,0,0
65.3,60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0
62.2,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0
58.8,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0
63.2,60,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0
26.9,0,29,0,0,0,0,0,0,0,15,0,0,0,0,2,0,2,1,0,0,0,0,0,51,0,0,0,0,0
26.4,0,19,0,0,0,0,0,0,0,15,0,0,5,0,0.5,0,0.5,3,0,0,4,0,0,51,0,0,2,0,0
23.8,0,19,0,0,0,0,0,0,0,15,0,0,5,0,0.5,0,0.5,3,5,0,3,0,0,47,0,0,2,0,0
23.9,0,19,0,0,0,0,0,0,0,15,0,0,5,0,0.5,0,0.5,3,5,0.2,3,0,0,46.8,0,0,2,0,0
