Abbe Value,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Ga2O3,As2O3,Y2O3,Sb2O3,La2O3,Gd2O3,Bi2O3,TiO2,GeO2,ZrO2,SnO2,TeO2,P2O5,Nb2O5,Ta2O5,WO3,Yb2O3
63,56.99,24,6.7,5.47,0.45,0,0.49,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,57,23.99,6.7,3.06,0.35,0,0,6.35,0.05,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
56,56.01,23.99,6.7,4.21,0.19,0,0,6.35,0.05,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
56,56,24,6.7,4.21,0.19,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
59,55,24,6.7,6.04,0.36,0,0,6.35,0.05,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0
62,56.8,24,6.7,5.46,0.44,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
58,56.99,24,6.7,5.39,0.12,0,0,4.75,0.05,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
57,56,23,6.7,4.2,0.1,0,0,7.95,0.05,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
63,55.01,24,6.7,6.02,0.27,0,0,7.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,57.01,24,6.7,4.19,0.1,0,0,7.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,55.02,23.99,6.7,4.85,0.44,0,0,7.95,0.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,55,26,6.7,5.46,0.44,0,0,6.35,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,55.01,26,6.7,3.62,0.27,0,0,6.35,0.05,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
60,55.01,24,6.7,5.26,0.03,0,0,7.95,0.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,56.01,24,6.7,4.86,0.44,0,0.49,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,55.99,24,6.7,4.87,0.44,0,0,7.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,55.8,23.99,6.7,4.87,0.44,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
62,55,24,6.7,4.26,0.44,0,0,8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,22.42,15.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,2.84,0,18.26,0,10.94,0,0,0,5.55,2.15,0,0
33,29.91,12.66,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,28.13,2.63,0,7.5,0,8.58,0,0,0,7.62,2.19,0,0
34,30.97,15.47,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,23.84,0,0,11.55,0,11.24,0,0,0,3.01,3.17,0,0
31,21.2,11.43,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,25.63,4.05,0,12.84,0,14.36,0,0,0,7.32,1.6,0,0
39,37.98,20.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.95,0.52,0,7.24,0,4.81,0,0,0,3.48,1.47,0,0
34,23.74,12.02,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,28.59,5.19,0,5.48,0,12.81,0,0,0,7.87,2.19,0,0
37,31.28,13.15,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,25.74,3.83,0,12.48,0,8.09,0,0,0,1.72,2.26,0,0
34,17.15,12.11,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,30.77,6.72,0,18.77,0,6.08,0,0,0,3.74,0.51,0,0
38,31.22,13.13,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,25.69,3.83,0,12.46,0,9.27,0,0,0,0,2.95,0,0
32,29.65,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,27.87,2.6,0,7.43,0,8.5,0,0,0,9.85,0.79,0,0
34,17.92,12.65,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,32.15,7.02,0,19.61,0,0.16,0,0,0,3.9,2.26,0,0
39,42.51,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,23.74,0.51,0,7.19,0,4.78,0,0,0,3.46,1.46,0,0
34,17.1,12.08,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,30.69,6.7,0,18.71,0,6.07,0,0,0,4.43,0.08,0,0
18.6,0,53.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,39.58,4.58,0,2.6,0,0,0,0,0,0,0
18.4,0,54.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,43.31,0,0,2.56,0,0,0,0,0,0,0
18.1,0,50.23,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0.02,0,0,41.25,0,0,1.34,0,4,0,0,0,0,0
18.4,0,53.02,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0.08,0,0,41.31,0,0,2.46,0,0,0,0,0,0,0
18.2,0,51.14,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0.08,0,0,41.25,0,0,0.38,0,3.99,0,0,0,0,0
19.1,0,43.93,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0.02,0,0,41.33,0,0,2.54,0,4.38,4.58,0,0,0,0
18.6,0,52.05,0,4.96,0,0,2.98,0,0,0,0,0,0,0,0,0.08,0,0,39.03,0,0,0.9,0,0,0,0,0,0,0
18,0,53.74,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0.04,0.22,0,40.35,2.93,0,0.09,0,0,0,1.85,0,0,0
18.1,0,51.79,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0.04,0.55,0,38.68,2.82,0,3.11,0,0,0,0,0,0,0
18,0,51.25,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0.04,0,0.5,38.71,2.82,0,3.66,0,0,0,0,0,0,0
18.3,0,51.62,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0.02,0,0,41.79,0,0,0.97,0,0,0,0,0,2.07,0
18,0,40.25,0,0,0,0,0,0,0,12.52,0,0,0,0,0,0.03,0,0,46.17,0,0,1.03,0,0,0,0,0,0,0
19.2,0,51.63,0,0,0,0,3.02,0,0,0.56,0,0,0,0,0,0.04,0,0,38.96,3.68,0,1.65,0,0,0,0,0.46,0,0
18.4,4.81,45.3,0,0,0,0,2.97,0,0,3,0,0,0,0,0,0.08,0,0,38.57,4.73,0,0.54,0,0,0,0,0,0,0
18.5,0,49.43,0,0,0,0,3.01,2.9,0,0,0,0,0,0,0,0.04,0,0,39.29,4.78,0,0.55,0,0,0,0,0,0,0
18.6,0,49.36,0,0,0,0,3.02,0,2.88,0,0,0,0,0,0,0.04,0,0,39.34,4.81,0,0.55,0,0,0,0,0,0,0
18.5,0,51.62,0,0,0,1.04,3.04,0,0,0,0,0,0,0,0,0.06,0,0,39.7,3.99,0,0.55,0,0,0,0,0,0,0
18.1,0,46.69,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0.02,0,0,39.74,9.96,0,0.55,0,0,0,0,0,0,0
17.5,0,48.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,43.5,0,0,1.61,0,5.91,0,0,0,0,0
18.6,0,52.56,0,0,0.81,0,1.51,0,0,0.55,0,0,0,0,0,0.05,0,0,39.35,4.8,0,0.37,0,0,0,0,0,0,0
17.3,8.25,41.69,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0.04,0,0,45.29,0,0,1.41,0,0,0,0,0,0,0
19.2,0,53.16,0,0,0,0,6.3,0,1.11,2.57,0,0,0,0,0,0.04,0.26,0,34.5,0,0,0.02,0,0,0,0,0.24,1.8,0
40.2,6.94,34.88,0,0,0,0,0,0,0,27.9,0,0,0,0,0,0.02,12.97,3.96,0,0.45,0,4.43,0,0,0,0,4.98,3.47,0
39.7,5.95,33.82,0,0,0,0,0,0,0,27.84,0,0,0,0,0,0.03,14.96,3.99,0,0.47,0,4.48,0,0,0,0,4.99,3.47,0
40.1,7.39,36.21,0,0,0,0,0.48,0,0,24.46,0,0,0,0,0,0.05,14.33,4.5,0,2.87,0,3.95,0,0,0,0.54,4.6,0.62,0
40.1,7.55,34.63,0,0,0,0,5.22,0,0,20.04,0,0,0,0,0,0.05,14.71,4.5,0,2.66,0,5.06,0,0,0,0.48,4.49,0.61,0
40.4,0,41.71,0,0,0,0,1.46,0,0,23.54,0,0,0,0,0,0.04,15.6,4,0,1.82,0,4.83,0,0,0,0.76,3.42,2.82,0
40.1,7.48,36.04,0,0,0,0,0.97,0,0,24.6,0,0,0,0,0,0.02,14.38,4.48,0,0.91,0,4,0,0,0,2.35,4.27,0.5,0
40,15.04,24.18,0,0,0,0,3.21,0,0,28.42,0,0,0,0,0,0.05,11.81,4.46,0,0.86,0,6,0,0,0,1.29,4.68,0,0
40,22.43,15.84,0,0,0,0,3.19,0,0,30.26,0,0,0,0,0,0.05,11.7,4.51,0,0.51,0,5.52,0,0,0,1.28,4.71,0,0
40.6,7.43,35.71,0,0,0,0,1.92,0,0,24.03,0,0,0,0,0,0.05,12.98,5.47,0,1.8,0,4.44,0,0,0,0.54,4.95,0.68,0
40,7.39,36.02,0,0,0,0,0.48,0,0,24.65,0,0,0,0,0,0.05,14.3,4.51,0.52,2.87,0,3.95,0,0,0,0.49,4.09,0.68,0
40.2,7.26,34.22,0,0,0,0,5.05,0,0,10.92,0,0,0,0,2.01,0.01,20.33,4.49,0,1.26,0,4.76,0,0,0,0,6.07,3.62,0
38.9,3.36,37.47,0,0,0,0,1.45,0,0,23.73,0,0,0,0,0,0,15.57,4.49,0,3.07,0,4.8,0,0,0,0,3.26,2.8,0
39.2,8.93,30.57,0,0,0,0,1.09,0,0,20.57,0,0,0,0,0,0.01,19.15,4.39,0,2.03,0,3.43,0,0,0,0.31,5.59,3.93,0
39.6,7.51,36.05,0,0,0,0,0,0,0,21.42,0,0,0,0,0,0.03,15.6,4.52,0,2.45,0,4.76,0,0,0,0,5,2.66,0
40.2,7.45,37.11,0,0,0,0,0,0,0,21.09,0,0,0,0,0,0.01,15.66,4.49,0,2.43,0,4.85,0,0,0,0.11,5,1.8,0
40.1,7.39,38.01,0,0,0,0,0,0,0,15.97,0,0,0,0,0,0.01,19.54,4.5,0,2.98,0,4.76,0,0,0,0,4.99,1.85,0
39.6,9.36,38.16,0,0,0,0,0,0,0,13.43,0,0,0,0,0,0.04,17.6,4.48,0,2.93,0,5.32,0,0,0,0,4.91,3.77,0
39.7,7.52,39.85,0,0,0,0,0,0,0,11.89,0,0,0,0,0,0.01,19.54,4.49,0,3.03,0,4.84,0,0,0,0,5,3.83,0
39.1,16.59,25.98,0,0,0,1.81,0,0,0,6.35,0,0,0,0,3.43,0,23.23,5.81,0,0,0,6.44,0,0,0,2.78,5.1,2.15,0.33
41.2,23.56,30.61,0,0,2.03,0,0,0,0,0,0,0,0,0,2.52,0,16.93,8.75,0,0,0,9.77,0,0,0,0,3.79,2.04,0
17.8,6.98,23.4,0,0,3.81,0.86,12.54,0,9.81,5.63,2.15,0,0,0,0,0,0,0,30.95,0,0,0,0,3.87,0,0,0,0,0
17.7,3.66,23.23,0,0,3.78,0.86,12.5,0,13.65,5.59,2.14,0,0,0,0,0,0,0,30.75,0,0,0,0,3.84,0,0,0,0,0
17.8,9.34,25.24,0,0,0,0.93,9.35,0,2.35,6.07,2.34,0,0,0,0,0,0,0,40.21,0,0,0,0,4.17,0,0,0,0,0
17.8,9.4,25.33,0,0,4.34,0.94,9.37,0,0,6.09,0,0,0,0,0,0,0,0,40.34,0,0,0,0,4.19,0,0,0,0,0
17.9,9.51,25.64,0,0,0,0.95,7.51,0,2.01,6.18,2.37,0,0,0,0,0,0.72,0,40.86,0,0,0,0,4.25,0,0,0,0,0
18.1,0,38.38,0,0,6.24,1.42,0,0,0,9.23,0,0,0,0,0,0,0,0,40.32,0,0,0,0,4.41,0,0,0,0,0
20.7,12.2,27.9,0,0,0,25.41,0,2.49,0,0,0,0,0,0,0,0.05,0,0,29.86,2.09,0,0,0,0,0,0,0,0,0
15.8,0,21.98,0,0,3.58,0.81,11.78,15.91,0,5.29,2.04,0,0,0,0,0,0,0,34.98,0,0,0,0,3.63,0,0,0,0,0
16.1,0,20.72,0,0,12.23,0,0,0,10.83,6.78,0,0,0,0,0,0,0,0,44.79,0,0,0,0,4.65,0,0,0,0,0
16.8,0,20.92,0,0,12.35,0,0,0,16.84,0,0,0,0,0,0,0,0,0,45.2,0,0,0,0,4.69,0,0,0,0,0
16.7,6.75,22.62,0,0,3.65,0.84,12.16,6.68,0,5.45,2.1,0,0,0,0,0,0,0,36.02,0,0,0,0,3.73,0,0,0,0,0
17.9,7.81,26.13,0,0,4.24,0.97,14.05,0,5.44,0,2.41,0,0,0,0,0,0,0,34.62,0,0,0,0,4.33,0,0,0,0,0
18.15,7.74,25.91,0,0,4.2,0.96,13.93,0,0,6.25,2.39,0,0,0,0,0,0,0,34.33,0,0,0,0,4.29,0,0,0,0,0
18,6.83,22.9,0,0,3.73,0.85,12.28,11.7,0,5.51,2.11,0,0,0,0,0,0,0,30.3,0,0,0,0,3.79,0,0,0,0,0
18.4,0,28.04,0,0,9.67,0,0,0,23.13,0,0,0,0,0,0,0,0,0,35.47,0,0,0,0,3.69,0,0,0,0,0
18,7.53,25.26,0,0,4.11,0.94,13.56,0,0,6.07,2.34,0,0,0,0,0,0,0,33.43,0,0,0,0,4.18,0,0,0,2.58,0
18.5,6.58,22.05,0,0,10.12,0.81,11.82,0,9.25,5.31,2.03,0,0,0,0,0,0,0,28.38,0,0,0,0,3.65,0,0,0,0,0
20.3,11.78,26.95,0,0,0,24.54,4.98,0,0,0,0,0,0,0,0,0.05,0,0,27.69,2.01,0,0,0,0,0,2,0,0,0
19.2,0,52.46,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,41.76,0,0,0,0,4.21,0,0,0,0,0
18.5,6.49,32.84,0,0,3.52,0.8,11.7,0,0,5.22,2,0,0,0,0,0,0,0,33.84,0,0,0,0,3.59,0,0,0,0,0
19.6,0,0,0,0,0,0,4.5,9.5,0,13,0,0,0,0,0,0,0,0,17,0,0,0,0,43,13,0,0,0,0
20.4,0,3.5,0,0,0,0,15,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,54,0,7.5,0,0,0
19.7,0,3,0,0,0,0,11,0,4,12,0,0,0,0,0,0,0,0,2,0,0,0,0,62,0,6,0,0,0
18,0,0,0,0,0,0,4.5,9,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,60.5,4,3,0,0,0
19.9,0,4,0,0,0,0,15,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,62,0,5,0,0,0
20.8,0,0,0,0,0,0,4.5,9.5,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,49,13,0,0,0,0
23.7,0,27,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,1,1,0,0,0,0,51,0,3,0,0,0
23.7,0,25,0,0,0,0,0,0,0,12,0,0,0,0,4,0,1,0,3,0,0,0,0,51,0,3,1,0,0
25,0,27,0,0,0,0,0,0,0,15,0,0,0,0,2,0,2,0,1,0,0,0,0,49,0,2,1,1,0
17.7,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,0,16,0,0,0,0,53.5,7.5,5,0,0,0
19.4,0,2,0,0,0,0,15,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,62,0,7,0,0,0
21.9,0,0,0,0,0,0,4.5,9.5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13,9,0,0,0
19.7,0,4,0,0,0,0,11,4,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,54,0,3,0,0,0
23.8,0,6,0,0,0,2,15,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,0,0
23.5,0,14,0,2,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,50,0,4,0,0,0
23.2,0,19.59,0,0,0,0,2.06,0,0,17.53,0,0,0,0,0.52,0,0.52,3.09,3.09,1.03,0,0,0,47.42,0,3.09,2.06,0,0
22.5,0,0,0,0,0,5,4.5,9.5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,57,13,0,0,0,0
19.3,0,0,0,0,0,0,4.5,9.5,0,13,0,0,0,0,0,0,0,0,17,2,0,0,0,41,13,0,0,0,0
22.9,0,25,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,1,2,1,0,0,0,51,0,3,0,0,0
23.3,0,0,0,0,0,5,4.5,9.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,57,13,0,0,3,0
20.3,0,15,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,0,1,0,0,0,0,48,0,13,0,3,0
41.2,21.02,18.34,0,0,0,0,2.85,0,0,26.69,0,0,0,0,0,0,15.32,4.69,0,0.35,0,6.57,0,0,0,0,4.17,0,0
41.3,13.13,25.32,0,0,0,0,2.88,0,0,26.61,0,0,0,0,0,0,15.26,4.46,0,1.25,0,6.52,0,0,0,0,4.57,0,0
41.5,13.01,22.47,0,0,0,0,7.15,0,0,26.23,0,0,0,0,0,0,15.23,4.51,0,0,0,6.57,0,0,0,0,4.83,0,0
41.5,17.17,20.56,0,0,0,0,2.76,0,0,26.04,0,0,0,0,0,0,16.05,4.33,0,1.72,0,8.6,0,0,0,0,2.18,0.59,0
45,6.58,47.33,0,0,0,0,0,0,0,16.19,0,0,0,0,0,0,15,0,0,0,0,10.37,0,0,0,0,4.53,0,0
42.7,31.11,11.64,0,0,0,0,16.68,0,0,9.19,0,0,0,0,0,0,17.21,1.03,0,3.9,0,5.77,0,0,0,0,3.47,0,0
45.6,0,51.03,0,0,0,0.97,8.56,0,0,9.59,0,0,0,0,1.19,0.09,12.39,4.53,0,0,0,7.54,0,0,0,0,4.11,0,0
41,10.85,34.66,0,0,0,0,0,0,0,15.11,0,0,0,0,0,0,18.17,3.52,0,1.9,0,10.59,0,0,0,0.46,4.74,0,0
40.2,13.18,23.83,0,0,0,0,2.95,0,0,27.21,0,0,0,0,0,0,16.36,4.01,0,0,0,6.55,0,0,0,0.5,4.59,0.82,0
40.1,13.29,21.2,0,0,0,0,3.02,0,0,28.51,0,0,0,0,0,0,15.53,4.32,0,0,0,7.82,0,0,0,0,6.31,0,0
39.6,11.24,19.82,0,0,0,0,2.06,0,0,33.16,0,0,0,0,0,0,15.44,4.53,0,0,0,6.59,0,0,0,0,6.63,0.53,0
39.5,8.17,26.68,0,0,0,0,2.05,0,0,29.43,0,0,0,0,0,0,15.45,4.53,0,0,0,6.6,0,0,0,0.46,6.63,0,0
40.6,15.2,22.18,0,0,0,0,4.94,0,0,30.2,0,0,0,0,0,0,10.43,4.48,0,0,0,6.98,0,0,0,0,5.59,0,0
40.3,15.21,23.41,0,0,0,0,3.29,0,0,29.52,0,0,0,0,0,0,11.6,4.5,0,0,0,6.05,0,0,0,0,6.42,0,0
40.3,14.18,24.27,0,0,0,0,1.78,0,0,32.87,0,0,0,0,0,0,8.78,4.92,0,0,0,7.67,0,0,0,0.05,5.48,0,0
41,14.66,23.93,0,0,0,0,4.98,0,0,28.3,0,0,0,0,0,0,12.38,4.41,0,0,0,6.49,0,0,0,0.25,4.6,0,0
40.5,17.1,24.5,0,0,0,0,4.18,0,0,23.35,0,0,0,0,0,0,12.7,4.48,0,0,0,7.55,0,0,0,0.26,4.68,1.2,0
39.9,16.22,23.6,0,0,0,0,0.45,0,0,30.16,0,0,0,0,0,0,12.25,4.71,0,0,0,7.04,0,0,0,0.3,1.81,3.46,0
40.2,17.4,24.45,0,0,0,2.01,4.93,0,0,17.29,0,0,0,0,0,0.05,10.04,4.33,0,2.52,0,10.55,0,0,0,0,4.52,1.91,0
28.2,0,20,2,0,0,0,0,0,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0,45,0,0,0,0,0
27.7,0,20,0,0,0,0,2,0,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0,45,0,0,0,0,0
27.7,0,20,0,0,0,2,0,0,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0,45,0,0,0,0,0
27.1,0,20,0,0,0,0,0,0,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0,45,0,0,2,0,0
27,0,20,0,0,0,0,0,0,0,27,0,0,0,0,0,0,6.5,0,0,0,0,0,0,45,0,0,0,1.5,0
27.9,0,22,0,0,0,0,0,0,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0,45,0,0,0,0,0
27.3,0,20,0,0,0,0,0,0,0,27,0,0,0,0,0,0,8,0,0,0,0,0,0,45,0,0,0,0,0
27.8,0,20,0,0,0,0,0,0,0,27,0,0,0,0,0,0,6,2,0,0,0,0,0,45,0,0,0,0,0
26.7,0,20,0,0,0,0,0,0,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0,45,0,1,1,0,0
27.8,0,21,0,0,0,0,0,0,0,27,0,0,0,0,0,0,6.7,0,0,0,0,0,0,45,0,0,0.3,0,0
25.8,0,13.5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,9,0,0,0,0,0,0,49,0,1.5,0,0,0
28,0,25,0,0,0,7,0,0,0,18,0,0,0,0,0,0,6.5,0,0,0,0,0,0,40,0,0,2,1.5,0
29,0,25,2.5,0,0,3,0,0,0,22,0,0,0,0,0,0,5,3,0,0,0,0,0,36.5,0,0,3,0,0
30,0,28,0,0,0,5,0,0,0,25,0,0,0,0,0,0,8,0,0,0,0,0,0,32,0,0,2,0,0
32,0,29,0,0,0,10,0,0,0,27,0,0,0,0,0,0,9.5,3.5,0,0,0,0,0,18,0,0,2,1,0
41.2,20.42,26.13,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0.06,19.35,7.23,0,0,0,8.07,0,0,0,0.62,7.02,0,0
41.3,15.01,31.13,0,0,0,0,11.18,0,0,0,0,0,0,0,0,0.06,19.5,7.28,0,0,0,8.14,0,0,0,0.63,7.07,0,0
40.4,16.65,23.72,0,0,0,0,8.37,0,0,9.16,0,0,0,0,0,0.06,19.72,7.27,0,0,0,8.12,0,0,0,0.63,6.3,0,0
40.3,18.81,26.31,0,0,0,0,8.87,0,0,0,0,0,0,0,0,0.06,20.88,7.7,0,0,0,8.6,0,0,0,0.66,8.11,0,0
40.1,15.36,28.54,0,0,0,0,5.77,0,0,6.36,0,0,0,0,0,0.06,20.14,6.57,0,0,0,8.4,0,0,0,1.3,7.5,0,0
41.2,16.42,28.77,0,0,0,0,7.74,0,0,10.23,0,0,0,0,0,0.05,17.93,4.25,0,0,0,7.51,0,0,0,0.58,6.52,0,0
40.4,15.96,31.22,0,0,0,0,7.52,0,0,9.95,0,0,0,0,0,0.05,15.83,4.14,0,0,0,7.3,0,0,0,1.69,6.34,0,0
40.1,16.08,30.37,0,0,0,0,7.58,0,0,10.02,0,0,0,0,0,0.05,15.58,4.17,0,0,0,7.36,0,0,0,1.14,6.67,0.98,0
40.1,16.3,31.89,0,0,0,0,5.12,0,0,10.15,0,0,0,0,0,0.05,17.19,2.96,0,0,0,7.45,0,0,0,1.15,6.75,0.99,0
40.4,13.38,33.2,0,0,0,0,4.99,0,0,9.88,0,0,0,0,0,0.05,17.2,2.88,0,0,2.85,7.25,0,0,0,1.12,6.24,0.96,0
35,4.31,39.59,0,0,0,0,4.22,0,0,12.71,0,0,0,0,0,0,9.69,5.19,0,7.95,0,10.14,0,0,0,2.42,0,3.78,0
30.5,18.29,19.39,0,0,0,0,3.54,0,0,16.24,0,0,0,0,0,0,12.1,0.92,0,20.81,5.17,1,0,0,0,2.04,0,0.5,0
30.2,6.48,36.69,0,0,0,0,2.19,0,0,7.94,0,0,0,0,0,0,11.85,3.53,0,14.28,2.32,8.09,0,0,0,3.92,0,2.71,0
27.6,13.35,29.53,0,0,0,0,2.73,0,0,9.44,0,0,0,0,0,0,16.63,1.88,0,13.71,0.89,3.36,0,0,0,7.13,0,1.35,0
32.6,10.52,28.25,0,0,0,0,3.01,0,0,14.69,0,0,0,0,0,0,10.44,2.79,0,18.06,1.03,4.29,0,0,0,4.66,0,2.26,0
29.4,10.4,34.56,0,0,0,0,3.54,0,0,10,0,0,0,0,0,0,15.26,2.18,0,12.34,1.29,4.77,0,0,0,4.47,0,1.19,0
30.5,11.28,30.02,0,0,0,0,3.02,0,0,11.94,0,0,0,0,0,0,13.73,2.34,0,13.28,1.85,6.78,0,0,0,4.05,0,1.71,0
29.5,12.82,32.61,0,0,0,0,2.63,0,0,12.59,0,0,0,0,0,0,13.13,2.63,0,11.94,1.02,5.3,0,0,0,4.07,0,1.26,0
33.7,15.54,31.52,0,0,0,0,3.53,0,0,9.99,0,0,0,0,0,0,12.63,2.97,0,10.12,1.52,4.7,0,0,0,6.07,0,1.41,0
29.6,7.73,30.52,0,0,0,0,3.18,0,0,10.34,0,0,0,0,0,0,15.05,2.31,0,16.93,0.66,6.66,0,0,0,4.54,0,2.08,0
33.8,8.31,37.33,0,0,0,0,2.35,0,0,11.68,0,0,0,0,0,0,10.37,4.62,0,9.01,0.71,8.38,0,0,0,3.03,0,4.21,0
29.2,12.11,28.16,0,0,0,0,2.87,0,0,9.66,0,0,0,0,0,0,13.3,2.96,0,16.21,0.77,8.23,0,0,0,3.59,0,2.14,0
30.9,13.36,30.31,0,0,0,0,2.19,0,0,12.94,0,0,0,0,0,0,10.97,2.45,0,13.97,1.06,6.35,0,0,0,4.15,0,2.25,0
32.5,10.16,32.96,0,0,0,0,3.04,0,0,11.39,0,0,0,0,0,0,12.85,2.55,0,11.62,1.19,8.3,0,0,0,3.59,0,2.35,0
29.8,10.2,27.94,0,0,0,0,3.37,0,0,12.27,0,0,0,0,0,0,15.55,2.77,0,12.6,1.22,6.34,0,0,0,5.38,0,2.36,0
29.8,11.18,32.06,0,0,0,0,2.76,0,0,11.9,0,0,0,0,0,0,13,2.55,0,13.22,1.22,5.49,0,0,0,4.91,0,1.71,0
30.3,11.17,31.4,0,0,0,0,2.93,0,0,10.4,0,0,0,0,0,0,13.48,2.43,0,14.65,1.06,5.18,0,0,0,5.52,0,1.78,0
30.6,9.85,31.73,0,0,0,0,3.14,0,0,11.22,0,0,0,0,0,0,13.88,2.37,0,14.69,1.09,5.42,0,0,0,4.89,0,1.72,0
30.6,10.98,30.94,0,0,0,0,3.09,0,0,10.79,0,0,0,0,0,0,13.6,2.6,0,14.71,1.12,5.55,0,0,0,5.05,0,1.57,0
30.4,8.8,31.52,0,0,0,0,2.92,0,0,12.18,0,0,0,0,0,0,13.66,2.68,0,14.32,1.31,5.4,0,0,0,5.44,0,1.77,0
30.3,10.27,31.77,0,0,0,0,3.4,0,0,11.66,0,0,0,0,0,0,13.54,2.87,0,13.78,1.01,5.23,0,0,0,5.15,0,1.32,0
22.5,0,15.1,0,0,0,0,0,27.2,4.7,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0,19.8,21.9,0,0,0
21.8,0,10.7,0,0,0,17,0,13.6,5.1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,21.6,15,0,0,0
20.9,0,6.2,0,0,0,22.1,0,7,0,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0,0,23.6,29.3,0,0,0
