Liquidus Temperature ( C ),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Gd2O3,Bi2O3,TiO2,ZrO2,CeO2,SnO2,P2O5,Nb2O5,Ta2O5
1296,16.2,0,7.1,0,0,37.78,0,0,0,0,0,0,0,0,0,0.15,1,0,0,37.77,0,0,0,0,0,0
1298,16.17,0,7.09,0,0,37.82,0,0,0,0,0,0,0,0,0,0.2,1,0,0,37.72,0,0,0,0,0,0
1110,58.32,4.44,8.48,2.98,20.04,0,0,5.2,0.07,0,0,0,0.08,0,0,0,0,0,0,0.39,0,0,0,0,0,0
1126,60.45,3.81,8.54,2.35,19.12,0,0,5.19,0.07,0,0,0,0.08,0,0,0,0,0,0,0.39,0,0,0,0,0,0
1137,59.57,3.72,8.48,2.34,20.16,0,0,5.19,0.07,0,0,0,0.08,0,0,0,0,0,0,0.39,0,0,0,0,0,0
1096,57.35,6.06,8.4,3.59,21.01,0,0,3.05,0.07,0,0,0,0.08,0,0,0,0,0,0,0.39,0,0,0,0,0,0
1061,57.15,7.62,8.42,3.75,19.47,0,0,3.05,0.07,0,0,0,0.08,0,0,0,0,0,0,0.39,0,0,0,0,0,0
1210,69.36,1.83,12.58,2.85,0,0,7.69,0.31,0,1.73,0,0,0,0,0,0,0,0,0,3.52,0,0,0.13,0,0,0
1020,67,0,1.91,0,0,0,27.89,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0
960,65.41,0,0,0.91,0,0,30.17,0,1.22,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0
1180,66.2,0,0.5,6.5,12.5,0,0,3.3,6.2,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0
1220,62,0,0.4,9.6,15.6,0,0,3.2,4.4,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0
1210,65.4,0,0.4,6.5,12.5,0,0,3.3,6.2,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0
1300,60.2,0,0.4,11.7,17.5,0,0,3.2,3.3,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0
1250,64.8,0,0.4,7.5,13.6,0,0,1.1,7.8,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0
1300,57.6,0,2.1,11.8,17.7,0,0,3.2,2.8,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0
1220,65.5,0,0.4,6.4,12.4,0,0,4.4,6.1,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0
1220,65.9,0,0.9,6.5,12.5,0,0,3.3,6.1,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0
1180,64.1,0,0.4,6.5,12.5,0,0,3.3,6.2,0,0,0,0,0,0,0,0,0,0,2.2,4.8,0,0,0,0,0
1075,9.74,43.91,0,0,0,0,9.76,0,0,7.8,0,0,0,0,0,0,11.73,10.73,0,0,5.84,0,0,0,0,0.49
1090,12.98,41.07,0,0,0,0,8.65,0,0,8.65,0,0,0,0,0,0,10.81,10.81,0,0,6.48,0,0,0,0,0.55
1090,12.92,40.9,0,0,0,0,8.62,0,0,8.62,0,0,0,0,0,0,11.85,10.09,0,0,6.46,0,0,0,0,0.54
1070,12.02,39.07,0,0,0,0,8.01,0,0,11.02,0,0,0,0,0,0,11.54,12.53,0,0,5,0,0,0,0,0.81
1060,14.31,36.81,0,0,0,0,7.14,0,0,12.27,0,0,0,0,0,0,12.27,12.27,0,0,4.1,0,0,0,0,0.83
1070,13.74,35.37,0,0,0,0,4.92,0,0,19.64,0,0,0,0,0,0,11.79,11.79,0,0,1.96,0,0,0,0,0.79
1060,14.23,36.63,0,0,0,0,6.1,0,0,12.2,0,0,0,0,0,0,12.98,12.98,0,0,4.07,0,0,0,0,0.81
1120,19.05,32.8,0,0,0,0,9.52,0,0,10.58,0,0,0,0,0,0,11.11,11.11,0,0,5.3,0,0,0,0,0.53
1070,16.63,33.93,0,0,0,0,8.32,0,0,14.56,0,0,0,0,0,0,10.93,10.93,0,0,4.17,0,0,0,0,0.53
980,18.41,32.89,0.22,0,14.29,0,12.77,0,0,13.13,0,0,0,0,0,0,4.64,0,0,0,3.65,0,0,0,0,0
920,7.47,42.2,0,0,14.56,0,10.93,0,0,16.05,0,0,0,0,0,0,6.14,0,0,0,2.65,0,0,0,0,0
1240,18.03,31.16,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,19.73,10.74,0,4.46,7.78,0,0,0,1.67,2.4
1300,53.65,0.93,15.81,22.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,1.57,0,0,0,0,0
1181,60.57,0,7.37,3.9,26.32,0,0,0.89,0,0,0,0,0.1,0,0,0,0,0,0,0.85,0,0,0,0,0,0
1146,59.53,0,7.94,3.88,25.86,0,1.85,0,0,0,0,0,0.1,0,0,0,0,0,0,0.84,0,0,0,0,0,0
1153,59.48,0,8.07,3.88,25.77,0,1.85,0,0,0,0,0,0.1,0,0,0,0,0,0,0.85,0,0,0,0,0,0
1153,60.05,0,8.08,3.8,25.74,0,1.85,0,0,0,0,0,0.1,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1160,58.65,1.25,8.04,3.92,26.29,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.85,0,0,0,0,0,0
1152,59.2,1.15,7.4,3.92,26.48,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.85,0,0,0,0,0,0
1147,58.63,1.07,8.03,3.92,26.5,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.85,0,0,0,0,0,0
926,0,66.7,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,0,58.8,0,0,0,0,41.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,0,53.8,0,0,0,0,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,0,33.3,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,51.7,0,1.32,0,9.45,15.81,0,0,0,0,4.25,0,0,0,0,0,1.05,0,0,10.91,2.33,0,0,0,3.18,0
1061,54.52,0,1.39,0,4.9,16.67,0,0,0,0,2.65,0,0,0,0,0,2.56,0,0,11.5,2.46,0,0,0,3.35,0
1012,55.57,0,1.31,0,9.34,15.64,0,0,0,0,4.2,0,0,0,0,0,1.04,0,0,7.45,2.31,0,0,0,3.14,0
1077,54.32,0,1.28,0,9.13,15.28,0,0,0,0,4.1,0,0,0,0,0,1.01,0,0,10.54,2.25,0,0,0,2.09,0
1053,54.94,0,1.29,0,9.24,15.46,0,0,0,0,4.15,0,0,0,0,0,1.02,0,0,10.66,0.14,0,0,0,3.1,0
1066,56.34,0,1.32,0,9.47,15.85,0,0,0,0,4.26,0,0,0,0,0,1.88,0,0,7.55,0.15,0,0,0,3.18,0
1077,55.68,0,1.31,0,9.36,15.67,0,0,0,0,4.21,0,0,0,0,0,1.86,0,0,7.46,2.31,0,0,0,2.14,0
1026,58.79,0,1.28,0,9.15,15.32,0,0,0,0,4.11,0,0,0,0,0,1.82,0,0,7.3,0.14,0,0,0,2.09,0
1082,61.06,0,1.24,0,8.86,14.82,0,0,0,0,3.98,0,0,0,0,0,1.76,0,0,7.06,0.14,0,0,0,1.08,0
1020,58.97,0,1.28,0,10.74,15.94,0,0,0,0,4.97,0,0,0,0,0,1.82,0,0,4.04,0.14,0,0,0,2.1,0
900,74.77,0,8.45,0,0,0,4.09,8.5,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0
910,75.11,0,8.47,0,0,0,4.07,8.56,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
840,66,0,9,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
920,68,0,9,1,1.8,0,8,11,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1000,61,0,2,0,13,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1080,64,0,5,0,13,3,4,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1100,69.81,9.43,10.3,0,9.36,0.43,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
1123,68.2,9.36,10.86,1.62,9.29,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
1150,64.94,10.94,9.65,8.66,5.66,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.08,0,0,0
1340,68.07,0,3.46,3.5,8.8,1.84,0,1.14,5.24,0,0,0,0,0,1.25,0.12,0,0,0,0,6.58,0,0,0,0,0
1220,65.69,1.92,0,5.46,10.94,0,0,2.37,6.44,0,2.57,0,0,0,0,0,0.82,0,0,0,3.79,0,0,0,0,0
1150,65.05,0.93,1.27,4.82,9.23,0,0,6.27,4.81,3.18,0,0,0,0,0,0,0,0,0,0,4.25,0.19,0,0,0,0
1130,66.21,0,0.44,6.49,12.73,0,0,3.39,6.02,0,0,0,0,0,0,0.11,0,0,0,0,4.61,0,0,0,0,0
1150,71.31,0,0,3.33,9.46,0,0,1.19,10.55,0,0,0,0,0,0,0,0,0.78,0,0,3.38,0,0,0,0,0
1210,71.57,0,13.79,3.17,4.7,3,0,0.06,0,0,1.24,0,0.02,0,1.42,0,0.96,0,0,0,0,0,0.07,0,0,0
740,41.8,20.56,4.86,0,0,2.65,17.28,0,0,1.61,10.23,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0
700,68.65,9.5,12.92,0.02,0.04,0,0,6.91,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.53,0,0
730,68.11,9.51,12.93,0.02,0.04,0,0,6.92,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1.05,0,0
880,67.06,9.51,12.93,0.02,0.04,0,0,6.92,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2.1,0,0
870,70.12,9.72,13.21,0.02,0.02,0,0,4.92,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.54,0,0
835,69.58,9.72,13.2,0.02,0.02,0,0,4.93,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1.08,0,0
990,68.51,9.72,13.21,0.02,0.02,0,0,4.92,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2.15,0,0
980,69.16,6.58,11.85,2.37,0.34,0,0,6.17,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.53,0,0
950,68.62,6.58,11.84,2.37,0.34,0,0,6.18,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,1.07,0,0
830,58.18,4.51,10.88,0.02,0.05,0,0,15.38,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,9.07,0,0
880,65.7,11.1,11.3,0,0,0,4.6,6.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,63.9,16.3,7.3,0,0,0,3.5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,65.7,9.1,12.3,0,0,0,5,6.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,65.7,9.1,12.3,0,0,0,7,4.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,65.7,7.1,12.3,0,0,0,7,6.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,65.7,9.1,10.3,0,0,0,7,6.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,16.16,36.75,0.87,0,25.18,1.73,5.91,0,0,3.14,0,0,0,0,2.93,0.03,5.96,1.34,0,0,0,0,0,0,0,0
985,15.73,35.79,0.84,0,29.88,1.68,5.75,0,0,1.06,0,0,0,0,1.9,0.15,5.8,1.42,0,0,0,0,0,0,0,0
985,22.88,29.62,0.08,0,24.51,1.68,8.34,0,0,3.06,0,0,0,0,1.9,0.15,7.54,0.24,0,0,0,0,0,0,0,0
975,19.16,36.38,0.27,0,16.42,1.2,8.32,0,0,5.66,0,0,0,0,4.08,0.32,8.06,0.13,0,0,0,0,0,0,0,0
980,20.67,33.14,0.44,0,18.98,2.02,10.39,0,0,3.27,0,0,0,0,3.34,0,6.53,1.22,0,0,0,0,0,0,0,0
960,19.49,33.9,0.26,0,24.75,1.41,7.26,0,0,2.66,0,0,0,0,2.88,0.15,6.52,0.72,0,0,0,0,0,0,0,0
985,21.16,33.9,0.45,0,19.43,2.07,6.08,2.2,0,3.35,0,0,0,0,3.42,0,6.69,1.25,0,0,0,0,0,0,0,0
985,21.32,34.17,0.45,0,19.58,2.09,6.12,0,1.46,3.37,0,0,0,0,3.44,0,6.74,1.26,0,0,0,0,0,0,0,0
985,16.18,36.82,0.87,0,24.44,1.73,5.92,0,0,1.09,3.41,0,0,0,1.96,0.15,5.97,1.46,0,0,0,0,0,0,0,0
985,16.8,36.56,0.43,0,25.83,1.72,5.88,0,0,1.08,0,0,0,0,1.94,0.15,6.74,0.73,0,0,2.14,0,0,0,0,0
1311,67.07,0,13.17,13.63,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,65.72,0,13.11,15.07,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,71.73,0,11.47,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,68.91,0,12.31,15.2,0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,69.18,0,12.05,14.69,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,75.95,0,8.95,12.08,0,0,2.04,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,67.84,0,12.11,13.79,2.2,0,2.07,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,69.33,1.84,15.08,12.72,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,75.76,0,9.05,12.21,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,68.75,3.6,11.66,13.97,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,25,25,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,28,22,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,33,17,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,36.73,12.24,0,0,0,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,26.6,20.9,5,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,25.2,19.8,10,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,51.39,0,1.42,0,9.37,15.89,0,0,0,0,4.2,0,0,0,0,0.25,1.08,0,0,10.88,2.35,0,0,0,3.17,0
1160,64.04,0,12.22,4.07,7.6,0,0,8.46,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1150,59.65,0,12.21,7.31,5.26,0,0,10.57,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1100,58.53,0,13.74,4.14,7.73,0,0,10.77,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1110,61.36,0,15.21,4.18,5.41,0,0,8.7,5.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1158,55.75,0,14.91,7.38,7.66,0,0,10.66,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1135,59.23,0,16.56,4.19,5.42,0,0,10.89,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1170,54.45,0,16.47,7.5,7.79,0,0,8.67,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1070,61.01,0,12.91,6.53,0,0,0,15.93,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1158,70.26,1.98,10.72,0,11.53,4.04,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
1187,71.08,1.97,10,0,11.47,4.02,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
1186,69.86,1.98,11.09,0,11.55,4.05,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
1170,70.66,1.99,10.79,0,10.36,4.06,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
1179,71.07,2,10.85,0,9.18,4.08,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
1158,70.82,1.99,10.81,0,10.38,4.52,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
1159,71.38,2.01,10.89,0,9.22,5.01,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
1190,70.47,1.98,11.09,0,10.94,4.05,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
1196,70.31,1.98,11.07,0,11.29,3.95,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
1184,70.89,1.39,10.82,0,10.39,4.52,0,0,0,0.51,1.34,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
1020,0,6.91,3.67,15.11,0,22.43,14.3,0,0,2.1,0,0,0,0,0,0,0.79,0,0,0,0,0,0,34.69,0,0
1000,0,10.81,3.94,6.22,0,34.2,2.94,0,0,4.62,0,0,0,0,0,0,0.77,0,0,0,0,0,0,36.5,0,0
1040,0,12.6,2.12,5.04,0,26.77,3.4,0,0,5,0,0,0,0,0,0,2.18,0,0,0,0,0,0,42.89,0,0
1000,0,12.01,4.04,4.95,0,29.3,3.34,0,0,4.75,0,0,0,0,0,0,0.8,0,0,0,0,0,0,40.81,0,0
1040,3.2,14,5.55,4.78,0,27.78,3.22,0,0,4.73,0,0,0,0,0,0,0.81,0,0,0,0,0,0,35.93,0,0
980,0,14.33,5.66,4.77,4.93,26.57,3.22,0,0,1.62,0,0,0,0,0,0,0.81,0,0,0,0,0,0,38.09,0,0
970,0,14.78,2.9,4.99,5.06,22.38,3.17,0,0,1.6,5.02,0,0,0,0,0,0.84,0,0,0,0,0,0,39.26,0,0
950,0,14.98,2.14,1.14,5.11,21.46,10.36,0,0,1.69,3.76,0,0,0,0,0,0.84,0,0,0,0,0,0,38.52,0,0
950,0,15.45,2.56,1.35,5.23,20.34,16,0,0,1.74,0.31,0,0,0,0,0,0.87,0,0,0,0,0,0,36.15,0,0
940,0,15.53,2.62,1.33,5.34,18.64,17.2,0,0,1.71,0.31,0,0,0,0,0,0.89,0,0,0,0,0,0,36.43,0,0
978,65.39,0,8.68,3.53,3.69,0,0,16.47,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0.04,0,0,0
1045,65.44,0,9.42,3.57,3.73,0,0,13.81,2.29,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.04,0,0,0
927,66.65,0,8.25,3.5,3.66,0,0,15.02,2.25,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0.04,0,0,0
988,65.41,0,9.32,3.53,3.69,0,0,15.12,2.26,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0.04,0,0,0
1003,66.45,0,8.18,3.55,3.72,0,0,13.56,2.28,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0.04,0,0,0
973,61.7,0,11.23,3.61,3.78,0,0,15.49,2.32,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0.04,0,0,0
1003,63.33,0,9.85,3.58,3.74,0,0,15.35,2.3,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0.04,0,0,0
968,66.5,0,7.14,3.52,3.68,0,0,15.08,2.26,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0.04,0,0,0
1112,64.6,0,8.28,6.24,1.72,0,0,15.08,2.26,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0.04,0,0,0
1221,61.81,0,9.4,13.11,13.9,0,0,0.4,0.26,0,0,0,0.12,0,0,0,0,0,0,1,0,0,0,0,0,0
1200,61.67,0,9.46,13.6,13.11,0,0.82,0.18,0.12,0,0,0,0.12,0,0,0,0,0,0,0.92,0,0,0,0,0,0
1191,61.94,0,9.62,13.39,14,0,0,0.42,0.28,0,0,0,0.12,0,0,0,0,0,0,0.23,0,0,0,0,0,0
1208,61.68,0,9.71,13.32,13.73,0,0.92,0.2,0.13,0,0,0,0.12,0,0,0,0,0,0,0.19,0,0,0,0,0,0
1202,61.41,0,10.34,14.32,11.61,0,0.94,0.2,0.13,0,0,0,0.12,0,0,0,0,0,0,0.93,0,0,0,0,0,0
1192,62.07,0,9.67,13,13.74,0,0,0.43,0.28,0,0,0,0.12,0,0,0,0,0,0,0.19,0.5,0,0,0,0,0
1178,61.17,0,9.5,13.37,13.32,0,0.82,0.23,0.15,0,0,0,0.12,0,0,0,0,0,0,0.92,0.4,0,0,0,0,0
1197,61.48,0,9.54,13.44,13.39,0,0,0.43,0.28,0,0,0,0.12,0,0,0,0,0,0,0.92,0.4,0,0,0,0,0
1020,12.5,20,20,0,28.5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,17.5,20,15,0,28.5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,17.5,15,20,0,28.5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,22.5,15,15,0,28.5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,22.5,10,20,0,28.5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,15,20,17.5,0,30,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,15,17.5,20,0,30,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,20,15,20,0,27,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,66.47,1.43,14.34,0,0,0,3.32,11.63,0,0,0,0,0,0,0,0,0,0,0,2.4,0.32,0,0.09,0,0,0
1050,66.16,1.42,13.6,0,0,0,3.31,12.57,0,0,0,0,0,0,0,0,0,0,0,2.31,0.54,0,0.09,0,0,0
950,66.25,3.3,11.58,0.81,0,0,2.19,13.01,0,0,0,0,0,0,0,0,0,0,0,2.13,0.64,0,0.09,0,0,0
1060,62.3,4.28,12.67,0.82,0,0,2.44,14.33,0,0,0,0,0,0,0,0,0,0,0,2.16,0.91,0,0.09,0,0,0
1187,60.96,0,9.72,12.24,14.78,0,1.53,0.3,0.13,0,0,0,0.11,0,0,0,0,0,0,0.23,0,0,0,0,0,0
1196,61.23,0,9.73,14.99,13.7,0,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0.3,0,0,0,0,0,0
1229,61.28,0,10.29,14.31,13.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0
1235,61.35,0,10.3,14.33,13.37,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,61.21,0,10.28,14.3,13.34,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1233,61.32,0,10.3,14.32,13.36,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1221,61.4,0,10.31,14.34,13.38,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1234,61.42,0,10.32,14.35,13.39,0,0,0,0.33,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,61.48,0,9.3,15.31,13.23,0,0,0.24,0.16,0,0,0,0.09,0,0,0,0,0,0,0.19,0,0,0,0,0,0
1209,61.42,0,9.3,15.3,13.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0
1130,68.01,10.11,10.66,1.84,8.71,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
1133,68.46,9.99,10.49,1.84,8.66,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
1135,69.08,9.88,10.23,1.88,8.37,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
1115,68.52,10.01,10.43,1.21,9.25,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
1120,67.8,9.9,10.83,2.18,8.74,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
1040,0,0,0,0,0,0,0,9.43,0,0,0,0,0,0,0,0,0,0,28.3,11.32,0,0,0,23.59,27.36,0
1260,62.39,0,13.22,14.1,8.7,0,0,1.51,0,0,0,0,0.06,0,0,0,0,0,0,0.02,0,0,0,0,0,0
1241,61.65,0,12.11,15.24,9.41,0,0,1.5,0,0,0,0,0.07,0,0,0,0,0,0,0.02,0,0,0,0,0,0
1240,61.02,0,11.14,16.23,10.04,0,0,1.48,0,0,0,0,0.07,0,0,0,0,0,0,0.02,0,0,0,0,0,0
1252,60.52,0,10.34,17.04,10.54,0,0,1.47,0,0,0,0,0.07,0,0,0,0,0,0,0.02,0,0,0,0,0,0
1257,60.62,0,12.91,15.63,9.68,0,0,1.07,0,0,0,0,0.07,0,0,0,0,0,0,0.02,0,0,0,0,0,0
1264,60.68,0,12.94,15.31,9.47,0,0,1.51,0,0,0,0,0.07,0,0,0,0,0,0,0.02,0,0,0,0,0,0
1268,60.79,0,12.96,14.59,10.49,0,0,1.08,0,0,0,0,0.07,0,0,0,0,0,0,0.02,0,0,0,0,0,0
1265,60.27,0,12.84,15.62,9.68,0,0,1.5,0,0,0,0,0.07,0,0,0,0,0,0,0.02,0,0,0,0,0,0
1250,60.14,0,12.83,15.53,9.65,0,0,1.08,0,0,0,0,0.12,0,0,0,0,0,0,0.65,0,0,0,0,0,0
1291,60.99,0,13,13.54,11.29,0,0,1.08,0,0,0,0,0.08,0,0,0,0,0,0,0.02,0,0,0,0,0,0
885,54.66,18.67,2.99,0,0,20.27,0,0,3,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,72.15,14.18,3.11,0,0,6.98,0,0,3.37,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,77.79,9.17,4.03,0,0,4.51,0,0,4.36,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,73.88,12.64,3.39,0,0,6.23,0,0,3.67,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,72.81,0.8,4.8,5.74,2.23,0,0,6,6,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
995,72.81,0.8,4.8,5.74,2.23,0,0,2,10,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
1015,67.25,0,2.35,6.25,6.75,2,0,3,9,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
970,67.25,0,2.35,5.5,5.9,4,0,3,9,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
