Liquidus Temperature ( C ),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Gd2O3,Bi2O3,TiO2,ZrO2,CeO2,SnO2,P2O5,Nb2O5,Ta2O5
1147,58.64,1.78,8.04,3.93,25.75,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.86,0,0,0,0,0,0
1151,59.1,0,7.94,3.88,26.29,0,1.85,0,0,0,0,0,0.1,0,0,0,0,0,0,0.84,0,0,0,0,0,0
1159,60.89,0,7.38,3.84,25.38,0,2.04,0,0,0,0,0,0.09,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1140,59.49,0.88,8.02,3.81,25.48,0,1.85,0,0,0,0,0,0.09,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1145,59.82,0.88,7.47,3.79,25.73,0,1.84,0,0,0,0,0,0.09,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1145,58.8,1.06,7.84,3.8,26.29,0,1.64,0.1,0,0,0,0,0.09,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1127,60.07,1.06,7.79,3.6,25.13,0,1.65,0.14,0.07,0,0,0,0.11,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1129,60.14,1.06,7.8,3.6,25.15,0,1.44,0.24,0.07,0,0,0,0.11,0,0,0,0,0,0,0.39,0,0,0,0,0,0
1000,2,52.5,1,0,0,0,1.5,0,0,18.5,0,0,0,0,0,0,11.5,7,0,0,5,0,0,0,0,1
1000,2,53,1,0,0,0,2,0,0,17.5,0,0,0,0,0,0,11.5,7,0,0,5,0,0,0,0,1
1010,5,51,0,0,0,0,3.5,0,0,16,0,0,0,0,0,0,9.75,8.75,0,0,5.5,0,0,0,0,0.5
1010,5,51,0,0,0,0,3.5,0,0,16,0,0,0,0,0,0,10,9,0,0,5,0,0,0,0,0.5
1010,0,55.26,0,0,0,0,0,0,0,19.3,0,0,0,0,0,0,12.28,7.9,0,0,5.26,0,0,0,0,0
1000,0,55.26,0,0,0,0,0,0,0,19.3,0,0,0,0,0,0,9.65,10.53,0,0,5.26,0,0,0,0,0
1136,58.07,1.78,8.28,3.85,26.63,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.39,0,0,0,0,0,0
1147,59.47,1.15,7.4,3.92,26.21,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.85,0,0,0,0,0,0
1167,57.32,1.16,8.41,4.24,27.16,0,0,0.45,0.3,0,0,0,0.1,0,0,0,0,0,0,0.86,0,0,0,0,0,0
1155,58.27,1.16,8.11,3.92,27.11,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.43,0,0,0,0,0,0
1127,57.89,2.68,8.1,3.93,25.97,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.43,0,0,0,0,0,0
1125,57.7,2.68,8.05,3.93,25.78,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.86,0,0,0,0,0,0
1155,59.27,1.24,7.38,3.91,26.35,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.85,0,0,0,0,0,0
1150,59.99,0,8.21,3.81,25.66,0,1.85,0,0,0,0,0,0.1,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1161,60.98,0,7.77,4.4,24.07,0,1.84,0,0,0,0,0,0.1,0,0,0,0,0,0,0.84,0,0,0,0,0,0
1173,60.9,0,7.38,3.21,26.14,0,1.23,0.3,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0
1142,60.89,0,7.96,3.8,25.02,0,1.85,0,0,0,0,0,0.1,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1162,61.01,0,7.77,4.73,24.11,0,1.86,0,0,0,0,0,0.1,0,0,0,0,0,0,0.42,0,0,0,0,0,0
1157,59.48,0,8.22,3.82,25.39,0,1.85,0,0,0.76,0,0,0.09,0,0,0,0,0,0,0.39,0,0,0,0,0,0
1125,58.79,1.06,7.96,3.8,26.07,0,1.85,0,0,0,0,0,0.09,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1148,59.83,0.88,7.28,3.79,25.91,0,1.84,0,0,0,0,0,0.09,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1155,61.01,0.4,7.3,3.79,25.64,0,0.92,0,0,0,0,0,0.09,0,0,0,0,0,0,0.85,0,0,0,0,0,0
1142,57.77,1.16,8.15,3.93,27.28,0,0,0.45,0.3,0,0,0,0.1,0,0,0,0,0,0,0.86,0,0,0,0,0,0
1159,58.25,1.16,8.17,3.92,27.07,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.43,0,0,0,0,0,0
1125,56.91,2.68,8.09,3.94,26.96,0,0,0.45,0.36,0,0.07,0,0.11,0,0,0,0,0,0,0.43,0,0,0,0,0,0
1156,60.31,0,7.95,3.8,25.61,0,1.85,0,0,0,0,0,0.1,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1167,60.84,0,7.37,3.5,25.82,0,1.23,0.3,0,0,0,0,0.1,0,0,0,0,0,0,0.84,0,0,0,0,0,0
1143,61.3,0,7.81,3.79,24.57,0,2.05,0,0,0,0,0,0.1,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1159,61.13,0,7.41,3.85,25.49,0,1.64,0,0,0,0,0,0.09,0,0,0,0,0,0,0.39,0,0,0,0,0,0
1126,58.98,0.88,7.96,3.8,26.06,0,1.85,0,0,0,0,0,0.09,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1074,55.57,5.78,8.01,2.02,27.35,0,0,0.41,0.07,0,0,0,0.15,0,0,0,0.17,0,0,0.47,0,0,0,0,0,0
1065,55.48,5.77,8.01,2.02,27.32,0,0,0.41,0.07,0,0,0,0.15,0,0,0,0.29,0,0,0.48,0,0,0,0,0,0
1065,55.42,5.76,7.99,2.02,27.26,0,0,0.4,0.07,0,0,0,0.15,0,0,0,0.46,0,0,0.47,0,0,0,0,0,0
1060,55.19,5.74,7.96,2,27.15,0,0,0.41,0.07,0,0,0,0.15,0,0,0,0.86,0,0,0.47,0,0,0,0,0,0
1066,52.36,6.5,13,1.16,24.49,0,0,0.4,0.1,0,0.13,0,0.38,0,0,0,0.86,0,0,0.6,0.02,0,0,0,0,0
1068,52.35,6.49,12.72,1.4,24.49,0,0,0.4,0.1,0,0.13,0,0.38,0,0,0,0.92,0,0,0.6,0.02,0,0,0,0,0
1064,52.95,6.52,12.77,1.4,23.87,0,0,0.4,0.1,0,0.13,0,0.38,0,0,0,0.86,0,0,0.6,0.02,0,0,0,0,0
1066,52.73,6.35,12.9,1.28,24.22,0,0,0.4,0.1,0,0.13,0,0.38,0,0,0,0.89,0,0,0.6,0.02,0,0,0,0,0
1133,58.38,1.78,8.04,3.93,26.02,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.85,0,0,0,0,0,0
1154,57.09,1.16,8.29,4.41,27.21,0,0,0.45,0.38,0,0,0,0.15,0,0,0,0,0,0,0.86,0,0,0,0,0,0
1154,57.84,1.16,8.11,3.92,27.54,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.43,0,0,0,0,0,0
1138,58.22,1.78,8.28,3.93,26.4,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0.39,0,0,0,0,0,0
1000,0,3,14,13,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
1010,0,3,14,12,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
1020,0,3,12,13,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
1000,0,3,15,12,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
1030,0,3,14,12,0,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
1000,0,2,14,13,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
1000,0,2,15,12,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
1020,0,2,12,22,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
1020,0,5,10,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
1100,0,5,15,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
1123,67.57,11.31,10.91,0,9.31,0.2,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0
1092,68.4,10.8,10.6,0,9.3,0.2,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0
1094,67.9,11.3,10.6,0,9.3,0.2,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0
1128,67.4,11.3,10.9,0.8,8.7,0.2,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0
1146,66.46,11.08,10.78,1.58,9.2,0.2,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0
1094,67.45,10.98,10.98,0,9.4,0.2,0,0,0,0,0.59,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0
1065,68.68,10.1,10.82,0,9.59,0.2,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,67.96,10.45,11.04,0,9.45,0.3,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0.2,0,0.1,0,0,0
1085,69.2,9.5,10.7,0,9.5,0.3,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0.2,0,0.1,0,0,0
1124,68.73,10.09,11.19,0,8.39,0.3,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0.2,0,0.1,0.5,0,0
1190,47.56,0,18.61,3.49,8.9,0.36,0,7.69,5.26,0,0,0,6.98,0,0,0,0,0,0,0.88,0,0,0,0.27,0,0
1140,42.46,0,23.46,1.19,14.96,0.28,0,6.39,4.56,0,0,0,5.46,0,0,0,0,0,0,0.75,0,0,0,0.49,0,0
1167,42.31,0,23.63,2.17,13.33,0.32,0,6.24,5.3,0,0,0,5.05,0,0,0,0,0,0,0.89,0,0,0,0.76,0,0
1170,43.79,0,23.11,2.23,13.76,0.33,0,6.78,4.05,0,0,0,5.06,0,0,0,0,0,0,0.76,0,0,0,0.13,0,0
1154,42.87,0,23.05,3.1,12.74,0.3,0,6.03,5.14,0,0,0,5.16,0,0,0,0,0,0,0.84,0,0,0,0.77,0,0
1204,42.43,0,23.44,3.13,12.42,0.33,0,7.11,5.35,0,0,0,4.78,0,0,0,0,0,0,0.87,0,0,0,0.14,0,0
1134,43.51,0,23.27,3.19,12.75,0.34,0,6.93,4.05,0,0,0,5.06,0,0,0,0,0,0,0.77,0,0,0,0.13,0,0
1174,43.27,0,22.88,4.01,11.84,0.33,0,6.2,5.56,0,0,0,5.02,0,0,0,0,0,0,0.75,0,0,0,0.14,0,0
1156,44.11,0,23.44,4.3,12.03,0.31,0,4.09,5.69,0,0,0,5.12,0,0,0,0,0,0,0.78,0,0,0,0.13,0,0
1175,43.49,1.52,23.62,4.25,10.11,0.35,0,6.68,3.94,0,0,0,5.06,0,0,0,0,0,0,0.85,0,0,0,0.13,0,0
854,0,0,0,0,22.4,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,61.9,0,0
965,0,0,0,0,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.3,0,0
967,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,50,0,0
951,0,0,0,0,16,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,50,0,0
924,0,0,0,0,42,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,50,0,0
971,0,0,0,0,24,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,50,0,0
952,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,60,0,0
896,0,0,0,0,32,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,60,0,0
901,0,0,0,0,16,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,76,0,0
891,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,84,0,0
876,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,68,0,0
935,0,0,0,0,34,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,50,0,0
914,0,0,0,0,24,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,60,0,0
917,0,0,0,0,16,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,60,0,0
895,0,0,0,0,8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,68,0,0
932,0,0,0,0,8,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,60,0,0
970,0,0,0,0,8,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,50,0,0
904,0,0,0,0,24,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,68,0,0
950,72.79,0,0,0,10.7,0,0,16.45,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
948,72.3,0,0,0,10.61,0,0,16.32,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0
965,71.51,0,0,0,10.48,0,0,16.11,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,70.43,0,0,0,10.29,0,0,15.82,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0
950,72.32,0,0,0,10.61,0,0,16.31,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,70.44,0,0,0,10.29,0,0,15.82,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0
910,58.37,9.17,1.45,7.36,8.16,3.11,0,7.59,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,57.14,9.08,1.39,7.36,7.94,2.82,0,8.12,5.34,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0
890,56.71,9.03,1.4,7.23,7.51,2.75,0,7.74,5.36,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0
930,58.18,9.1,1.33,7.54,7.84,2.95,0,7.61,4.87,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0
890,57.48,9.11,1.41,6.98,7.93,2.98,0,7.6,4.86,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0
890,57.17,9.12,1.41,7.3,7.7,2.9,0,7.18,5.35,0,0,0,0,0,0,0,0,0,0,0.65,1.22,0,0,0,0,0
900,57.22,9.09,1.41,6.81,7.91,3.06,0,7.05,5.33,0,0,0,0,0,0,0,0,0,0,1.64,0.48,0,0,0,0,0
940,56.86,9.04,1.45,7.17,7.67,2.55,0,9.01,5.46,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,57.27,9.12,1.34,6.75,7.75,2.92,0,7.74,5.43,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,56.49,9.03,1.4,6.91,7.63,2.62,0,8.26,5.43,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,50,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,40,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,40,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,66.67,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,40,10,20,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,57.14,7.14,14.29,0,7.14,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,58.09,7.18,11.96,0,7.71,0,0,15.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,56.07,11.76,9.09,0,12.4,0,0,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,43.47,2,17.12,0,15.16,0,0,22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,44.14,11.66,11.66,0,13.08,0,0,19.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,56.94,10.05,10.14,0,9.12,0,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,51.15,7.82,9.53,0,10.45,0,0,21.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,55.91,5,14.42,0,7.4,0,0,17.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,54.8,8.3,15.94,0,6.61,0,0,14.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,53.42,9.87,11.26,0,9.82,0,0,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,54.32,6.44,13.67,0,7.53,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,53.24,11.56,11.25,0,9.11,0,0,14.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,65.91,3.83,1.42,0,8.3,0,0,20.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,54.94,8.95,16.53,0,9.53,0,0,10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,61.83,4.6,4.55,0,5.87,0,0,23.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,73.43,12.72,0.06,0,0.67,0,0,13.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,47.66,5.02,12.34,0,0,0,0,34.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,64.7,5.15,17.4,0,0,0,0,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,51.84,4.89,8.42,0,0,0,0,34.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,61.84,5.21,19.2,0,0,0,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,41.69,16.93,10.79,0,0,0,0,30.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,45.48,16.56,7.39,0,0,0,0,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,56.41,17.31,15.17,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,59.66,0,0,0,24.17,0,0,16.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,61.03,0,4.56,0,34.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,55.09,0,11.47,0,33.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,59.66,0,16.17,0,24.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,57.87,8.72,1.81,0,0,3.82,16.89,2.97,0,0.84,4.94,0,0,0,0,0.05,2.09,0,0,0,0,0,0,0,0,0
762,57.42,8.17,2.45,0,0,3.8,17.89,2.4,0,0.84,4.9,0,0,0,0,0.05,2.08,0,0,0,0,0,0,0,0,0
764,57.94,8.38,1.8,0,0,3.81,17.49,2.96,0,0.58,4.91,0,0,0,0,0.05,2.08,0,0,0,0,0,0,0,0,0
761,57.6,8.64,1.79,0,0,3.7,17.88,2.95,0,0.42,4.89,0,0,0,0,0.05,2.08,0,0,0,0,0,0,0,0,0
765,57.73,8.21,2.14,0,0,4.04,17.99,2.41,0,0.42,4.92,0,0,0,0,0.05,2.09,0,0,0,0,0,0,0,0,0
758,57.85,8.72,1.81,0,0,3.96,16.88,2.97,0,0.84,4.87,0,0,0,0,0.05,2.05,0,0,0,0,0,0,0,0,0
767,58.33,8.7,1.8,0,0,4.48,16.86,2.97,0,0,4.93,0,0,0,0,0.05,1.88,0,0,0,0,0,0,0,0,0
1100,0,5.09,0,0,0,18.98,0,4.59,3.02,0,0,0,0,0,0,0.36,0,0,0,28.44,0,0,0,19.5,20.02,0
1100,0,6.33,0,0,0,13.43,0,5.94,3.13,3.62,0,0,0,0,0,0.1,0,0,0,22.1,0,0,0,20.73,24.62,0
1100,1.18,4.05,0,0,0,1.39,0,10.27,6.01,0,0,0,0,0,0,0.15,0,0,0,26.56,0,0,0,25.4,24.99,0
1080,0,11.24,0,0,0,4.18,0,9.19,3.02,0,0,0,0,0,0,0.25,0,0,0,24.06,0,0,0,22.07,25.99,0
1060,2.41,5.18,0,0,0,1.42,0,3.51,13.8,0,0,0,0,0,0,0.15,0,0,0,23.51,0,0,0,23.92,26.1,0
1080,0,3.38,0,0,0,17.85,0,10.09,6.64,0,0,0,0,0,0,0.08,0,0,0,13.71,1.27,0,0,18.73,28.25,0
1140,0,1.01,0,0,0,1.84,0,22.75,0,0,0,0,0,0,0,0.07,0,0,0,24.71,0,0,0,22.84,26.78,0
1080,1.19,4.11,0,0,0,1.87,0,13.84,3.04,0,2.07,0,0,0,0,0.1,0,0,0,23.26,0,0,0,24.17,26.35,0
1100,0,6.46,0,0,2.68,15.18,0,6.07,7.17,0,0,0,0,0,0,0.1,0,0,0,15.98,0,0,0,20.64,25.72,0
1080,0,5.9,0,0,0,20.32,0,9.25,1.74,0,0,0,0,0,0,0.08,0,0,2.99,13.35,0,0,0,21.37,25,0
1410,66.79,0,16.76,0,0,0,11.61,0,0,3.22,0,0,0,0,0,0,0,0,0,0,1.06,0,0.56,0,0,0
1440,67.61,0,16.95,0,0,0,11.79,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22,0,0.43,0,0,0
1420,66.68,0,16.69,0,0,0,11.39,0,0,3.22,0,0,0,0,0,0,0,0,0,0.66,0.8,0,0.56,0,0,0
1380,72.46,0,14.94,0,0,0,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0.42,0,0,0
1430,71.88,0,15.17,0,0,0,9.71,0,0,1.98,0,0,0,0,0,0,0,0,0,0,1.05,0,0.21,0,0,0
1440,65.19,0,18.26,0,0,0,15.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0.21,0,0,0
1435,61.64,0,19.64,0,0,0,12.28,0,0,4.92,0,0,0,0,0,0,0,0,0,0,1.08,0,0.44,0,0,0
1240,13.68,37.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,22.95,8.14,0,0,9.09,0,0,0,0.7,7.9
1230,17.95,32.69,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0.06,22.64,7.77,0,0.57,8.9,0,0,0,0.69,7.27
940,8.31,31.67,0,0,25.22,0,23.67,0,0,0,0,0,0,0,3.32,0,5.11,1.61,0.71,0,0,0,0,0,0,0.38
880,10.08,32.61,1.86,0,13.5,0,24.06,4.88,0,6.51,0,0,0,0,0,0,4.41,2.09,0,0,0,0,0,0,0,0
820,11.98,28.72,0,15.88,2.14,0,26.78,0,3.4,0,0,0,0,0,0,0.55,1.47,5.52,0,0,1.3,0,0,0,2.26,0
755,17.59,32.54,0,0,10.77,3.45,27.8,0,0,0,0,0,0,0,0,0,2.32,3.12,0,0,1.84,0,0,0,0.57,0
760,22.01,23.62,0,0,16.57,0,27.51,0,0,4.39,0,0,0,0,0,0,1.76,4.14,0,0,0,0,0,0,0,0
740,12.06,36.46,0,0,2.59,0,33.97,0,0,0,4.9,0,0,0,0,0,4.01,1.6,0,0,4.41,0,0,0,0,0
740,20,25.89,2.62,3.31,0,1.74,40.21,1.08,0,0,0,0,0,0,0,0.34,3.28,1.38,0,0,0,0,0,0,0,0.15
900,0,7.5,2.5,8.75,8.76,25,12.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29.99,0,0
900,0,7.51,2.5,9.99,10,24.99,10.02,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29.99,0,0
950,0,15,4,17.5,10.99,2.5,10.01,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0
950,0,7.5,2.5,9.99,10,25.01,7.52,0,0,9.99,0,0,0,0,0,0,0,2.5,0,0,0,0,0,24.99,0,0
900,0,7.51,2.5,12.49,12.5,24.99,10.01,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
880,0,6.5,3.5,12.51,12.49,24,12.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.51,0,0
900,0,19.96,2.49,17.44,12.73,2.49,9.98,2.5,2.49,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,27.43,0,0
950,0,14.99,2.5,12.51,12.5,10,10,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
950,0,25,2.5,12.5,12.5,2.5,10,0,2.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0
950,0,25.01,3.75,14.99,15,0,9.99,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,26.26,0,0
764,73.86,0,1.25,1.58,1.7,0.83,3.82,6.97,3.91,0.78,4.17,0,0.01,0,0,0.11,0,0,0,0.95,0.02,0,0,0.04,0,0
747,71.35,0,1.24,3.14,4.29,1.65,3.39,8.18,3.03,0,3.42,0,0.02,0,0,0.07,0,0,0,0,0.04,0,0,0.18,0,0
1000,13,50,0,0,10,0,8,0,0,4,0,0,0,0,4,0,9,2,0,0,0,0,0,0,0,0
1000,12,40,0,0,12,0,9,0,0,12,0,0,0,0,4,0,8,1,0,0,2,0,0,0,0,0
1000,8,55,0,0,11,0,9,0,0,2,0,0,0,0,4,0,9,2,0,0,0,0,0,0,0,0
1000,13,50,0,0,9,0,9,0,0,2,2,0,0,0,4,0,9,2,0,0,0,0,0,0,0,0
1000,13,47,0,0,11,0,10,0,0,5,0,0,0,0,4,0,9,1,0,0,0,0,0,0,0,0
1000,13,50,0,2,7,0,9,0,0,2,2,0,0,0,4,0,9,1,0,0,1,0,0,0,0,0
1000,12,40,0,0,14,0,9,0,0,10,0,0,0,0,4,0,8,1,0,0,2,0,0,0,0,0
1000,13,50,0,0,9,0,9,0,0,4,0,0,0,0,4,0,9,2,0,0,0,0,0,0,0,0
1000,12,50,0,0,9,0,9,0,0,3,2,0,0,0,4,0,9,2,0,0,0,0,0,0,0,0
1000,13,48,0,0,10,0,10,0,0,5,0,0,0,0,4,0,9,1,0,0,0,0,0,0,0,0
1225,69.12,0,10.99,1.21,12.65,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,8.17,37.05,0,0,0,0,0,3.96,2.61,19.61,5.93,0,0,0,5.44,0.42,10.55,1.69,1.58,0,2.99,0,0,0,0,0
900,13.84,35.83,0,0,0,3.01,18.56,0,0,14.76,0,0,0,0,0,0,5.96,1.53,0,4.63,0,0,0,0,0,1.88
840,21.44,39.46,0,0,0,0,12.93,0,1.37,15.83,0,0,0,0,0,0,2.9,4.03,0,0,1.39,0,0,0,0.65,0
1063,70.21,0,3.85,8.11,2.33,0,0,2.11,8.33,0,4.42,0,0,0,0,0.11,0,0,0,0,0.53,0,0,0,0,0
1097,68.95,0,3.84,8.09,3.49,0.43,0,3.16,7.62,0,3.78,0,0,0,0,0.11,0,0,0,0,0.53,0,0,0,0,0
