Refract Index 587.6nm d,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Cs2O,ZnO,SrO,PbO,SnO,Ga2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,TiO2,GeO2,ZrO2,SnO2,TeO2,P2O5,Nb2O5,Ta2O5,WO3,Yb2O3
1.52,0,0,1.47,2.39,0,2.92,19.01,0,0.25,0,9.51,0.98,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,63.38,0,0,0,0
1.52,0,0,0.48,0.96,0,4.85,18.91,0,0.24,0,9.47,1.94,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,63.06,0,0,0,0
1.57,61.4,0,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0
1.62,53.21,0,27.52,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,0,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0
1.59,83.33,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0
1.62,79.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.55,0,0,0,0,0,0,0,0,0
1.58,0,70,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.55,0,70,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.57,0,75,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.59,0,70,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.61,0,65,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.67,0,70,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69,0,60,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.71,0,50,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6,0,70,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.62,0,75,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.72,0,70,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.73,0,70,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1.78,0,60,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
1.76,0,70,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1.86,0,60,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2.01,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
1.47,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
1.48,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
1.49,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
1.46,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.46,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.46,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.46,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.46,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.47,91.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0
1.48,85.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,0,0,0,0
1.51,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,0,0,0,0
1.53,74.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,0,0
1.54,70.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,0,0,0,0
1.48,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1.5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
1.52,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
1.53,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
1.56,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
1.58,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
1.6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
1.6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1,0,0,0,0
1.5,0,0,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4,0,0,0,0
1.5,0,0,0,0,0,0,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3,0,0,0,0
1.51,0,0,0,0,0,0,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.9,0,0,0,0
1.53,0,0,0,0,0,0,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6,0,0,0,0
1.49,0,0,0,0,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.8,0,0,0,0
1.49,0,0,0,0,0,0,0,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6,0,0,0,0
1.49,0,0,0,0,0,0,0,43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1,0,0,0,0
1.48,0,0,0,0,0,0,0,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.9,0,0,0,0
1.48,0,0,0,0,0,0,0,60.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,0,0,0,0
1.54,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0
1.55,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
1.55,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
1.55,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
1.55,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0
1.58,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
1.53,0,0,0,0,0,0,0,0,0,0,25.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.55,0,0,0,0
1.53,0,0,0,0,0,0,0,0,0,0,29.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.96,0,0,0,0
1.53,0,0,0,0,0,0,0,0,0,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.22,0,0,0,0
1.52,0,0,0,0,0,0,0,0,0,0,49.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.28,0,0,0,0
1.58,0,0,0,0,0,0,0,0,0,0,60.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.74,0,0,0,0
1.61,0,0,0,0,0,0,0,0,0,0,64.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.15,0,0,0,0
1.52,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.4,0,0,0,0
1.56,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.2,0,0,0,0
1.6,0,0,0,0,0,0,0,0,0,0,0,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7,0,0,0,0
1.63,0,0,0,0,0,0,0,0,0,0,0,0,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6,0,0,0,0
1.66,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
1.77,0,0,0,0,0,0,0,0,0,0,0,0,55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8,0,0,0,0
1.81,0,0,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,0,0,0,0
1.83,0,0,0,0,0,0,0,0,0,0,0,0,61.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,0,0,0,0
1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,84.5,0,0,0,0
1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,0,0,0,0,0,0,0,0,0,78.9,0,0,0,0
1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,0,0,0,0,0,0,0,0,0,71.3,0,0,0,0
1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,0,0,0,0,0,0,0,0,0,68.6,0,0,0,0
1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,0,0,0,0,0,0,0,0,0,63.7,0,0,0,0
1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0,59.5,0,0,0,0
2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0
2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0
1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0
1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,85.5,0,0,0,0
1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,79.5,0,0,0,0
1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,70,0,0,0,0
1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,65,0,0,0,0
1.47,0,95.86,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49,0,89.77,0,0,0,0,10.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.51,0,85.79,0,0,0,0,14.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53,0,79.73,0,0,0,0,20.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.54,0,74.02,0,0,0,0,25.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.48,0,94.88,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49,0,89.67,0,0,0,0,0,10.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0,84.8,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0,79.77,0,0,0,0,0,20.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.51,0,74.87,0,0,0,0,0,25.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.52,0,70.15,0,0,0,0,0,29.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.52,0,65.8,0,0,0,0,0,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.48,0,95.91,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49,0,89.83,0,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49,0,85.89,0,0,0,0,0,0,14.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49,0,80.03,0,0,0,0,0,0,19.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0,74.17,0,0,0,0,0,0,25.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0,70.04,0,0,0,0,0,0,29.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0,66,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7,0,70,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.77,0,60,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92,0,40,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,30,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.67,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1.72,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1.67,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.71,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
1.84,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
1.98,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
2.08,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
2.09,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
2.19,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
1.52,69.7,0,0,0,0,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.55,58.3,0,0,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.56,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.51,67,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49,85,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,75,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,70,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.51,67,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.48,95,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.51,87.8,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.53,80,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.55,73.3,0,0,0,0,0,0,0,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.59,61,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.64,47.1,0,0,0,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75,70,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81,60,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.97,40,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.47,97.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0
1.48,92.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0
1.48,91,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.6,0,0,0,0,0,0,0,0
1.69,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.9,0,0,0,0,0,0,0,0
1.72,0,0,0,0,0,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.7,0,0,0,0,0,0,0,0
1.72,0,0,0,0,0,0,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8,0,0,0,0,0,0,0,0
1.64,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.51,0,0,0,0,0,0,0,0
1.66,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.47,0,0,0,0,0,0,0,0
1.65,0,0,0,0,0,0,0,0,17.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,0,0,0,0,0,0,0,0
1.62,0,0,0,0,0,0,0,0,26.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.31,0,0,0,0,0,0,0,0
1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16,0,90.84,0,0,0,0,0,0,0,0
1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.14,0,81.86,0,0,0,0,0,0,0,0
1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.59,0,75.41,0,0,0,0,0,0,0,0
2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.95,0,67.05,0,0,0,0,0,0,0,0
2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.24,0,60.76,0,0,0,0,0,0,0,0
1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56,0,0,0,0,0,90.44,0,0,0,0,0,0,0,0
1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,0,0,0,0,0,85.31,0,0,0,0,0,0,0,0
1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.67,0,0,0,0,0,77.33,0,0,0,0,0,0,0,0
1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.13,0,0,0,0,0,67.87,0,0,0,0,0,0,0,0
1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.86,0,0,0,0,0,65.14,0,0,0,0,0,0,0,0
1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.15,0,0,0,0,0,58.85,0,0,0,0,0,0,0,0
1.95,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
2.27,15,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
2.34,15.08,6.69,0,0,0,0,0,0,0,0,0,0,64.04,0,0,0,0,0,0,0,0,14.19,0,0,0,0,0,0,0,0,0,0
1.52,69.47,13.42,5.5,0,0,0,6.25,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,1.01,0,0,0,0,0,0,0
1.59,24.43,30.67,12.44,9.11,4.88,1.7,14.96,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.61,51.61,5.07,0.47,0,8.84,0,0,1.76,1.8,0,27.76,0,0,0,0,0,0,0.23,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0
1.69,31.62,5.01,0.41,0,8.88,14.88,0,1.61,1.85,0,33.02,0,0,0,0,0,0,0.23,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0
1.67,21.63,20.63,0,0,0,0,0,0,0,0,52.46,2.84,0,0,0,0,0,0.05,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0
1.64,17.59,21.41,0,28.94,10.79,0,0,0,0,0,18.32,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.66,38.3,11.59,1.68,0,0,20.44,3.16,0,0,0,21.32,0,0,0,0,0,0,0.29,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0
1.72,38.72,17.78,0,0,0,22.6,0,0,0,0,7.3,0,0,0,0,0,0,0.03,4.1,0,0,0,5.45,0,4.02,0,0,0,0,0,0,0
1.72,34.47,20.55,0,0,0,24.45,0,0,0,0,7.27,0,0,0,0,0,0,0,3.63,0,0,0,8.03,0,1.6,0,0,0,0,0,0,0
1.7,31.51,25.11,0,0,0,16.47,0,0,0,0,17.9,0,0,0,0,0,0,0,5.22,0,0,0,1.82,0,1.97,0,0,0,0,0,0,0
1.69,38.14,26.33,0,0,0,17.64,0,0,0,0,7.32,0,0,0,0,0,0,0,3.52,0,0,0,6.31,0,0.74,0,0,0,0,0,0,0
1.68,44.71,16.72,0,0,0,15.77,3,0,0,0,9.9,0,0,0,0,0,0,0.03,3.85,0,0,0,4.93,0,1.09,0,0,0,0,0,0,0
1.69,35.22,20.04,0,0,0,16.63,0,0,0,0,8.86,9.28,0,0,0,0,0,0,3.84,0,0,0,3.01,0,3.12,0,0,0,0,0,0,0
1.72,29.84,21.68,1.85,0,2.52,16.61,1.58,0,0,0,12.75,0,0,0,0,0,0,0,4.34,0,0,0,7.68,0,1.15,0,0,0,0,0,0,0
1.72,29.79,23.58,0.98,0,0,18.17,0.67,0,0,0,8.56,4.13,0,0,0,0,0,0,4.89,0,0,0,5.6,0,3.63,0,0,0,0,0,0,0
1.69,33.57,18.87,0.46,4.65,6.69,17.44,0,1.51,0,0,6.91,0,0,0,0,0,0,0,4.89,0,0,0,2.35,0,2.66,0,0,0,0,0,0,0
1.7,39.28,17.95,0,0,0,16,0,0,0.98,0,10.8,3.57,0,0,0,0,0,0,3.55,0,0,0,6.37,0,1.5,0,0,0,0,0,0,0
1.57,63.6,6.33,2.16,0,0,12.8,7.38,0,3.12,0,3.61,0,0,0,0,0,0,0.08,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0
1.57,64.85,5.82,2.41,0,0,12,8,0,3.69,0,2.58,0,0,0,0,0,0,0.02,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0
1.55,60.96,9.47,2.87,0,0,11.95,7.36,0,4.67,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0
1.58,68.64,4.31,1.47,0,0,14.67,5.02,0,2.39,0,2.95,0,0,0,0,0,0,0.08,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0
