Refract Index 587.6nm d,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Cs2O,ZnO,SrO,PbO,SnO,Ga2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,TiO2,GeO2,ZrO2,SnO2,TeO2,P2O5,Nb2O5,Ta2O5,WO3,Yb2O3
1.99,0,40,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,20,0,8,0
1.98,0,40,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,15,0,8,0
1.97,0,40,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,15,0,13,0
1.95,0,40,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,10,0,8,0
1.91,0,40,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0.1,15,0,0,0,10,0,0,0,0,0,7.4,0,8,0
1.93,0,40,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.1,18.5,0,0,0,10,0,0,0,0,0,8.4,0,8,0
1.9,1.33,24.88,0,0,0,0,6.09,0,0,0,29.26,0,0,0,0,0,0,0,9.95,0,3.98,0,9.29,0,0.35,0,0,0,0,0,14.87,0
1.91,1.35,24.44,0,0,0,0,4.8,0,0,0,31.47,0,0,0,0,0,0,0,10.21,0,4.08,0,9.52,0,0.35,0,0,0,0,0,13.78,0
1.9,1.29,24.55,0,0,0,0,7.42,0,0,0,27.43,0,0,0,0,0,0,0,9.82,0,3.92,0,9.15,0,0.35,0,0,0,0,0,16.07,0
1.9,1.27,24.2,0,0,0,0,8.76,0,0,0,25.63,0,0,0,0,0,0,0,9.67,0,3.87,0,9.01,0,0.34,0,0,0,0,0,17.25,0
1.9,1.26,23.67,0,0,0,0,10.71,0,0,0,17.91,0,0,0,0,0,0,0,9.47,0,3.79,0,8.81,0,0.32,0,0,0,0,0,24.06,0
1.88,1.37,27.08,0,0,0,0,4.8,0,0,0,31.59,0,0,0,0,0,0,0,10.25,0,4.09,0,6.62,0,0.36,0,0,0,0,0,13.84,0
1.86,1.38,28.96,0,0,0,0,4.87,0,0,0,32.06,0,0,0,0,0,0,0,10.4,0,4.16,0,3.76,0,0.36,0,0,0,0,0,14.05,0
1.89,1.37,27.09,0,0,0,0,4.81,0,0,0,31.59,0,0,0,0,0,0,0,10.24,0,4.09,0,8.09,0,0.35,0,0,0,0,0,12.37,0
1.9,1.29,24.59,0,0,0,0,8.12,0,0,0,25.88,0,0,0,0,0,0,0,9.92,0,3.91,0,8.52,0,0.34,0,0,0,0,0,17.43,0
1.9,1.28,24.58,0,0,0,0,8.1,0,0,0,25.85,0,0,0,0,0,0,0,9.76,0,3.9,0,8.5,0,0.63,0,0,0,0,0,17.4,0
1.82,49.52,0,0,0,0,0,5.01,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.64,0,0,0,0,0,12.49,0,0,0
1.82,48.41,0,0,0,0,0,5.16,15.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.55,0,1.99,0,0,0,12.51,0,1.02,0
1.77,10.38,45.61,0,0,0,0,2.78,0,0,0,8.52,0,0,0,0,0,1.84,0,14.47,0,6.5,0,0,0,6.75,0,0,0,2.09,0,0,1.06
1.62,60.72,6.59,18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,14.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65,64.03,0,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0
1.64,63.65,0,19.59,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0
1.61,56.57,12.96,17.41,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.66,62.99,0,19.39,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0
1.63,59.26,6.9,18.24,0,0,0,0,0,0,0,0,0,0,0,0,0,13.68,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0
1.63,53.74,14.03,16.53,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1.64,51.67,12.26,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65,53.87,12.79,15.98,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1.62,59.35,11.77,14.71,0,0,0,0,0,0,0,0,0,0,0,0,0,11.37,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65,53.42,12.68,15.84,0,0,0,0,0,0,0,0,0,0,0,0,0,15.04,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65,52.56,13.23,15.94,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0,3.13,0,0,0,3.04,0,0,0,0,0,0,0,0,0
1.64,53.71,13.52,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0,3.19,0,0,0,0,0,0,0,0,0,0.93,0,0,0
1.66,51.4,12.45,15.36,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,0,2.96,0,0,0,6.03,0,0,0,0,0,0,0,0,0
1.65,53.66,13,16.04,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,0,3.09,0,0,0,0,0,0,0,0,0,1.89,0,0,0
1.68,50.25,11.68,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,11.51,0,2.79,0,0,0,8.98,0,0,0,0,0,0,0,0,0
1.66,53.62,12.46,15.78,0,0,0,0,0,0,0,0,0,0,0,0,0,12.28,0,2.98,0,0,0,0,0,0,0,0,0,2.88,0,0,0
1.7,11.33,57.3,0,0,17.35,0,0,0,0,0,0,0,0,0,0,0,0,0,11.65,0,0,0,0,0,2.37,0,0,0,0,0,0,0
1.74,8.16,59.85,1.2,0,0,6.39,0,0,0,0,0,2.37,0,0,0,0,1.09,0,15.42,0,0,0,0,0,4.97,0,0,0,0,0.55,0,0
1.75,1.1,60.57,0,6.54,0,0,0,0,2.1,0,0,0,0,0,0,0,4.67,0,18.2,0,2.54,0,0,0,4.28,0,0,0,0,0,0,0
1.74,7.03,57.65,0,0,9.42,0,3.54,0,0,0,0,1.02,0,0,0,0,0,0,13.62,0,0,0,2.64,0,4.29,0,0,0,0.79,0,0,0
1.88,2.96,43.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.31,0,0,0,0,0,13,0,0,0,10.04,3.22,0,0
1.88,32.68,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75,0,4.92,0,0,0,11.59,0,0,0,0,4.85,0,2.26
1.89,16.79,20.28,0,12.51,17.99,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74,0,0,0,11.37,0,5.73,0,0,0,7.59,0,0,0
1.88,21.08,22.75,0,0,14.11,0,0,2.55,0,0,0,0,0,0,0,0,2.8,0,19.44,0,3.93,0,0,0,6.42,0,0,0,1.19,5.73,0,0
1.61,49.99,14.38,7.14,0,0,28.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.62,37.06,26.87,5.24,4.42,0,26.14,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85,41.44,0,0,0,0,0,15.92,15.51,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,8.36,0,0,0,0,0,15.72,3.02,0,0
1.85,41.39,0,0,0,0,0,16,15.43,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,8.43,0,0,0,0,0,17.69,0.99,0,0
1.85,39.28,0,0,0,0,0,16.09,15.51,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,8.42,0,0,0,0,0,16.67,3.99,0,0
1.85,41.46,0,0,0,0,0,14.98,15.39,1.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,8.41,0,0,0,0,0,18.19,0.51,0,0
1.86,41.8,0,0,0,0,0,29.8,8.32,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,19.39,0.66,0,0
1.86,41.7,0,0,0,0,0,29.61,8.27,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.68,0,0,0,19.27,0.44,0,0
1.87,37.48,0,0.39,0,0,0,26.44,9.24,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,4.45,0,0.72,0,0,0,20.58,0.67,0,0
1.86,42.42,0,0.39,0,0,0,21.49,9.22,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,4.39,0,0.81,0,0,0,20.58,0.68,0,0
2.08,5.18,51.59,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,37.33,0,0,0.87,0,0.67,0,0.4,0,0,0
2.13,7,49.46,0,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,37.91,0,0,0.83,0,0.64,0,0.38,0,0,0
2.14,6.92,49.01,0,0,0,0,0,0,0,0,3.76,0,0,0,0,0,0,0,0,0,0,38.45,0,0,0.83,0,0.64,0,0.39,0,0,0
2.12,5.21,52.05,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,37.67,0,0,0,0,0.68,0,0.41,0,0,0
2.05,7.55,40.28,0,0,3.48,0.78,3.17,1.11,0,0,7.12,1.98,0,0,0,0,0,0,0,0,0,31.61,0,0,0,0,2.92,0,0,0,0,0
2.07,7.55,40.73,0,0,0,0.79,8.18,1.1,0,0,5.14,1.98,0,0,0,0,0,0,0,0,0,31.62,0,0,0,0,2.91,0,0,0,0,0
2.08,7.55,40.26,0,0,3.45,0.79,3.21,1.1,0,0,9.13,1.98,0,0,0,0,0,0,0,0,0,31.61,0,0,0,0,0.92,0,0,0,0,0
2.09,7.55,42.73,0,0,0,0,8.17,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,0,2.92,0,0,0,0,0
2.08,7.31,39.08,0,0,3.36,0.76,3.12,1.07,0,0,6.93,4.84,0,0,0,0,0,0,0,0,0,30.69,0,0,0,0,2.84,0,0,0,0,0
2.04,7.55,40.73,0,0,0,0.79,8.21,1.1,0,0,6.12,1.97,0,0,0,0,0,0,0,0,0,31.62,0,0,0,0,1.91,0,0,0,0,0
2.16,8.35,40.23,0,0,0,0,0,3.86,0,0,4.21,1.11,0,0,0,0,0,0,0,0,0,41.52,0,0,0,0,0.72,0,0,0,0,0
2.19,7.63,43.95,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,42.25,0,0,0.91,0,0.7,0,0.42,0,0,0
2.12,5.21,52.06,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,37.66,0,0,0,0,0.68,0,0.41,0,0,0
1.9,12.3,41.55,0,0,0,0,0,0,0,0,25.28,0,0,0,0,0,0,0,0,0,0,20.38,0,0,0,0,0.49,0,0,0,0,0
1.91,12.47,42.14,0,0,0,0,0,0,0,0,22.78,0,0,0,0,0,0,0,0,0,0,20.67,0,0,0,0,1.94,0,0,0,0,0
1.91,4.37,48.98,0,0,0,0,0,0,0,0,25.55,0,0,0,0,0,0,0,0,0,0,20.61,0,0,0,0,0.49,0,0,0,0,0
1.92,6.66,46.83,0,0,0,0,0,0,0,0,25.48,0,0,0,0,0,0,0,0,0,0,20.54,0,0,0,0,0.49,0,0,0,0,0
1.85,15.53,27.47,0,0,0,0,1.47,0,0,0,22.24,0,0,0,0,0,0.39,0,15.72,0,3.78,0,0,0,4.62,0,0,0,0,3.43,5.35,0
1.85,13.97,28.15,0,0,0,0,1.97,0,0,0,23.71,0,0,0,0,0,0.52,0,15.42,0,4.06,0,0,0,3.59,0,0,0,0,4.23,4.38,0
1.85,12.89,30.86,0,0,0,0,2.12,0,0,0,18.83,0,0,0,0,0,1.96,0,16.64,0,5.89,0,0,0,0,0,0,0,0,3.72,7.09,0
1.96,1.18,4.07,0,0,0,1.39,0,10.28,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,0,0,0,25.43,25.04,0,0,0
1.92,1.29,4.45,0,0,0,21.24,0,4.99,2.46,0,1.9,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,23.43,24.74,0,0,0
2.11,1.61,2.83,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.96,18.15,0,0,0,0,22.57,16.54,0,14.52,0
1.56,46.39,16.02,5.47,0,0,0,16.59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0
1.55,47.33,16.34,5.58,0,0,0,14.81,8.16,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0
1.54,49.82,15.48,4.11,0,0,0,18.04,8.7,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0
1.54,42.35,13.92,3.56,0,0,0,18.25,14.66,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0
1.62,47.57,24.44,6.67,0,1.21,0.44,6.83,5.49,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,0,0,0,0,0,0
1.57,53.72,6.49,7.6,0,0,0,10.8,12.5,5.48,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0
1.85,30,28,6.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24.5,0,0,6,0,0,0,0,0,0,0
1.84,30,30,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,0,0,6,0,0,0,0,0,0,0
1.81,34,28,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,0,0,5,0,0,0,0,0,0,0
1.87,30,26,5.5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26.5,0,0,6,0,0,0,0,0,0,0
1.87,30,30,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,0,0,3,0,0,0,0,0,0,0
1.9,28,23,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3,0,0,0,0,0,0,0
1.91,28,23,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,31,0,0,3,0,0,0,0,0,0,0
1.93,24,30,2,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,0,0,3,0,0,0,0,0,0,0
1.83,9.5,24,0,0,0,12,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,10,0,0,0.5,0,0,0,0,0,0,0
1.84,31,27,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,23,0,0,9,0,0,0,0,0,0,0
1.64,60.6,0,4.1,0,8.7,14.2,0,0,0,0,0,4.7,0,0,0,0,0,0,1.5,0,0,0,4.2,0,2,0,0,0,0,0,0,0
1.64,59.6,0,4.1,0,8.8,14.2,0,0,0,0,0,5.6,0,0,0,0,0,0,1.5,0,0,0,4.2,0,2,0,0,0,0,0,0,0
1.64,59.3,0,4.1,0,10.2,14.1,0,0,0,0,0,4.7,0,0,0,0,0,0,1.5,0,0,0,4.1,0,2,0,0,0,0,0,0,0
1.64,59.8,0,4.1,0,8.8,14.8,0,0,0,0,0,4.8,0,0,0,0,0,0,1.5,0,0,0,4.2,0,2,0,0,0,0,0,0,0
1.64,59.6,0,4.1,0,8.8,14.3,0,0,0,0,0,4.8,0,0,0,0,0,0,1.5,0,0,0,4.2,0,2.7,0,0,0,0,0,0,0
1.65,59.5,0,4.1,0,8.8,14.2,0,0,0,0,0,4.7,0,0,0,0,0,0,1.5,0,0,0,5.2,0,2,0,0,0,0,0,0,0
1.64,60,0,4.1,0,8.8,14.3,0,0,0,0,0,4.8,0,0,0,0,0,0,1.8,0,0,0,4.2,0,2,0,0,0,0,0,0,0
1.63,59.67,0,4.9,0,8.81,14.22,0,0,0,0,0,4.7,0,0,0,0,0,0,1.5,0,0,0,4.2,0,2,0,0,0,0,0,0,0
1.64,61.13,0,4.1,0,7.29,14.28,0,0,0,0,0,4.8,0,0,0,0,0,0,1.5,0,0,0,4.2,0,2.7,0,0,0,0,0,0,0
1.63,61.4,0,4.1,0,7.3,14.3,0,0,0,0,0,4.8,0,0,0,0,0,0,1.5,0,0,0,3.2,0,3.4,0,0,0,0,0,0,0
1.91,1.14,0.98,0,0,0,0,0,22.08,0,0,6.72,0,0,0,0,0,0,0,0,0,0,0,20.56,0,0,0.18,0,23.62,24.72,0,0,0
1.92,2.34,0,0,0,0,3.66,0,22.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.09,0,0,0.19,0,24.72,25.35,0,0,0
1.9,2.18,1.88,0,0,0,10.21,4.39,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0.44,0,22.98,18.65,0,0,0
1.57,50,30,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.59,45,20,5,0,3,10,2,0,2,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.62,40,10,15,0,5,0,5,0,5,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78,13,32,5,0,0,5,10,0,0,0,25,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82,0,2,3,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
1.91,0,20,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
1.76,0,5,5,0,3,5,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
1.85,0,24,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
2.01,0,15,3,0,0,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0
1.81,9.26,0,0,11.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,0,0,2.78,0,30.09,0,0,0,0
1.81,9.17,0,0,11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.87,0,0,3.67,0,29.82,0,0,0,0
1.79,0,0,4.74,11.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.39,0,0,2.84,0,33.18,0,0,0,0
1.8,6.48,0,2.78,9.26,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,0,0,2.78,0,30.09,0,0,0,0
1.8,6.48,0,2.78,9.26,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,0,0,2.78,0,30.09,0,0,0,0
1.8,6.48,0,2.78,9.26,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,46.3,0,0,2.78,0,30.09,0,0,0,0
1.8,6.48,0,2.78,9.26,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,0,0,2.78,0,30.09,0,0,0,0
1.82,6.48,0,2.78,11.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,2.78,0,30.09,4.63,0,0,0
1.84,2.99,0,1.99,0,0,0,0,4.98,0,0,34.82,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,29.84,24.88,0,0,0
1.88,2.99,0,1.99,0,0,0,4.98,4.98,0,0,24.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,29.84,29.84,0,0,0
1.9,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.9,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.89,0,3,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.89,3,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.88,3,0,2,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.89,3,0,2,0,10,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
1.84,30.65,4.7,0,0,37.56,6,1.97,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,4.99,0,3.4,0,0,0,10.72,0,0,0
1.84,30.65,4.7,0,0,37.57,6,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,4.99,0,3.4,0,0,0,10.72,0,1.96,0
1.84,30.66,4.69,0,0,37.56,6,0,0,0,0,0,0,0,0,0,0,1.96,0.01,0,0,0,0,4.99,0,3.41,0,0,0,10.72,0,0,0
1.84,30.65,4.71,0,0,39.52,6,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,4.99,0,3.4,0,0,0,10.72,0,0,0
1.83,30.65,4.7,0,0,37.56,6,0,0,0,0,0,1.96,0,0,0,0,0,0.01,0,0,0,0,5,0,3.4,0,0,0,10.72,0,0,0
1.84,30.65,4.7,0,0,39.53,5,0,0,0,0,0,0,0,0,0,0,0,0.01,1,0,0,0,4.99,0,3.4,0,0,0,10.72,0,0,0
1.84,29.66,4.7,0,0,39.51,6,0,0,0,0,0,0,0,0,0,0,0,0.01,1,0,0,0,4.99,0,3.41,0,0,0,10.72,0,0,0
1.84,30.65,4.7,0,0,38.52,6,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,4.99,0,3.41,0,0,0,10.72,0,0,0
1.84,29.65,4.7,0,0,39.52,6,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,4.99,0,3.41,0,0,0,10.72,0,0,0
1.84,30.66,4.7,0,0,34.56,6,2.99,0,0,0,1.96,0,0,0,0,0,0,0.01,0,0,0,0,5,0,3.4,0,0,0,10.72,0,0,0
1.93,0,42.99,0,0,0,0,0,0,0,0,14.98,0,0,0,0,0,0,0.01,15.88,0,0,0,2.02,0,9.01,0,0,0,14,0,1.11,0
1.92,0,43,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.02,16.51,0,0,0,1.99,0,6.99,0,0,0,12.99,0,3.5,0
1.92,0,43.01,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0.01,15.99,0,0,0,1.99,0,8,0,0,0,13,0,5,0
1.93,0,43,0,0,0,0,0,0,0,0,14.99,0,0,0,0,0,0,0.02,16,0,0,0,0,0,8,0,0,0,14.99,0,3,0
1.92,0,42.99,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.02,16.49,0,0,0,0,0,7,0,0,0,13,0,5.5,0
1.92,0,42.99,0,0,0,0,0,0,0,0,17.99,0,0,0,0,0,0,0.01,15,0,0,0,0,0,8.01,0,0,0,15,0,1,0
1.94,0,42.99,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.02,16.5,0,0,0,1.01,0,6.99,0,0,0,16.99,0,0.5,0
1.93,0,43,0,0,0,0,0,0,0,0,14.98,0,0,0,0,0,0,0.02,15.51,0,0,0,0,0,9,0,0,0,16.98,0,0.51,0
1.92,0,44.01,0,0,0,0,0,0,0,0,14.98,0,0,0,0,0,0,0.01,15.5,0,0,0,0,0,9.01,0,0,0,15.99,0,0.5,0
1.93,0,42.99,0,0,0,0,0,0,0,0,15.98,0,0,0,0,0,0,0.02,15.51,0,0,0,0,0,9.01,0,0,0,15.98,0,0.51,0
1.88,19.48,29.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,0,23.43,0,4.07,0,0,0,8.4,0,0,0,3.25,0,7.39,0
1.88,19.31,29.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,23.23,0,2.64,0,0,0,8.33,0,0,0,3.23,0,7.33,0
1.88,19.15,28.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86,0,23.03,0,1.24,0,0,0,8.26,0,0,0,3.2,0,7.27,0
1.88,19.01,28.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.78,0,22.86,0,0,0,0,0,8.19,0,0,0,3.18,0,7.21,0
1.88,19.18,29.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88,0,21.53,0,2.63,0,0,0,8.27,0,0,0,3.2,0,7.28,0
1.88,19.21,29.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,0,20.03,0,4.02,0,0,0,8.28,0,0,0,3.21,0,7.29,0
1.88,18.88,28.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,0,21.2,0,0,0,0,0,8.14,0,0,0,3.15,0,7.16,0
1.88,19.44,29.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,23.38,0,3.74,0,0,0,8.38,0,0,0,3.25,0,7.89,0
1.88,19.01,28.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97,0,22.87,0,0,0,0,0,8.2,0,0,0,3.18,0,8,0
1.88,19.1,28.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54,0,23.99,0,0,0,0,0,8.23,0,0,0,3.19,0,8.03,0
1.88,19.47,29.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,23.42,0,4.16,0,0,0,8.4,0,0,0,2.62,0,8.85,0
1.88,19.47,29.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,23.42,0,4.07,0,0,0,8.39,0,0,0,2.93,0,8.12,0
1.88,19.34,29.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,21.71,0,4.14,0,0,0,8.34,0,0,0,2.6,0,8.79,0
1.88,19.52,29.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,24,0,4.17,0,0,0,8.41,0,0,0,2.62,0,8.87,0
1.88,19.56,29.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,24.58,0,4.18,0,0,0,8.43,0,0,0,2.63,0,8.89,0
1.88,19.61,29.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,25.16,0,4.19,0,0,0,8.45,0,0,0,2.63,0,8.91,0
1.88,19.69,29.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.21,0,4.21,0,0,0,8.49,0,0,0,2.64,0,8.95,0
1.88,18.14,30.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0,24.04,0,4.18,0,0,0,8.43,0,0,0,2.63,0,8.89,0
1.87,17.39,27.63,0,0,0,0,0,0,0,0,15.07,0,0,0,0,0,2.35,0,19.75,0,3.84,0,0,0,7.5,0,0,0,4.9,0,1.57,0
1.85,16.65,24.93,0,0,0,0,0,0,0,0,27.45,0,0,0,0,0,2.28,0,17.61,0,1.72,0,0,0,5.81,0,0,0,3.55,0,0,0
1.85,16.8,25.14,0,0,0,0,0,0,0,0,27.69,0,0,0,0,0,0,0,17.76,0,3.17,0,0,0,5.86,0,0,0,3.58,0,0,0
1.85,16.96,27.63,0,0,0,0,0,0,0,0,20.32,0,0,0,0,0,2.35,0,18.49,0,3.31,0,2.61,0,5.99,0,0,0,2.34,0,0,0
