Young's Modulus at RT ( GPa ),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Bi2O3,TiO2,GeO2,ZrO2,CeO2,SnO2,TeO2,P2O5,Nb2O5,Ta2O5,MoO3
83.12,67,0,0,0,6,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0
106.7,30,0,0,0,5.75,11.5,0,7,0,0,5.75,0,0,0,0,0,0,0,0,33,0,7,0,0,0,0,0,0,0
103.2,30,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
81.97,71,0,1,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
61.29,0,0,7,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,0,0,0
68.48,0,0,5,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
64.82,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
61.47,0,0,5,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
59.1,0,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
58.5,0,0,2.5,48.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.75,0,0,0
62.88,0,0,7,0,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,0,0,0
65.21,0,0,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
61.86,0,0,5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
60.19,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
59.12,0,0,2.5,0,48.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.75,0,0,0
54.42,15,0,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
67.78,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
57.82,10,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
55.12,10,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
56.51,7.5,0,0,46.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,0,0,0
63.95,5,0,0,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
61.03,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
57.59,5,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
54.31,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
55.64,2.5,0,0,48.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.75,0,0,0
56.51,15,0,0,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
57.72,10,0,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
56.23,10,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
54.86,10,0,0,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
56.16,7.5,0,0,0,46.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,0,0,0
59.17,5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
57.14,5,0,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
54.81,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
56.49,2.58,0,0,0,47.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.26,0,0,0
78.81,65,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.74,68,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.22,70,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.89,72,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.8,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.64,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.27,85,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.65,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.87,60,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.4,65,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.18,70,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.99,75,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.83,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.91,85,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.73,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.06,75,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.74,80,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.28,85,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.09,66.67,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.43,66.67,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.21,35,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.72,40,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.32,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.84,61.6,0,0,0,0,0,0,0,0,0,0,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.34,64.65,0,0,0,0,0,0,0,0,0,0,35.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.13,70,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.14,75.4,0,0,0,0,0,0,0,0,0,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.39,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.09,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.39,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.08,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.36,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.62,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.77,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.57,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,93.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,0,0,0,0,0,0,0,0
67.9,94.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0
66,96.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0
77.5,75,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.3,75,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.2,75,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,75,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.2,60,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.6,60,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.8,60,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.2,70,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.2,70,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.1,70,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.9,70,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.1,70,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.2,80,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.2,80,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.6,80,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.38,50,0,13,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.73,70,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.62,55,0,15,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.5,62.32,32.31,0,0,0,0,0,1.8,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,93.38,6.5,0,0,0,0,0,0.02,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.58,66.7,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.5,55,0,22.7,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.63,58,0,24.4,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.88,58,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0
99.7,50,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
105.6,55,0,22.7,0,0,0,0,0,0,0,0,0,0,0,11.15,0,11.15,0,0,0,0,0,0,0,0,0,0,0,0
114.9,50,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
110.85,46,0,32,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0
110.55,43.2,0,25.4,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,13,0,0,0,0,0,0,0,0,0
121.3,42,0,22.7,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,0,0,13,0,0,0,0,0,0,0,0,0
106.55,43.2,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,13,0,0,0,0,0,0,0,0,0
107.5,42,0,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,13,0,0,0,0,0,0,0,0,0
106.95,40,0,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,15,0,0,0,0,0,0,0,0,0
105.9,37,0,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,18,0,0,0,0,0,0,0,0,0
116.8,35,0,30,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,10,0,0,0,0,0,0,0,0,0
116.7,32,0,30,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,13,0,0,0,0,0,0,0,0,0
112.5,30,0,30,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,15,0,0,0,0,0,0,0,0,0
29.41,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,62.48,0,0.2,0,0,0,19.06,0,0,0,18.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,65.67,0,0.2,16.27,0,0,17.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.35,67.4,0,0,0,0,0,0,16.7,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.96,70,0,0,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.33,70,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.35,70,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.74,70,0,0,0,0,0,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,64.91,0,0.3,15.85,0,0,0,18.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.42,70,0,0,18,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.4,70.5,0,0,0,8,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.1,73,0,0,0,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.3,70.5,0,0,0,12,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,76,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.1,78.5,0,0,0,8,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.8,70.2,0,0,0,18.6,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.2,70.5,0,0,0,18.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.6,62.5,0,0,0,27.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.7,65,0,0,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.2,70.5,0,0,0,19.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.1,72.5,0,0,0,17.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.65,75,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.9,76.5,0,0,0,13.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.2,78.5,0,0,0,11.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.08,80,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.5,82,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.3,74.7,0,0,0,15.8,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.8,70.5,0,0,0,22,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.1,70.5,0,0,0,25,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.96,70,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.89,70,0,0,0,0,18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,66.1,0,0,0,17.3,0,0,0,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.38,70,0,0,0,18,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.87,70,0,0,18,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.86,65,0,0,0,0,0,0,0,26.5,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.7,58.8,0,0,0,0,0,0,0,24,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.76,70.7,0,0,0,0,0,0,0,22.3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.04,68,0,0,0,0,0,0,0,21.4,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.24,52.3,0,0,0,0,0,0,0,21.3,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.5,65.1,0,0,0,0,0,0,0,20.5,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.8,62.1,0,0,0,0,0,0,0,19.6,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.48,59,0,0,0,0,0,0,0,18.6,0,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.54,76.4,0,0,0,0,0,0,0,18,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.13,55.8,0,0,0,0,0,0,0,17.6,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.62,53.2,0,0,0,0,0,0,0,16.8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.4,71.4,0,0,0,0,0,0,0,16.8,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.16,65.8,0,0,0,0,0,0,0,15.5,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.92,80.7,0,0,0,0,0,0,0,14.7,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.12,81.3,0,0,0,0,0,0,0,14.2,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.92,59.6,0,0,0,0,0,0,0,14,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.99,77,0,0,0,0,0,0,0,13.5,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.3,56.6,0,0,0,0,0,0,0,13.4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.36,72.1,0,0,0,0,0,0,0,12.6,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.35,62.1,0,0,0,0,0,0,0,10.9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.68,81.8,0,0,0,0,0,0,0,10.8,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.73,71.4,0,0,0,0,0,0,0,9.9,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.08,85.2,0,0,0,0,0,0,0,8.7,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.33,78.2,0,0,0,0,0,0,0,7.6,0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.34,84.5,0,0,0,0,0,0,0,5.4,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1,66.1,0,0,0,0,0,0,0,16.6,0,0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.54,68,0,0,0,0,0,0,0,6.58,0,0,25.12,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.09,66.6,0,0,0,0,0,0,0,5.28,0,0,27.82,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.11,61.52,0,0,0,0,0,0,0,2.89,0,0,35.29,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.5,5.1,0,0,0,0,0,0,0,0,0,0,75.3,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0
77.33,5,10,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.62,5,15,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.88,10,10,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.24,5,25,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.53,20,10,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.65,18,23,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.66,10,35,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,50,0,5,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.5,50,0,7.5,0,0,0,0,0,0,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.9,50,0,10,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,50,0,12.5,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.6,50,0,15,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.3,55,0,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.6,55,0,7.5,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.2,55,0,10,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.2,55,0,12.5,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.1,55,0,15,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.2,60,0,22.6,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.48,60,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.8,60,0,13.3,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.8,60,0,8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.7,47.5,0,17.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,47.5,0,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.9,47.5,0,12.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.87,50,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.2,50,0,17.5,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.4,50,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.9,50,0,12.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.4,50,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.1,55,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.9,55,0,17.5,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.8,55,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.4,55,0,12.5,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.4,55,0,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.15,66.66,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.44,50,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.36,66.66,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.52,50,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.37,50,0,0,12.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.74,50,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.22,50,0,0,12.5,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
