Young's Modulus at RT ( GPa ),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Bi2O3,TiO2,GeO2,ZrO2,CeO2,SnO2,TeO2,P2O5,Nb2O5,Ta2O5,MoO3
79.54,65,0,9.99,0,0,0,10.04,9.98,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.82,69.03,0,15.14,0,5.18,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.88,75.02,0,3.01,0,0,0,19.98,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.49,59.68,0,4.37,14.58,0,0,0,13.98,5.23,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.05,60.68,0,4.23,0,11.25,0,0,22.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0
71.49,62.54,0,4.36,0,11.64,0,0,14.98,4.96,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0
66.91,65.29,0,4.64,0,0,4.41,0,24.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0
67.86,67.29,0,4.79,0,0,4.55,0,15.75,5.92,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0
85.04,57.38,6.86,11.01,5.59,19.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.12,78.73,14.46,0,0,0,0,0,3.87,0.87,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0
66.63,75.72,10.52,5.12,0,1.02,1,0,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.33,50.5,19.15,0,0,9.83,0,0,10.34,10.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.07,46.13,0,0,0,27.06,0,0,23.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,0,0
75.53,31.19,13.82,0,0,27.91,0,0,24.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0
74.46,53.37,0,0,0,23.15,0,0,20.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,0,0
102,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.7,0,60,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
69.95,0,50,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
54,0,40,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
45.05,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
24.45,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
82.4,66.02,0,9.87,0,0,0,24.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.7,63.94,0,7.46,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.6,60.61,0,25.01,0,0,0,14.18,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.3,59.97,0,19.98,0,0.01,0,0,19.9,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.8,50.01,0,25.01,0,0,0,0,24.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.1,65.94,0,15.68,0,0.01,0,0,0,18.3,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.9,60.05,0,14.68,0,0,0,0,0,25.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.7,60,0,15,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.6,59.7,0,15.34,0,14.97,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.6,60.12,0,14.77,0,0,14.96,0,9.99,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.7,60.29,0,14.32,0,0,0,0,10.12,0,15.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.3,55.71,0,14.5,19.82,0,0,0,9.88,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.9,55.06,0,14.15,0.16,20.58,0,0,9.92,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7,55.29,0,15.02,0,0,19.66,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.4,55.45,0,14.68,0,0.01,0,0,9.95,0,19.84,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.6,60.59,0,14.8,14.63,0,0,0,4.95,4.93,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.3,55.51,0,14.73,19.56,0,0,0,5.18,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.9,55.15,0,14.38,0,20.36,0,0,5.1,5.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.3,55.25,0,14.44,0,0,20.29,0,4.99,4.85,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.9,54.15,0,15.15,0,0,0,0,5.31,5.35,19.97,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,54.91,0,14.64,0,0,0,0,5.12,4.96,0,20.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.8,65.51,0,15.29,0,0,0,16.3,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0
83.1,65.74,0,15.28,4.19,0,0,14.73,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.1,64.32,0,15.56,0,0,0,15.16,0.07,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.1,65.13,0,15.19,0,0,0,14.86,0.06,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.3,65.18,0,15.98,0,0,0,14.02,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0
85,65.03,0,15.08,0,5,0,14.81,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.9,64.59,0,15.01,0,0,5.2,15.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.8,65.32,0,15.24,0,0,0,7.3,7.49,0,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0
81.9,65.99,0,15.18,3.84,0,0,7.22,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.2,65.08,0,15.19,0,0,0,7.35,7.81,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.4,65.84,0,14.52,0,0,0,7.2,7.57,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.7,64.1,0,15.45,0,0,0,0,7.66,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,0,0
81.9,65.28,0,14.96,0,4.96,0,7.19,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,65,0,15.12,0,0,5.1,7.24,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.6,63.64,0,4.95,0,0,20.03,0,6.24,4.76,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.3,63.99,0,5.09,0,0,15.19,0,5.94,4.62,0,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.6,64.97,0,4.9,0,0,9.67,0,5.79,4.93,0,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.9,63.26,0,4.96,0,0,5.36,0,6.09,5,0,15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.4,64.5,0,4.93,0,0,0.18,0,5.97,5.07,0,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.3,63.42,0,4.85,0,4.87,10.03,0,6.54,5.23,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.9,63.58,0,4.93,0,4.94,5.22,0,6.33,5.28,0,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.1,63.83,0,4.93,0,4.95,0.12,0,6.52,5.37,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,64.14,0,4.97,0,10.24,9.82,0,5.81,4.79,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,64.24,0,4.99,0.1,9.7,5.12,0,6.1,4.93,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.5,63.95,0,4.97,0.1,9.93,0,0,6.19,5.18,0,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.4,63.58,0,4.92,0.07,14.76,0,0,6.39,5.36,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.7,64.22,0,4.96,0.22,20.1,0,0,5.62,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.2,64.29,0,4.96,4.76,14.62,0,0,6.12,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.2,64.17,0,5.02,4.57,10.49,0,0,5.8,4.98,0,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.1,64.48,0,4.99,4.33,4.93,0.05,0,5.97,5.04,0,10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7,64.86,0,4.88,9.38,10.08,0,0,5.79,5.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.5,64.45,0,4.95,4.71,0,0.13,0,6.06,5,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.1,64.48,0,5.09,9.27,5,0,0,5.89,4.75,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.9,63.48,0,4.92,9.43,0,0.06,0,5.98,4.88,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6,63.44,0,5.02,15.05,5.38,0,0,6.17,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.4,64.57,0,5.09,13.84,0,0,0,6.04,4.96,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.4,67.14,0,4.9,17.65,0,0,0,5.62,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.3,51.98,10.96,10.8,0.12,15.88,0,0,5.08,5.08,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.2,55.19,9.84,9.77,0,0,14.98,0,5.05,5.01,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.4,53.92,10.12,10.69,0,0,0,0,5.1,5.01,15.05,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.2,55.18,10.02,9.37,0,0,0,0,5.06,4.9,0,15.36,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.2,54.25,9.54,7.74,15.49,0,0,0,5.11,5.1,0.02,0,0,0,0.1,0,0,0,0,0,2.65,0,0,0,0,0,0,0,0,0
68.2,54.81,10.14,7.55,0,0,0,0,5.02,5.05,14.79,0,0,0,0.05,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0
77.9,54.25,9.45,7.85,0,0.01,0,0,5.09,5.01,0,15.53,0,0,0.11,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0
77.9,56.01,9.39,7.46,0,0,14.89,0,4.9,4.78,0,0,0,0,0.08,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0
86.6,65.15,0,6.57,8.18,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.9,65.3,0,7.39,12.84,14.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.7,64.53,0,7.65,17.68,10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.7,63.56,0,8.39,22.73,5.11,0,0,0.09,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.9,63.86,0,7.17,4.5,14.26,0,0,5.19,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.5,62.16,0,17.82,0,0,0,0,10.1,9.78,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.5,57.36,0,11.87,0,0,8.22,0,11.47,11.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.4,49.58,0,10.4,0,0,19.82,0,10.22,9.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.6,50,0,10.2,0,0,0,0,10.19,10.07,19.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.4,51.38,0,10.21,7.52,0,0,0,15.52,15.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,49.9,0,10.04,0,9.91,0,0,15.14,15.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.7,49.34,0,10.15,0,0,10.61,0,15.05,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.7,49.82,0,10.09,0,0,0,0,15.23,15.02,9.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.1,49.99,0,14.74,4.27,0,0,0,15.87,15.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.5,50.02,0,15.17,0,4.83,0,0,15.12,14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.7,49.72,0,15.41,0,0,5.42,0,15.21,14.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.9,50.24,0,15.32,0,0,0,0,15.15,14.88,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.9,59.85,0,10.26,0,0,0,0,14.97,14.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.5,60.26,0,15.08,0,0,0,0,10.04,9.95,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.3,69.99,0,9.98,0,0,0,0,10.23,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.6,78.92,14.38,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0.97,0,1.9,0,0,0,0,0,0,0
66.1,74.27,13.77,3.18,0,1.16,0.44,0,7.15,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.1,78.49,9.2,1.86,0,2.24,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0
69.2,79.19,9.78,3.1,0,1.14,0.38,0,5.14,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.1,60.15,14.29,0,4.97,5.83,0,0,9.64,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.7,51.21,19.5,0,4,0,0,0,10.27,10.08,0,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.7,57.24,15.72,0,4.92,0,5.8,0,10.12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,67.42,7.93,13.07,0,0,2.01,0,0,0,5.51,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.6,69.37,8.02,12.76,0,0,5.03,0,0.07,0,2.61,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.7,68.53,5.17,6.69,6.63,6.58,0,0,0,3.46,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,47.07,0,0,0,0,0,0,0,8.59,0,0,0,0,0,0,18.56,0,0,8.49,0,5.78,0,0,0,0,9.8,1.71,0
120.2,0,47.77,0,0,0,0,0,0,0,0,7.17,0,0,0,0,0,18.9,0,0,8.96,0,5.73,0,0,0,0,9.76,1.71,0
118.8,0,48.77,0,0,0,4.93,0,0,0,0,0,0,0,0,0,0,19.29,0,0,9.34,0,5.82,0,0,0,0,9.95,1.9,0
122.1,0,42.36,4.29,0,0,0,0,0,0,8.09,0,0,0,0,0,0,19.09,0,0,9,0,5.52,0,0,0,0,9.88,1.77,0
122.5,0,47.57,0,0,0,0,0,0,0,8.31,0,0,0,0,0,0,18.74,0,0,9.11,0,5.5,0,0,0,0,7.95,2.82,0
124.9,0,45.94,0,0,0,0,0,0,0,8.29,0,0,0,0,0,0,17.93,0,0,13.88,0,4.48,0,0,0,0,7.58,1.9,0
71.1,68.14,0,0,0,1.03,5.29,0,7.69,5.66,6.46,0.07,0,0,0,0,0.12,0,0,0,5.54,0,0,0,0,0,0,0,0,0
70.5,71.61,0,0,0,1.01,5.48,0,7.83,5.69,6.68,0.21,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,1.38,0,0
69.9,75.95,0,0,0,1.18,2.28,0,8.04,4.01,5.66,0.05,0,0,0,0,0.04,0,0,0,2.51,0,0,0,0,0,0,0.28,0,0
71.6,72.94,0,0,0,1.21,2.49,0,8.46,4.21,5.75,0.05,0,0,0,0,0.04,0,0,0,4.12,0,0,0,0,0,0,0.73,0,0
71.5,72.73,0,0,0.03,4.49,1.06,0,8.05,3.9,7.05,0.03,0,0,0,0,0.04,0,0,0,2.35,0,0,0,0,0,0,0.27,0,0
68.4,76.53,0,0,0,0,2.98,0,8.38,4.19,5.34,0.06,0,0,0,0,0.05,0,0,0,2.19,0,0,0,0,0,0,0.28,0,0
67.9,75.71,0,0,0,1.21,2.48,0,4.35,7.29,5.75,0.05,0,0,0,0,0.04,0,0,0,2.84,0,0,0,0,0,0,0.28,0,0
69.7,74.32,0,0,0,1.19,2.42,0,11.37,2.04,5.68,0.05,0,0,0,0,0.04,0,0,0,2.61,0,0,0,0,0,0,0.28,0,0
70.3,75.87,0,0,0.03,3.54,3.37,0,8.48,4.17,2.35,0.06,0,0,0,0,0.04,0,0,0,1.69,0,0,0,0,0,0,0.4,0,0
66.6,79.46,0,0,0,1.19,2.32,0,4.1,6.91,5.04,0.06,0,0,0,0,0.04,0,0,0,0.82,0,0,0,0,0,0,0.06,0,0
80.4,59.89,0,0,0.12,21.43,0,0,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.7,50.13,0,0,0.14,24.2,0,0,20.23,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0,0,0,0,2.59,0,0,0
79.6,47.71,0,0,0.17,22.81,0,0,20.75,0,0.28,0,0,0,0,0,0,0,0,0,5.48,0,0,0,0,0,2.8,0,0,0
80.5,45.9,0,0,0.19,22.73,0,0,19.83,0,0,0,0,0,0,0,0,0,0,0,8.52,0,0,0,0,0,2.83,0,0,0
80.2,51.17,0,0,0.13,21.99,0,0,20.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,2.69,0,0,0
69.5,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
61.1,0,0,4.55,0,9.09,0,11.36,0,11.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.64,0,0,0
56.8,0,0,0,0,13.33,13.33,0,0,0,0,12.22,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,55.56,0,0,0
102.7,39.49,0,10.03,3.74,37.29,0,0,1.8,0.9,1.91,0,0,1.44,0,0,0,0,0,0,2.38,0,0,0,0,0,1.02,0,0,0
74.3,67.76,7.8,10.65,5.72,1.94,2.21,0,0,0,0.42,2.95,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0
74.3,66.86,7.82,10.69,5.74,1.94,2.22,0,0,0,0.84,3.61,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0
75.7,70.79,4.68,11.08,5.11,4.15,1.3,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.9,63.57,5.49,14.99,5.17,3.72,1.81,0,0,0,1.28,3.69,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0
78.5,59.12,6.49,9.56,16.03,2.3,1.14,0,0,0,0.79,3.24,0,0,0,0,0,0,0,0,0.81,0,0.52,0,0,0,0,0,0,0
75.6,63.98,7.63,10.42,9.88,1.89,1.3,0,0,0,0.41,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.1,68.27,7.86,10.73,5.77,1.95,3.79,0,0,0,0.42,0.66,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0
113,32,3,33,24,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,47,4,35,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,40,2,39,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
112,32,7,39,17,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,36,12,26,16,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
101,48,4,5,35,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,36,4,36,4,12,0,4.5,0,0,0,0,0,0,0,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
102,40,4,32,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,30,18,39.5,3,0,0,5,0,0,0,0,0,0,0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,47,7,31,0,0,0,10.5,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.75,72.43,0,1.95,1.13,0,0,20,0,2.3,0.35,0,0,0,0,0,0.04,0,0,0,0,0,0.88,0,0,0,0.92,0,0,0
111,72.23,0,1.96,0.85,0,0,20.09,0,2.31,0.35,0,0,0,0,0,0.04,0,0,0,0,0,1.16,0,0,0,1.01,0,0,0
100,72.33,0,1.95,1.41,0,0,19.97,0,2.11,0.35,0,0,0,0,0,0.04,0,0,0,0,0,0.92,0,0,0,0.92,0,0,0
142,72.6,0,1.95,1.13,0,0,19.96,0,2.29,0.35,0,0,0,0,0,0.04,0,0,0,0,0,0.88,0,0,0,0.8,0,0,0
110,71.48,0,2.11,1.4,0,0,20.81,0,2.28,0.21,0,0,0,0,0,0.04,0,0,0,0,0,0.87,0,0,0,0.8,0,0,0
122,72.62,0,1.96,1.84,0,0,19.09,0,2.3,0.35,0,0,0,0,0,0.04,0,0,0,0,0,0.88,0,0,0,0.92,0,0,0
125,72.4,0,1.95,1.13,0,0,19.98,0,2.29,0.56,0,0,0,0,0,0.04,0,0,0,0,0,0.69,0,0,0,0.96,0,0,0
120,72.1,0,1.9,1.27,0,0,20.03,0,2.36,0.28,0,0,0,0,0,0.04,0,0,0,0,0,1.02,0,0,0,1,0,0,0
123,29.66,3.74,0,24.2,10.33,0,13.94,1.15,0,0,0,0,0,0,0,0.07,1.94,0,0,9.77,0,2.75,0,0,0,0,2.45,0,0
122,30.53,3.85,0,24.92,10.63,0,14.34,1.19,0,0,0,0,0,0,0,0.07,1.99,0,0,5.87,0,2.83,0,0,0,0,3.78,0,0
121,32.69,4.12,0,12.45,11.38,0,15.35,1.27,0,0,0,0,0,0,0,0.07,2.13,0,0,13.46,0,3.03,0,0,0,0,4.05,0,0
120,33.28,4.2,0,15.4,11.59,0,15.64,1.3,0,0,0,0,0,0,0,0.08,2.17,0,0,7.77,0,3.08,0,0,0,0,5.49,0,0
92.5,61.83,0,3.91,4.31,7.41,0,15.23,1.5,0,0,4.31,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0
93.4,61.47,0,3.9,4.3,7.41,0,15.22,1.5,0,0,4.3,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0
93.4,60.97,0,3.4,4.3,7.41,0,16.22,1.5,0,0,4.3,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0
94.5,60.57,0,3.4,4.3,7.31,0,16.12,1.5,0,0,4.3,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0
93.5,61.67,0,2.1,4.49,7.29,0,15.86,1.5,0,0,4.59,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0
95,57,0,5.9,4.5,7.5,0,13.5,4.6,0,0,4.4,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0
92.9,60.97,0,3.4,4.3,7.41,0,20.52,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0
92.4,60.97,0,3.4,7.11,1.1,0,20.52,1.5,0,0,3.5,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0
93.1,60.97,0,3.4,2.3,9.41,0,20.52,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0
92.5,61.53,0,3.41,4.31,7.41,0,16.33,1.5,0,0,4.31,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0
93.7,59.67,0,4.5,4.2,7.21,0,18.62,1.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,1,0,0,0,0,0,0,0
90,62,0,4.7,4.4,7.5,0,19.2,2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
93.4,60.2,0,4.6,4.3,7.3,0,18.8,1.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0
91,60.2,0,4.6,4.3,7.3,0,18.5,1.9,0,0,2.9,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0
94.6,59.03,0,4.5,4.2,7.09,0,18.48,1.9,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0
90,60.73,0,4.6,0,11.69,0,20.98,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
94.9,59.03,0,4.5,4.2,7.09,0,15.58,1.9,0,0,2.9,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0
